Gene = TAC1
index = 1369
Annotated 5SS: [ 288  828 1912 2385 2942 4445]
Annotated 3SS: [ 695 1814 2339 2917 4390 7965]
SMsplice 5SS: [ 288  828 1912 2942 8067]
SMsplice 3SS: [ 752 1814 2917 7965 8217]
top_k =  100
Partition function (log Z): 0.03766769766166078

Sorted 5' Splice Sites (High to Low Probability):
Position 828: 0.9876232409731159
Position 1912: 0.9442271609105091
Position 288: 0.9024754434437371
Position 2942: 0.7873200765587669
Position 8067: 0.7095606237783647
Position 6452: 0.23774400072014168
Position 555: 0.16954297618377553
Position 4445: 0.11730844548173827
Position 1115: 0.047638460766085286
Position 2243: 0.03558879365414487
Position 2385: 0.028217647816113293
Position 120: 0.022068119728756583
Position 457: 0.019335675594292293
Position 1467: 0.01078715564223379
Position 467: 0.008622287805692427
Position 549: 0.008608042423432894
Position 806: 0.006793785143963119
Position 2298: 0.005775203024059296
Position 463: 0.003487361569637309
Position 1535: 0.002652684350933282
Position 1510: 0.00179712528396824
Position 99: 0.0015171346410170082
Position 235: 0.0014203416058381955
Position 278: 0.001249831417023746
Position 2689: 0.0011698338635372295
Position 1935: 0.0008219505703568898
Position 449: 0.0006690052923111286
Position 1635: 0.0005829898103655703
Position 350: 0.0005794596988751351
Position 303: 0.0005472333074843594
Position 124: 0.00039190184943146614
Position 104: 0.00038707941051512235
Position 471: 0.0003424497924787847
Position 459: 0.000132660811111193
Position 33: 4.088807876246659e-05
Position 10: 4.671037743830153e-06
Position 27: 4.152971450805556e-06
Position 219: 1.8172353838188442e-06
Position 115: 5.053689699437451e-07
Position 343: 1.7952380050209845e-07
Position 324: 1.1506514465110344e-07
Position 292: 3.590684695884116e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1814: 0.9318242651544154
Position 7965: 0.9137537849848549
Position 752: 0.6998267504327272
Position 2917: 0.4605528256011561
Position 2798: 0.32108925143857264
Position 695: 0.28095173846667504
Position 8217: 0.27697782358053546
Position 6197: 0.2477533043618984
Position 8284: 0.20289692927169073
Position 439: 0.11671101312377286
Position 4390: 0.0877797817142408
Position 8318: 0.07132644843671983
Position 8243: 0.06492720045774429
Position 3039: 0.05340009062579547
Position 8315: 0.04107404681440896
Position 8437: 0.02554135591352491
Position 8530: 0.02472187063631965
Position 209: 0.022213744047376947
Position 1050: 0.019768940815251382
Position 2148: 0.016820673680160454
Position 2339: 0.01511293105879438
Position 4218: 0.014427614710029004
Position 1817: 0.012697813762430576
Position 2611: 0.012152390332635207
Position 2268: 0.01175809651096028
Position 1018: 0.010263286728858552
Position 2004: 0.010188071301525976
Position 4240: 0.009976063711118782
Position 4352: 0.00958580967037096
Position 1462: 0.009141387879200462
Position 729: 0.007861791872323269
Position 899: 0.007819985512048273
Position 3567: 0.007384438606488502
Position 1850: 0.005965560027594578
Position 1030: 0.004142037667643577
Position 2066: 0.003775321574769352
Position 1347: 0.0037638458878468265
Position 2038: 0.003491712695578699
Position 2771: 0.003293135903067404
Position 648: 0.002852682210070964
Position 762: 0.002710187919129977
Position 8549: 0.002094948667421436
Position 938: 0.0016775142251502357
Position 1337: 0.001660073370058731
Position 456: 0.0014717609990744472
Position 2096: 0.0013790108358669839
Position 2302: 0.0011860953896588357
Position 2131: 0.001148952687685265
Position 3060: 0.0009430665083593235
Position 907: 0.0009136533138391934
Position 1063: 0.0008657440656821157
Position 554: 0.0008144673992993286
Position 1312: 0.0007396494981502032
Position 386: 0.0006020654051512912
Position 1066: 0.0005246937955423358
Position 1162: 0.0005229998088401969
Position 765: 0.0005051650402342408
Position 499: 0.0004252403535148091
Position 475: 0.0003188655550725852
Position 3245: 0.0003140655582706131
Position 2006: 0.0002044242752221478
Position 1985: 0.00019967872263786012
Position 441: 0.00011633617546729092
Position 172: 5.834413211911362e-05
Position 349: 4.075574586841325e-05
Position 380: 1.6326039983763587e-05
Position 606: 8.353270178778368e-06
Position 2020: 6.879838612226969e-06
Position 814: 1.4865216334165199e-06
Position 1085: 1.2710428117460177e-06
Position 940: 2.3216834496581518e-07
Position 161: 2.0673279769010144e-07
Position 253: 9.311329612419048e-08
Position 131: 3.05035061539547e-08
Position 246: 1.8574381890273642e-08
Position 138: 1.849539025832891e-08
Position 95: 1.4708730153991256e-08
Position 233: 1.3817222644265132e-08
Position 169: 1.1100119430696353e-08
Position 179: 5.789502937234598e-09
Position 217: 5.248170244474375e-09
Position 219: 2.846567909034697e-09
Position 181: 9.72409089756929e-10
Position 255: 6.997377685141163e-10
