Gene = SCCPDH
index = 1229
Annotated 5SS: [  566  2958 12009 16255 20079 34310 35105 36030 36181 40311 42093]
Annotated 3SS: [ 2844 11927 16124 20028 34178 34986 35909 36123 40198 42010 43147]
SMsplice 5SS: [  566  2958 12009 12182 18518 24884 34310 36030 36181 40311]
SMsplice 3SS: [ 2844 11927 12123 18342 24813 34178 35909 36123 40198 43147]
top_k =  100
Partition function (log Z): -16.880435139853915

Sorted 5' Splice Sites (High to Low Probability):
Position 2958: 0.9829656946389372
Position 12009: 0.980737629796728
Position 12182: 0.8771036152657932
Position 18518: 0.8493625318109108
Position 12504: 0.5010655814814631
Position 566: 0.31873452098393834
Position 299: 0.23569977587645957
Position 16255: 0.2028056060960169
Position 469: 0.19330633103061473
Position 764: 0.18160800829043072
Position 4442: 0.13788044273110175
Position 454: 0.09723292747683328
Position 20079: 0.09494129014240289
Position 679: 0.08907747171525471
Position 4112: 0.058846033330986695
Position 7788: 0.05794329565643052
Position 1177: 0.05621438571095332
Position 12711: 0.03394997083521112
Position 12472: 0.032765385491713914
Position 538: 0.03270637891482525
Position 18457: 0.01839778422907678
Position 1723: 0.01739216826667554
Position 3133: 0.016902795255797905
Position 1090: 0.015296474487150043
Position 12242: 0.013797622044609482
Position 13031: 0.012250523592940222
Position 12937: 0.010359884610506395
Position 1211: 0.00790004587720292
Position 758: 0.005740929053613288
Position 438: 0.005159458335716076
Position 752: 0.004893948807724271
Position 12187: 0.0044806395402645395
Position 754: 0.0034219121553302734
Position 3505: 0.00322515700938464
Position 3245: 0.0002943309209686912
Position 406: 0.00017427436687826876
Position 246: 0.00016928928642931198
Position 411: 0.00011124761318532566
Position 442: 7.286063456878314e-05
Position 307: 5.2420382544211216e-05
Position 91: 2.034751945507234e-05
Position 212: 1.0944320539188617e-05
Position 206: 8.385484387283197e-06
Position 409: 8.286714764723188e-06
Position 154: 8.121841234624252e-06
Position 420: 2.1243489635699456e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 11927: 1.0000000000000022
Position 2844: 0.9989762116883326
Position 18342: 0.9855514866077318
Position 25640: 0.6581694557456116
Position 12123: 0.597235798841673
Position 12363: 0.42881865193598856
Position 12092: 0.2765833847687693
Position 16124: 0.20834295961429597
Position 20028: 0.20582295771941073
Position 648: 0.19819441500445703
Position 12406: 0.13145979623890497
Position 4358: 0.11722439644466849
Position 23146: 0.0648655233608095
Position 3855: 0.05884603333098671
Position 7692: 0.05794329565643052
Position 910: 0.03164199746426443
Position 12859: 0.02495180764982129
Position 4278: 0.020656046286433107
Position 18685: 0.01707430228321667
Position 12373: 0.011137332526169693
Position 942: 0.009629185202453733
Position 18608: 0.009223374042738673
Position 438: 0.009184595096447958
Position 20291: 0.0075459930306056135
Position 1559: 0.006473586250005234
Position 1659: 0.005396125126167379
Position 3414: 0.0032251570093846283
Position 12161: 0.002727322802962115
Position 13569: 0.002507917768931763
Position 838: 0.002404398015699547
Position 1074: 0.0020968254221063274
Position 3060: 0.000776028304212355
Position 3104: 0.0002045053918682023
Position 3166: 0.00020204445127744225
Position 2719: 4.030980015184144e-06
