Gene = RP11-96L14.8
index = 1183
Annotated 5SS: [ 166 2547 2756]
Annotated 3SS: [2462 2657 4125]
SMsplice 5SS: [ 166 2547 2756]
SMsplice 3SS: [2462 2657 3478]
top_k =  100
Partition function (log Z): -1.9757389994703618

Sorted 5' Splice Sites (High to Low Probability):
Position 2547: 0.9347540295430533
Position 166: 0.7575406012358774
Position 2984: 0.6211391876352746
Position 2756: 0.4394764878829084
Position 2760: 0.42885970724189143
Position 1941: 0.3339834901091094
Position 186: 0.2381994607628255
Position 1866: 0.1137726442460467
Position 2766: 0.040578767564772966
Position 2799: 0.019429386429342735
Position 2829: 0.017575942754278862
Position 2764: 0.015499109675560861
Position 2974: 0.008307581546893816
Position 3090: 0.0070447024544392
Position 3292: 0.0033845663470612342
Position 1337: 0.0019514501921245463
Position 529: 0.0009601058221783929
Position 225: 0.0007115542216352206
Position 2815: 0.0006326169335775937
Position 256: 0.00057773214234558
Position 297: 0.0005636620562353321
Position 709: 0.0005397102521913124
Position 2777: 0.0005391504506669147
Position 1810: 0.0003986603661929781
Position 1826: 0.00022552743250350848
Position 443: 0.0001417606784155737
Position 170: 2.889503124412431e-07
Position 199: 9.632088327814172e-08
Position 23: 7.942633971038595e-08
Position 190: 5.4163206426904645e-08
Position 118: 3.185246242162521e-08
Position 134: 1.7212851146883125e-08
Position 111: 1.9803380149062823e-09
Position 232: 1.0858204053872025e-09
Position 48: 1.4472304437591339e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2657: 0.9642813784254698
Position 2462: 0.6137077415653233
Position 2899: 0.45154254596515014
Position 1795: 0.3780794073210509
Position 3478: 0.3223977877996642
Position 2390: 0.30587330000458274
Position 2896: 0.25091600435989153
Position 3703: 0.10060354253778189
Position 3445: 0.09792566726800524
Position 4125: 0.09738545587629673
Position 3757: 0.08648615797415528
Position 3410: 0.06501611828212035
Position 3951: 0.054941271187827836
Position 1825: 0.05286262610237141
Position 3910: 0.023432990501809987
Position 4030: 0.022950517472898266
Position 3923: 0.018548084310673736
Position 3844: 0.01616681662108327
Position 2534: 0.015172987973147568
Position 1722: 0.013765555989013814
Position 3162: 0.013472340592006441
Position 4153: 0.006633712638961635
Position 2663: 0.00524110479910904
Position 2715: 0.002619120675473346
Position 3124: 0.0017041984198183002
Position 1865: 0.0015962657079749763
Position 1753: 0.0014993852750036524
Position 1133: 0.0006332428766024607
Position 278: 0.00034267416242186535
Position 1882: 0.0003313630773980077
Position 1760: 0.00024571868103994695
Position 2712: 0.00020239120847181322
Position 395: 0.00010098363438331116
Position 291: 6.928964589044117e-05
Position 314: 1.167912485711906e-05
Position 990: 9.025319954394362e-06
Position 1297: 7.269857251264526e-06
Position 1254: 6.894308104838299e-06
Position 1324: 5.549428025182447e-06
