Gene = NPDC1
index = 954
Annotated 5SS: [ 326 3277 5142 5390 5533 5690 5847 6233]
Annotated 3SS: [3129 5015 5218 5465 5604 5766 6135 6338]
SMsplice 5SS: [ 326 3277 5142 5390 5533 5690 5847 6233]
SMsplice 3SS: [3129 5015 5278 5465 5604 5766 6135 6338]
top_k =  100
Partition function (log Z): 14.023237976467005

Sorted 5' Splice Sites (High to Low Probability):
Position 6233: 0.9999999999999971
Position 5847: 0.9984792779147319
Position 326: 0.9930163028013981
Position 5142: 0.9698998296563226
Position 3277: 0.9667416841943453
Position 5690: 0.9432798548736248
Position 5533: 0.7745705338570181
Position 5390: 0.7412897964045563
Position 6055: 0.16162513464678926
Position 4384: 0.10793910506293009
Position 4389: 0.07071254969378829
Position 2063: 0.04255628524251406
Position 3333: 0.01653890653573424
Position 1449: 0.014964874788550948
Position 4474: 0.014464687392291977
Position 745: 0.01212648236490726
Position 1178: 0.009989681001913662
Position 1822: 0.009922529439229218
Position 1183: 0.00891574628760226
Position 4408: 0.00757841371436435
Position 4480: 0.004926649503993528
Position 4544: 0.00416814684231807
Position 3182: 0.0038422017573148323
Position 668: 0.0034866525133955707
Position 4540: 0.0034507902066831697
Position 1837: 0.0032335639730024022
Position 1343: 0.0028631706498629637
Position 1224: 0.0025049645798980993
Position 2032: 0.002474736373823577
Position 2559: 0.0023786631915988956
Position 4907: 0.0022906472782288786
Position 5407: 0.0018624243435851307
Position 5394: 0.0017470205520942524
Position 2915: 0.0014809201413685054
Position 5335: 0.0011005661539050442
Position 1847: 0.0010410076221298642
Position 1300: 0.0008927519448443834
Position 1780: 0.0008795270307529774
Position 1923: 0.0007719903781715002
Position 5493: 0.0007066021911545278
Position 1460: 0.000674319485382354
Position 2160: 0.0005592083264169927
Position 831: 0.0005464613315863129
Position 5692: 0.00020682999600678433
Position 447: 1.1672821931846846e-05
Position 182: 9.166408921253114e-08
Position 42: 6.813141208500884e-08
Position 302: 5.686285187318155e-08
Position 455: 1.1125552977043165e-08
Position 392: 4.244925962774464e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3129: 0.9814563247275394
Position 5766: 0.9738437203097071
Position 5604: 0.957922107651696
Position 5015: 0.9382701684286452
Position 6135: 0.8767519385578268
Position 5465: 0.6058113413159346
Position 5278: 0.5503908765206917
Position 6338: 0.4827257294143768
Position 5218: 0.2760594897766094
Position 6318: 0.2275484746834224
Position 4238: 0.20996352450475053
Position 5941: 0.1753245428765818
Position 6409: 0.11289072004301104
Position 6047: 0.0985529358701734
Position 6602: 0.07311769884327819
Position 5393: 0.07064351944624543
Position 6577: 0.052159347910682045
Position 1922: 0.040121640527750274
Position 6642: 0.033856879766900654
Position 1042: 0.025292400525522833
Position 5068: 0.02145518533044604
Position 6557: 0.015421909361761882
Position 1662: 0.012745755663020036
Position 4800: 0.0087636677102869
Position 5247: 0.008700699204024168
Position 5498: 0.008512166306271152
Position 6077: 0.0064790440283524695
Position 424: 0.006285582747249295
Position 1326: 0.005673108557619128
Position 1199: 0.005532346636224708
Position 5513: 0.004646573491588744
Position 1821: 0.0038298303549073815
Position 3221: 0.003613533407628626
Position 5116: 0.003030347550338857
Position 5611: 0.002886420088846141
Position 6143: 0.002545000420817187
Position 1291: 0.0024518421618577382
Position 1998: 0.0024444362525919395
Position 562: 0.0024160194103058173
Position 6302: 0.0022792399765675223
Position 4242: 0.001906256780643766
Position 1754: 0.0016534298591019292
Position 2717: 0.0014809201413685054
Position 3135: 0.0014731879975401895
Position 432: 0.0012729423235863237
Position 2443: 0.0011989990753399913
Position 2324: 0.0011796641162589033
Position 5532: 0.0011714494102232926
Position 5778: 0.001075743683560309
Position 5083: 0.0008507542081207541
Position 4194: 0.0008063386016873537
Position 6099: 0.0008029722293825034
Position 6117: 0.0007431581201525355
Position 5790: 0.0006811459009153757
Position 1554: 0.0006437557286690007
Position 1356: 0.0006288911306244384
Position 4295: 0.0005642225292878856
Position 3259: 0.0004915101289746871
Position 493: 0.00038592859590974343
Position 5829: 0.0003074454975479319
Position 4852: 0.00023948172237190228
Position 5675: 0.0002008280522063481
Position 5632: 0.00016456762961239972
Position 5635: 0.00014680600612098748
Position 5814: 8.442052271331394e-05
Position 3230: 4.973748615503884e-05
Position 3076: 3.849873955708651e-05
Position 1152: 1.7389697212202762e-05
Position 1265: 1.471364893311814e-05
Position 1342: 1.4312158326722748e-05
Position 1172: 1.7284697355896392e-06
Position 613: 1.5148678620946858e-06
Position 1376: 1.4473333399544287e-06
Position 1415: 1.3341212340620382e-06
Position 441: 1.2593188233330923e-06
Position 529: 5.508957498078921e-07
