Gene = SLC51A
index = 1271
Annotated 5SS: [  247  1433 10616 11234 11770 12417 13558 16021]
Annotated 3SS: [ 1337 10460 11159 11610 12304 13410 15914 16558]
SMsplice 5SS: [  247  1433  1845 10616 11770 12417 13558 16021]
SMsplice 3SS: [ 1300  1727 10460 11610 12304 13410 15914 16669]
top_k =  100
Partition function (log Z): 3.603637219536834

Sorted 5' Splice Sites (High to Low Probability):
Position 247: 0.9991742367987143
Position 1433: 0.9901064597536537
Position 11770: 0.989239168498574
Position 12417: 0.8596897573413831
Position 16021: 0.7360277546525114
Position 1845: 0.6022160246681995
Position 13558: 0.45736318406642046
Position 3089: 0.28824018424161174
Position 3099: 0.2781599250260933
Position 546: 0.20215477087335268
Position 13520: 0.17755337138357327
Position 12114: 0.13044345326800869
Position 403: 0.10664615557865614
Position 589: 0.09919970196253497
Position 634: 0.07884710065153143
Position 12428: 0.06573274151038014
Position 14974: 0.0442958429895754
Position 469: 0.024205319546957572
Position 538: 0.015423521772098376
Position 14727: 0.0132295569157715
Position 15970: 0.010816652893987666
Position 11786: 0.010760831501427181
Position 1867: 0.010580724684946058
Position 419: 0.009081114043825706
Position 13618: 0.008804611181611403
Position 407: 0.006411664544413745
Position 2272: 0.0064056021987453395
Position 388: 0.0034792603863310462
Position 542: 0.002659962598341823
Position 2287: 0.001543930164791228
Position 251: 0.0007850831819437368
Position 177: 2.941812541172253e-05
Position 21: 6.124978350752556e-06
Position 40: 8.207854329258022e-07
Position 289: 1.616568219350947e-14
Position 275: 3.5287779262016504e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 11610: 1.0000000000000016
Position 15914: 0.9947120938824567
Position 12304: 0.9203757393595949
Position 13410: 0.6400152169707745
Position 2985: 0.5664001092677048
Position 1727: 0.561462760489441
Position 16669: 0.5564436839864085
Position 1300: 0.5543286384203415
Position 327: 0.4218460057897908
Position 1337: 0.3584538564715196
Position 453: 0.10840829781300042
Position 1321: 0.07679041131774013
Position 11924: 0.070383543868858
Position 16126: 0.05829029796400683
Position 11838: 0.05525099058905629
Position 16558: 0.05367522123886648
Position 14808: 0.04429584298957544
Position 16198: 0.03376933131028931
Position 16804: 0.02444864523259095
Position 1573: 0.017763160296003992
Position 1684: 0.016143689662118873
Position 16524: 0.014049085468595159
Position 14550: 0.0132295569157715
Position 1753: 0.010378255750002646
Position 593: 0.008614304965027074
Position 2189: 0.007949532363536568
Position 16829: 0.006168142345740811
Position 1734: 0.005158479309140781
Position 12356: 0.005046759492168493
Position 11902: 0.0048089188100943975
Position 417: 0.0036875141819834997
Position 15797: 0.0031536694712434995
Position 13321: 0.0029002840577544986
Position 432: 0.002114198848976469
Position 13557: 0.0017571184969456901
Position 1832: 0.0016316839929617676
Position 550: 0.0015982289247055185
Position 14030: 0.0011827837524322072
Position 350: 0.0006643436262621329
Position 387: 0.0005580966056109833
Position 1348: 0.00043286877109428395
Position 527: 0.00043036684506443765
Position 1531: 0.0002587198534765153
Position 329: 0.00018040237995034966
Position 1404: 0.00010068477295857795
Position 118: 2.494289566948575e-06
Position 123: 9.705955620122957e-10
Position 377: 3.2310826495436027e-10
Position 395: 1.4124748871013306e-10
Position 197: 6.846853816719957e-11
Position 360: 5.4554136854443055e-11
