Gene = KRBA1
index = 753
Annotated 5SS: [   56  4662  5117  5980  6525  7543  7946  8879  9839 10478 11050 13665
 14359 15330 15557 16765]
Annotated 3SS: [ 4534  4996  5823  6371  7410  7771  8722  9640 10303 10875 13511 14176
 15134 15415 16659 18192]
SMsplice 5SS: [  458  4662  5117  5980  6525  7543  8879  9839 11050 13665 15330 15557
 16765]
SMsplice 3SS: [ 4534  4996  5823  6368  7410  8722  9640 10913 13511 15134 15415 16659
 18857]
top_k =  100
Partition function (log Z): 4.116760267662723

Sorted 5' Splice Sites (High to Low Probability):
Position 11050: 1.0000000000000004
Position 5980: 0.9856375205519217
Position 5117: 0.8789674626034536
Position 13665: 0.858784013119048
Position 6525: 0.8480941687266031
Position 15330: 0.8433902061695229
Position 8879: 0.8058395231222745
Position 9839: 0.7300952364826007
Position 7543: 0.7070021775109541
Position 458: 0.699381672344283
Position 16765: 0.6940303561518062
Position 8565: 0.5874606058365859
Position 15557: 0.44735695094237293
Position 14359: 0.4120620040046343
Position 4662: 0.31565229739974
Position 7946: 0.2746449562266278
Position 16843: 0.16610172340366602
Position 10478: 0.13847361850030857
Position 156: 0.12331532218203174
Position 56: 0.1125637243782197
Position 15534: 0.10771361585718506
Position 6492: 0.08764297004538876
Position 18444: 0.06867925630448204
Position 1787: 0.06683167379671194
Position 339: 0.057158065588640276
Position 14508: 0.05701663318446872
Position 1042: 0.05284813694876547
Position 6664: 0.026870123840748654
Position 16201: 0.019654020373696172
Position 9028: 0.018605069194094895
Position 14380: 0.012757555593787185
Position 8697: 0.011430139864939334
Position 241: 0.009030076205179406
Position 7274: 0.007979806019861087
Position 107: 0.005822647841277337
Position 14558: 0.002834287182908501
Position 6276: 0.002826402125428716
Position 185: 0.0002861150403963948
Position 205: 4.10883814317444e-05
Position 6500: 2.487008089456564e-05
Position 90: 1.66197204155521e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 16659: 0.9811310653503723
Position 5823: 0.885853727431784
Position 15134: 0.8435595147296373
Position 13511: 0.8043448989811325
Position 6368: 0.7691259659873201
Position 4996: 0.7499641098736571
Position 9640: 0.7300952364826
Position 7410: 0.6622439125507131
Position 8722: 0.6250639047343114
Position 15415: 0.5549012582394437
Position 18857: 0.5156239644597491
Position 10913: 0.5094573167911469
Position 10875: 0.49054268320885364
Position 8519: 0.36788658455616585
Position 4534: 0.30179632110313614
Position 8494: 0.2804356289662728
Position 14176: 0.23617144551396485
Position 18876: 0.17403901505448033
Position 6371: 0.1495902849773608
Position 14264: 0.14246202620144535
Position 10303: 0.13847361850030865
Position 5041: 0.12900335272979643
Position 7771: 0.12377159459727546
Position 7733: 0.11433576279322104
Position 14475: 0.07518732736497562
Position 17861: 0.07082168329501587
Position 8564: 0.06700404632092126
Position 5856: 0.06578810721083007
Position 8675: 0.06434010424612799
Position 1666: 0.06209763936079931
Position 18192: 0.05114653400232584
Position 16910: 0.05104311293100949
Position 14127: 0.04618608788301123
Position 18311: 0.0433737695329271
Position 13607: 0.039923439308220635
Position 969: 0.039324323503561416
Position 5867: 0.03399568590930751
Position 7362: 0.03306870915111675
Position 6624: 0.02575084560794603
Position 16115: 0.023186548025725884
Position 7886: 0.02170714013836645
Position 8973: 0.018605069194094895
Position 7790: 0.014830458697764812
Position 13434: 0.014515674829694706
Position 4362: 0.013855976296603834
Position 18834: 0.009923066520002364
Position 17300: 0.009245124961643033
Position 6422: 0.007931028607388962
Position 6401: 0.007335821146703481
Position 7343: 0.006673015970730303
Position 227: 0.0059415762330799204
Position 1599: 0.004734034435912638
Position 7255: 0.003990096009321489
Position 941: 0.003982867107727806
Position 907: 0.003945842050083439
Position 7126: 0.0037693906169422096
Position 7489: 0.0036380666990747284
Position 17406: 0.0035950651028007433
Position 6231: 0.0035683476938981095
Position 924: 0.002988632645537029
Position 840: 0.0026064716418557872
Position 7123: 0.00159879253291643
Position 301: 0.0012381407012580542
Position 6411: 0.0010860595868294424
Position 6073: 0.001007811225393103
Position 339: 0.0004206569991633243
Position 6468: 4.0710726315985554e-05
Position 6341: 2.1659259907760502e-05
