Gene = GCSAML
index = 582
Annotated 5SS: [  176 19997 42163 49409 56582 58902]
Annotated 3SS: [19881 42077 49348 56531 58872 67084]
SMsplice 5SS: [  176 12350 19997 33603 40296 49409 56582 67231 67721]
SMsplice 3SS: [12116 19881 33530 40208 49348 56531 67084 67662 68258]
top_k =  100
Partition function (log Z): -36.74212911941028

Sorted 5' Splice Sites (High to Low Probability):
Position 176: 0.9998433291093839
Position 12350: 0.8781671474885748
Position 19997: 0.45768909488933435
Position 12618: 0.09638505617091263
Position 5879: 0.0007723609099292607
Position 225: 0.00015473913579793112
Position 5872: 0.000144729736831673
Position 3632: 7.71453975158157e-05
Position 1760: 7.015555505765435e-05
Position 1547: 2.5141541534272335e-05
Position 1571: 2.054123992438451e-05
Position 519: 9.69351676179233e-07
Position 486: 4.867116618771622e-07
Position 586: 4.7569145348564017e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 19881: 0.9485982331879099
Position 12116: 0.8870689243845387
Position 22979: 0.45768909488933757
Position 12515: 0.12024422272029824
Position 7461: 0.0029988931447052177
Position 6137: 0.0025680976647107713
Position 4798: 0.0023310956591379418
Position 5720: 0.002323183764989923
Position 10656: 0.001572301097558034
Position 9581: 0.0013203089037572785
Position 5777: 0.0005610749010440992
Position 1737: 0.0004887906497559658
Position 7913: 0.00044229723129839073
Position 3352: 0.00042934226756785555
Position 5780: 0.0003958999740909107
Position 5686: 0.0002903036465326454
Position 5078: 0.0002892936712422268
Position 7107: 0.00028374976021585763
Position 1399: 0.0002685974199538098
Position 731: 0.00025586896967493374
Position 6482: 0.00022626081321921784
Position 5701: 0.0002217681773489273
Position 6798: 0.00017530307111312014
Position 6068: 0.00016416945291758723
Position 5553: 0.00015901086375402217
Position 4621: 0.00015536126977228678
Position 2207: 0.00015442507906877648
Position 1012: 0.00015222617557502814
Position 1907: 0.00014334500468511318
Position 5365: 0.00013828612418901202
Position 615: 0.00013824811769885787
Position 1503: 0.00013389119843697605
Position 3514: 0.0001243953661074365
Position 3876: 9.784741908863596e-05
Position 2431: 9.360444767226328e-05
Position 5480: 8.731565006749454e-05
Position 3211: 7.975012525158187e-05
Position 4463: 6.300849650158493e-05
Position 3397: 4.81433681939004e-05
Position 3047: 4.540055603120823e-05
Position 2784: 4.410651758403928e-05
Position 632: 3.9076908212017985e-05
Position 3004: 3.634945500011438e-05
Position 2041: 3.541152586505322e-05
Position 1332: 3.17353281453635e-05
Position 2130: 2.096948923857296e-05
Position 585: 1.968456353369374e-05
Position 755: 1.8218196268056854e-05
Position 1076: 1.7984552342599307e-05
Position 1342: 1.7545932455650967e-05
Position 777: 1.568609454018793e-05
Position 1112: 1.2951443138007582e-05
Position 3483: 1.1534698410168564e-05
Position 1658: 7.012701335755063e-06
Position 1440: 1.7708385361271747e-06
