Gene = EQTN
index = 503
Annotated 5SS: [  160   527  2824  4739  6121  7468 10931]
Annotated 3SS: [  400  2736  4651  6075  7407 10776 12166]
SMsplice 5SS: [  280   527  2824  4917  6121  7468 10931]
SMsplice 3SS: [  400  2736  4651  6075  7407 10776 12166]
top_k =  100
Partition function (log Z): -1.3968585963088536

Sorted 5' Splice Sites (High to Low Probability):
Position 10931: 0.9454641056231102
Position 7468: 0.9098212223557214
Position 2824: 0.7741969747967042
Position 527: 0.7372723920313414
Position 6121: 0.7350653279339747
Position 4917: 0.519445023916702
Position 280: 0.4654635720871983
Position 4739: 0.26199240541454
Position 160: 0.18260661440477272
Position 5360: 0.10218614558602607
Position 196: 0.0998788730664526
Position 229: 0.0820751353661721
Position 6274: 0.07494554130994874
Position 7932: 0.04474916834843186
Position 8652: 0.035202934724967425
Position 5884: 0.03466721759769629
Position 6139: 0.034324441953728316
Position 11537: 0.023526140445668524
Position 4891: 0.00974435743060659
Position 2681: 0.005685938266997825
Position 192: 0.005675753549702765
Position 4905: 0.005654114614331948
Position 4758: 0.004892239498238903
Position 3672: 0.004742133692099326
Position 1919: 0.003938903493950758
Position 3269: 0.003820403164456562
Position 42: 0.0009484194613378587
Position 380: 0.00012840155922814948
Position 1568: 8.590036184778287e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 10776: 0.9636554102005218
Position 7407: 0.910076890009628
Position 12166: 0.8484332310927853
Position 6075: 0.8444617084656285
Position 4651: 0.8020617906284676
Position 2736: 0.6626687144357504
Position 400: 0.4147168545533771
Position 430: 0.12562107078485804
Position 5273: 0.10218614558602607
Position 2598: 0.06422952435836171
Position 2643: 0.052984674269590006
Position 11401: 0.03747493853892104
Position 7773: 0.035438808615958585
Position 8581: 0.035202934724967425
Position 5764: 0.03466721759769629
Position 11000: 0.03104922308408383
Position 11003: 0.02897600055414294
Position 444: 0.01716986874212699
Position 290: 0.013589411084164216
Position 11268: 0.013329082716064446
Position 12204: 0.009766238003051752
Position 12369: 0.009366833859812898
Position 7861: 0.009310359732473274
Position 12237: 0.00799436555476086
Position 11436: 0.006524629907592071
Position 10778: 0.0042065514328994275
Position 3212: 0.0038204031644565603
Position 11233: 0.003798524038246101
Position 3502: 0.0037262804062688703
Position 11731: 0.0036995024099647786
Position 1794: 0.0027043838731798833
Position 332: 0.002071760147730539
Position 1877: 0.0012345196207708754
Position 3579: 0.001015853285830456
Position 441: 0.000880196213948162
Position 1310: 8.59003618477829e-06
