Gene = EDARADD
index = 479
Annotated 5SS: [  228 14997 20022 33173 73999]
Annotated 3SS: [14937 19981 33113 73952 87988]
SMsplice 5SS: [  228 11881 12138 14997 33173 39771 41552 49803 73999]
SMsplice 3SS: [11688 11983 14937 33113 39688 41446 49715 73952 87988]
top_k =  100
Partition function (log Z): -42.94645073879213

Sorted 5' Splice Sites (High to Low Probability):
Position 228: 0.9999999999999929
Position 14997: 0.9083401318184268
Position 11881: 0.7782221287590964
Position 12138: 0.37891978596124126
Position 12321: 0.1716968894823209
Position 12051: 0.10581664172161649
Position 12104: 0.06544455567285191
Position 15940: 0.041747319091006985
Position 15108: 0.014791421957614832
Position 4861: 0.0001815486269489338
Position 4825: 0.0001629798356196781
Position 3770: 0.00016064895505629398
Position 1383: 7.369079408308795e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 14937: 0.9831368873681475
Position 11688: 0.781008047713303
Position 11983: 0.7294203578661641
Position 17101: 0.36935364878901905
Position 16243: 0.2237964622511706
Position 20294: 0.100873193832636
Position 15832: 0.0966645886103511
Position 16399: 0.08650709966552472
Position 18297: 0.05724435143202032
Position 17284: 0.020440011402689535
Position 15079: 0.009999516883641677
Position 8702: 0.0009735338676953784
Position 9513: 0.0008375437770920135
Position 4928: 0.0005964215182433519
Position 674: 0.0005448916371881413
Position 5499: 0.0005369700253698179
Position 4334: 0.0005154143128966798
Position 4771: 0.0004723623289307018
Position 4305: 0.00044777565634216164
Position 4029: 0.00030316169660870565
Position 7097: 0.00027950325948411606
Position 3623: 0.0002684055242669131
Position 6321: 0.00014779530266744502
Position 4948: 0.0001368734844483744
Position 1382: 0.00010934050632488208
Position 5946: 0.00010774292012138314
Position 4455: 8.840499481251519e-05
Position 5419: 6.862839425877032e-05
Position 1244: 6.383083610740474e-05
Position 4719: 5.553764180785404e-05
Position 2300: 5.144615818570222e-05
Position 5090: 5.139158023221183e-05
Position 2588: 4.983318396591288e-05
Position 3562: 4.832816677345973e-05
Position 453: 4.6449003764332435e-05
Position 380: 4.145738133940018e-05
Position 2529: 3.920577083525832e-05
Position 2085: 3.6194142851402934e-05
Position 2328: 3.034821682521483e-05
Position 1305: 2.6734335399302324e-05
Position 3346: 2.3482486248290852e-05
Position 2433: 2.309096496808216e-05
Position 2220: 1.5245066284715671e-05
Position 586: 1.5234252907799272e-05
Position 1151: 1.5203491353024167e-05
Position 624: 1.4761734389195066e-05
Position 2039: 1.2995134845715999e-05
Position 3663: 1.287928758927039e-05
Position 1261: 3.748684641662667e-06
Position 3697: 1.4101331593436637e-06
