Gene = MPL
index = 857
Annotated 5SS: [  121   425   914  1763  2320  2707  8823  9128 11196 11553 14497]
Annotated 3SS: [  291   734  1463  2156  2579  8637  8984 11035 11455 14408 14710]
SMsplice 5SS: [  121   914  2320  2707  8823  9128 11196 11553 14497]
SMsplice 3SS: [  734  2231  2579  8637  8984 11035 11455 14408 14710]
top_k =  100
Partition function (log Z): 0.9278966798563462

Sorted 5' Splice Sites (High to Low Probability):
Position 2707: 0.9999999999999991
Position 11553: 0.9990652133712692
Position 14497: 0.9161580868148691
Position 914: 0.9094988104770522
Position 2320: 0.8285897046592713
Position 121: 0.8271084012922222
Position 1570: 0.5390298761875304
Position 425: 0.5184015448980905
Position 8823: 0.39408033876287035
Position 9128: 0.30191541736567634
Position 14134: 0.23644310676862457
Position 1763: 0.12995435025391044
Position 10720: 0.12280221768694932
Position 177: 0.043326725766337094
Position 207: 0.02084282597265343
Position 568: 0.02038693370656979
Position 910: 0.017635432751387417
Position 202: 0.01457851881318833
Position 823: 0.01333876677060765
Position 126: 0.007239136650710065
Position 1856: 0.005789163536664138
Position 1755: 0.0038190341598219645
Position 1196: 0.0033352435257903556
Position 429: 0.003192340057538864
Position 108: 0.0005172894954539846
Position 137: 1.518991679385727e-05
Position 410: 7.399690353012032e-06
Position 226: 5.8052945244212425e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11455: 0.999846507151519
Position 2579: 0.9916347629120827
Position 14408: 0.9658615915017458
Position 734: 0.8510833775149166
Position 1463: 0.5244199911204943
Position 2231: 0.5150466593890671
Position 14710: 0.4106248835551042
Position 8637: 0.39408033876287035
Position 2156: 0.3135430452702044
Position 14671: 0.24828530920658745
Position 8855: 0.20650203369303144
Position 291: 0.19816883261243431
Position 312: 0.18048079960304508
Position 14009: 0.1633258908708545
Position 1666: 0.12513059075316552
Position 10513: 0.12280221768694932
Position 14815: 0.09680811613287109
Position 8889: 0.09541338367264482
Position 14651: 0.07923775534388576
Position 14064: 0.07706154541053759
Position 768: 0.04397259121527511
Position 14608: 0.04343520961371056
Position 14594: 0.035942059633879996
Position 266: 0.033751867594182874
Position 280: 0.023817115058498182
Position 761: 0.01573083534798939
Position 1482: 0.014758949233068589
Position 11643: 0.014166962327231922
Position 14688: 0.011179370259686086
Position 474: 0.010808572125714334
Position 804: 0.008826925778997534
Position 620: 0.008540972058688283
Position 1401: 0.00672842815445609
Position 1593: 0.006226003207473288
Position 2638: 0.004951422207262433
Position 687: 0.00480733820797347
Position 350: 0.0041509521238541295
Position 12029: 0.004073211514387405
Position 1000: 0.0028793520471559588
Position 858: 0.0023797532070696913
Position 554: 0.0020388683118056842
Position 710: 0.0017580244638927738
Position 2617: 0.0017287163254005354
Position 2535: 0.001684698873259887
Position 1696: 0.0013284616692695482
Position 428: 0.0012678526818304487
Position 12807: 0.0012057061480623117
Position 908: 0.0009396993168344195
Position 876: 0.0008779313560998872
Position 378: 0.0006697021120311369
Position 318: 0.000607078991738796
Position 12557: 0.0004587954362188225
Position 1068: 0.0004558914786343971
Position 259: 0.0003091705175988576
Position 205: 0.00028114490456055823
Position 493: 0.00024148591686319013
Position 511: 0.00023608155732256342
Position 490: 0.00021005090556998864
Position 374: 0.00013017504204481737
Position 4110: 7.18352691248972e-05
Position 3905: 5.729140874375099e-05
Position 4981: 1.4473173558036822e-05
Position 3389: 5.523852330816479e-06
Position 2827: 4.369144723187171e-06
Position 404: 7.488365198670789e-07
Position 329: 7.16363668596749e-07
Position 185: 5.474817939588121e-07
Position 2644: 3.9968199438670905e-07
Position 380: 5.382724749364426e-08
Position 201: 2.5979749131222507e-08
Position 384: 2.53012005481887e-08
