Gene = NUP133
index = 975
Annotated 5SS: [  274  2302  6343  7586  8658 10206 12450 12847 18387 20876 21971 24288
 30745 32704 37762 41708 42922 43718 44799 47731 50181 55817 57817 59216
 63428]
Annotated 3SS: [ 2182  6238  7477  8522 10034 12293 12775 18238 20727 21812 24195 30580
 32608 37536 41584 42821 43465 44664 47571 50044 55697 57735 59150 63338
 66300]
SMsplice 5SS: [  274  2302  6343  6998  7586 10206 12450 12847 13507 18387 20876 21320
 21971 24288 30745 32704 42922 43718 44799 47731 57817 63428 66514]
SMsplice 3SS: [ 2182  6238  6848  7477 10062 12293 12775 13410 18238 20727 21213 21812
 24195 30580 32608 42821 43542 44664 47571 57735 63338 66300 66614]
top_k =  100
Partition function (log Z): -5.985972163393253

Sorted 5' Splice Sites (High to Low Probability):
Position 13507: 0.9999999999999984
Position 18387: 0.9960785490436885
Position 12450: 0.9950206910745341
Position 10206: 0.9935720142814908
Position 6343: 0.9816206783115534
Position 21971: 0.9706630580544299
Position 274: 0.9371799912183361
Position 24288: 0.9138401262424134
Position 7586: 0.8784330666699481
Position 12847: 0.871258263574913
Position 2302: 0.8451371602333932
Position 32704: 0.842533823974835
Position 21320: 0.8250812568248947
Position 20876: 0.7912227023183616
Position 30745: 0.765790160787616
Position 8658: 0.6391669992238364
Position 6998: 0.6312762239150908
Position 569: 0.42319294110633515
Position 10767: 0.2240412971207966
Position 666: 0.22244341336995915
Position 11039: 0.17915320148704683
Position 6977: 0.17335706941460088
Position 661: 0.13729180288868498
Position 31186: 0.12383551833717489
Position 7081: 0.12119664891972456
Position 18731: 0.1018006766408529
Position 32492: 0.0835499835979362
Position 20906: 0.07697007106612049
Position 13067: 0.07667691057237572
Position 30770: 0.07538177550249375
Position 21405: 0.07486478928341792
Position 30722: 0.07275125754370562
Position 21460: 0.06690854897291416
Position 7566: 0.060397455403142314
Position 21679: 0.04153837512466055
Position 126: 0.03862134198264492
Position 32918: 0.034802352456103774
Position 32884: 0.03282910072756954
Position 21966: 0.029336941945572202
Position 29372: 0.026011198889857787
Position 21382: 0.023861156284561445
Position 8391: 0.022763306215003727
Position 423: 0.020793735511522204
Position 7004: 0.020676566157928105
Position 23216: 0.020263837109736477
Position 32928: 0.01871016984271323
Position 24067: 0.018094694113972156
Position 7379: 0.0175279013286625
Position 3575: 0.016804293327190824
Position 21378: 0.015574576830450472
Position 21343: 0.013222596434190157
Position 10711: 0.010843240805218729
Position 7233: 0.00927685248761433
Position 19217: 0.0089429414036356
Position 8623: 0.005429439171012908
Position 21143: 0.004761726718936848
Position 198: 0.001860907852428157
Position 245: 0.0007556921414088085
Position 5189: 0.0006511089407543395
Position 10706: 0.0005549341958323196
Position 211: 0.00038805640301524467
Position 338: 0.00013217945259992716
Position 290: 9.647366430886891e-05
Position 295: 9.020515126888492e-05
Position 133: 5.78594822262714e-05
Position 426: 2.3555168534358944e-05
Position 1394: 8.918507687301236e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 12293: 0.9950206910745345
Position 6238: 0.9816206783115535
Position 21812: 0.9721084280615243
Position 21213: 0.9623563268886477
Position 13410: 0.9495631342979686
Position 6848: 0.9284551616094757
Position 30580: 0.9187498858650267
Position 24195: 0.9062374120183075
Position 32608: 0.8910619137080568
Position 7477: 0.8741606379609557
Position 2182: 0.8451371602333932
Position 20727: 0.83672050233978
Position 12775: 0.7444685097021835
Position 18238: 0.6913758210959728
Position 10062: 0.6378439419488349
Position 8522: 0.533971955869491
Position 422: 0.4749698223148972
Position 33939: 0.46952981070645683
Position 18182: 0.3047027279477156
Position 10034: 0.26760070329003416
Position 35100: 0.19649757429034703
Position 10865: 0.179153201487047
Position 500: 0.12906908084289115
Position 30908: 0.128693921184309
Position 12545: 0.12678975387272956
Position 450: 0.11714911621225209
Position 32787: 0.11250144183001157
Position 8548: 0.11062448252535834
Position 18547: 0.10180067664085289
Position 10538: 0.10116702974527957
Position 32236: 0.09050211709812903
Position 9932: 0.08578653344230576
Position 12957: 0.07667691057237569
Position 21441: 0.07179412589208853
Position 35665: 0.06906364654138455
Position 36678: 0.06758746266482844
Position 7565: 0.06345276423754219
Position 10502: 0.058726601769513
Position 529: 0.05345219704802341
Position 34174: 0.05139638075176117
Position 10600: 0.04630798878344293
Position 29290: 0.03371077900690733
Position 20778: 0.03147227104470232
Position 13385: 0.03045340797119213
Position 10484: 0.029237851823612507
Position 23979: 0.025979759249829072
Position 21867: 0.024314791985031607
Position 32969: 0.0207670762429216
Position 13414: 0.019983457730837335
Position 30904: 0.018901573477406054
Position 8153: 0.01845778918757708
Position 6875: 0.01708465841909861
Position 3557: 0.01679981551056975
Position 21078: 0.011517717135110524
Position 21555: 0.011184298310402428
Position 7127: 0.010589696437723577
Position 23135: 0.00969967388115368
Position 21598: 0.008960558247777695
Position 7080: 0.008613934722152397
Position 23043: 0.007147266265243169
Position 7221: 0.005801050697400834
Position 18937: 0.005313266194843762
Position 33053: 0.0044229170163835345
Position 8137: 0.004305517027426644
