Gene = SSC4D
index = 1338
Annotated 5SS: [  282  5389  8688  9410 10976 12178 14443 15866 16291 17732]
Annotated 3SS: [ 5189  8651  9103 10897 11862 14364 15790 15978 17653 19319]
SMsplice 5SS: [  282  4041  6621  8733  9410 10976 12178 14443 15866 16291 17732]
SMsplice 3SS: [ 3940  6489  8651  9103 10897 11996 14364 15737 15978 17653 19319]
top_k =  100
Partition function (log Z): 7.539154298687075

Sorted 5' Splice Sites (High to Low Probability):
Position 282: 0.9999968932181021
Position 15866: 0.9968073439937273
Position 6621: 0.9491827859322731
Position 17732: 0.9075323373199985
Position 12178: 0.7534541909797862
Position 16291: 0.7313882533843301
Position 10976: 0.6894967483891661
Position 14443: 0.5559528368349641
Position 9410: 0.48792482784405683
Position 8733: 0.4429452350558033
Position 66: 0.33049501083963595
Position 10980: 0.29938369519705665
Position 8688: 0.26271511781564355
Position 14473: 0.2583975453523822
Position 1486: 0.2574476319100279
Position 12215: 0.1812392321866232
Position 16309: 0.1548852586526473
Position 17949: 0.14245300127088462
Position 5389: 0.1157567700598025
Position 11883: 0.07615426965930042
Position 14479: 0.07596905716917174
Position 14484: 0.059336497955375364
Position 14657: 0.048933908575025054
Position 16009: 0.03064432307283691
Position 14575: 0.029727005345647834
Position 13512: 0.019466665559993
Position 17911: 0.01739299373792252
Position 14760: 0.015818813408449595
Position 9214: 0.012812089057737161
Position 11580: 0.011013221648349378
Position 9641: 0.010929655164297704
Position 19387: 0.008745319436283745
Position 4265: 0.006351087795264029
Position 7703: 0.005729614488867943
Position 22: 0.0022140151425657315
Position 11752: 0.0015738161602886767
Position 15905: 0.0008921871169980647
Position 11526: 0.0007494012115323069
Position 702: 0.0002621825069617102
Position 1368: 9.851866208360866e-05
Position 57: 8.832039011558423e-07
Position 321: 6.266618076041659e-07
Position 220: 1.2093156893260809e-07
Position 139: 2.0252357835072104e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 10897: 0.9817890180005714
Position 6489: 0.9491827859322727
Position 15978: 0.933579170569841
Position 14364: 0.9214414169195103
Position 17653: 0.8873216468081576
Position 15737: 0.8732741591019203
Position 8651: 0.7012171263597602
Position 19319: 0.6636911657568779
Position 11996: 0.5497939919772395
Position 9103: 0.500736916901794
Position 11862: 0.4610537008484699
Position 136: 0.2933780329706382
Position 5189: 0.11575677005980248
Position 17872: 0.11225689732216883
Position 15773: 0.10880385605308715
Position 1320: 0.09946539057768727
Position 20097: 0.08356357085520066
Position 17885: 0.06421857299024375
Position 1437: 0.06216241087582803
Position 14274: 0.044522333687638534
Position 14526: 0.044404959637860265
Position 19980: 0.0381412492333141
Position 17555: 0.03590395418449961
Position 1464: 0.03413331606863672
Position 208: 0.029023554282140426
Position 14546: 0.028095225486616887
Position 19447: 0.025444015448307218
Position 19303: 0.02502385953639693
Position 20226: 0.024651298354777113
Position 18740: 0.023737145669200557
Position 1334: 0.023602795739532296
Position 1344: 0.02196108097310465
Position 13464: 0.019466665559993
Position 19697: 0.019372046205272594
Position 18567: 0.017600268259142085
Position 15790: 0.015621515955717799
Position 18277: 0.01347315415331845
Position 11427: 0.013336439020170366
Position 9497: 0.010929655164297704
Position 16909: 0.01036177433107768
Position 183: 0.010305982997159617
Position 10756: 0.007091425585651286
Position 1278: 0.007082795976046828
Position 4119: 0.006351087795264029
Position 20266: 0.005936651170488968
Position 1441: 0.005839777938217327
Position 7629: 0.005729614488867943
Position 14301: 0.005407874045616001
Position 16110: 0.005262906881138401
Position 8687: 0.004443226511686334
Position 18587: 0.0034982950400980132
Position 1164: 0.00329858242305831
Position 14388: 0.00026385486377433564
Position 483: 0.00015028522725633425
Position 578: 6.415340584209614e-05
Position 377: 1.4438961817102252e-05
Position 541: 1.1516209244226974e-05
Position 449: 8.865622423688752e-06
Position 419: 5.742577895516667e-06
Position 500: 5.1673481465748554e-06
Position 15935: 3.844105383711939e-06
Position 523: 2.0131543361704323e-06
