Gene = L1TD1
index = 756
Annotated 5SS: [   91  1698 12806]
Annotated 3SS: [ 1603 11687 14951]
SMsplice 5SS: [   91  1698 12806]
SMsplice 3SS: [ 1603 12680 14951]
top_k =  100
Partition function (log Z): -8.627740047554715

Sorted 5' Splice Sites (High to Low Probability):
Position 1698: 0.9898845635007185
Position 91: 0.2660417634543597
Position 2041: 0.2590749541015424
Position 171: 0.23812527558628868
Position 131: 0.14629089214225205
Position 371: 0.0984792907786921
Position 386: 0.09591359417459126
Position 211: 0.07023819599152954
Position 251: 0.040088690565520904
Position 426: 0.02417157477367084
Position 445: 0.01281622291155339
Position 291: 0.010135200345909038
Position 1737: 0.005842813329757892
Position 1721: 0.002300012060490151
Position 1668: 0.0019207719485135981
Position 1065: 0.0007293061611842489
Position 1702: 5.183916051897631e-05
Position 195: 7.858057753455051e-07
Position 155: 3.7882648443461347e-07
Position 106: 2.7402181057871876e-07
Position 430: 1.0548175543692583e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1603: 0.9701617600291259
Position 14951: 0.7477211550683374
Position 1806: 0.21811992203166508
Position 1781: 0.056593883230824794
Position 13267: 0.03904522729783003
Position 11687: 0.02766438626589299
Position 6118: 0.022713595442836448
Position 9956: 0.019195625350634783
Position 7869: 0.0168885002714182
Position 8615: 0.01259150190393994
Position 6779: 0.01174013840687904
Position 1410: 0.009928337946681035
Position 6146: 0.009552002542418354
Position 5390: 0.007688211684533101
Position 9757: 0.007507462307342609
Position 2759: 0.007317544801387464
Position 1943: 0.006550565952221321
Position 1529: 0.006325289187620093
Position 1946: 0.006170316458556762
Position 1441: 0.004734966106316723
Position 1297: 0.0045611616729846404
Position 2713: 0.00452827077126508
Position 7774: 0.0044374005467691215
Position 5195: 0.004395369043173879
Position 5766: 0.004310824107425989
Position 5911: 0.003909539750540776
Position 7898: 0.0037899910400952166
Position 1493: 0.0033489696540250588
Position 1787: 0.003025598241986742
Position 7732: 0.002651015275613473
Position 6499: 0.0020952442360216927
Position 282: 0.001879736831914595
Position 6964: 0.001666678755920956
Position 4254: 0.0015457545312886423
Position 4418: 0.0015301649922134575
Position 1353: 0.0009395154032461439
Position 2138: 0.0009280600438003896
Position 959: 0.000729254154270716
Position 2161: 0.000672542752406107
Position 4744: 0.0005820982690366257
Position 4783: 0.0005746453938787531
Position 4031: 0.0005561130218763791
Position 3275: 0.00048586353973777575
Position 255: 0.0003398674240772245
Position 2178: 0.00030423249787686645
Position 295: 6.232420648793975e-05
Position 1971: 2.4357490079039935e-05
Position 265: 2.010552859346109e-05
Position 1996: 1.1507838178559995e-06
Position 215: 5.777872519505576e-08
Position 674: 5.2006913532448166e-08
Position 291: 3.414737015695831e-08
Position 335: 1.3566750485462683e-08
