Gene = IARS2
index = 671
Annotated 5SS: [  382  2125  6548  8176  8311  8503  8676  9461 11959 13050 16836 20373
 31238 32742 40409 42810 43942 45038 46188 47847 49033 51552]
Annotated 3SS: [ 2001  6387  8026  8260  8392  8584  9344 11788 12958 16683 20211 31134
 32647 40299 42706 43815 44905 46080 47700 48841 51406 53390]
SMsplice 5SS: [  382  1514  1680  2125  6548  8176  8503  8676  9461 11959 13050 16836
 19276 22524 31238 32742 42810 45038 46188 51552]
SMsplice 3SS: [ 1385  1596  2001  6387  8026  8392  8584  9344 11788 12958 16683 19229
 22321 31134 32647 42706 44905 46080 51406 53390]
top_k =  100
Partition function (log Z): 0.5732733235371292

Sorted 5' Splice Sites (High to Low Probability):
Position 6548: 0.9999999999999982
Position 2125: 0.9997056867159222
Position 13050: 0.9915549887257998
Position 382: 0.9669637124922353
Position 8503: 0.9556755410693801
Position 16836: 0.9339635468454278
Position 8176: 0.9168539920555004
Position 1514: 0.8852924899884461
Position 8676: 0.8079540890930604
Position 22524: 0.7754987138594885
Position 9461: 0.7573450863039983
Position 19276: 0.6624617279635321
Position 1680: 0.5714540755926284
Position 11959: 0.4999686797737883
Position 11915: 0.46528273673735776
Position 9669: 0.45941075691271943
Position 2406: 0.3201870689073543
Position 6019: 0.21942894942625124
Position 8680: 0.1824983072271661
Position 4342: 0.14145116027611113
Position 652: 0.12100456249747787
Position 8329: 0.11357043196075443
Position 8311: 0.10438954163104658
Position 1080: 0.095785671906303
Position 6121: 0.08263732490706027
Position 12338: 0.05066033853170919
Position 7459: 0.03875148860694571
Position 12081: 0.03474858348885617
Position 1466: 0.028548550413528277
Position 478: 0.021456483201921707
Position 238: 0.019047237693201425
Position 1661: 0.017203860567856916
Position 9249: 0.015516457811156011
Position 243: 0.012091064290980126
Position 8924: 0.012080165971390588
Position 9706: 0.009954728071113876
Position 670: 0.008688873924600726
Position 719: 0.005627433682785929
Position 13092: 0.005459113157083725
Position 1551: 0.004622625029362148
Position 484: 0.004123293329673964
Position 8130: 0.0032988382002906796
Position 18: 0.0027924446947693287
Position 13348: 0.0023805864542181926
Position 8166: 0.0021152651857683433
Position 13046: 0.001320463341085903
Position 8145: 0.000993173526315762
Position 643: 0.0009496264310423501
Position 592: 0.0008339126962457524
Position 2730: 0.0006939633311461449
Position 1525: 0.0006848729049345944
Position 2762: 0.0005115755835157867
Position 55: 0.00033927720326549696
Position 173: 0.0003254160851305754
Position 2093: 0.00029389176290072416
Position 247: 0.0001281962864436882
Position 45: 6.735101231665101e-05
Position 304: 5.328206251209572e-05
Position 260: 5.211539794607827e-05
Position 104: 2.9078755808909865e-05
Position 739: 2.5776387933712316e-05
Position 494: 1.1136545492949915e-05
Position 177: 3.816581391265195e-06
Position 1788: 1.735033694403254e-06
Position 1748: 1.4883558525681763e-06
Position 119: 4.394655109181909e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 11788: 1.0000000000000024
Position 12958: 0.9982735729297199
