Gene = CLCC1
index = 374
Annotated 5SS: [   97 13149 13638 15847 19622 19983 22053 23413 23822 26381 28833]
Annotated 3SS: [13008 13535 15738 19399 19841 21958 23314 23674 26038 28514 30955]
SMsplice 5SS: [   97   712 13149 13638 15847 16120 19983 22053 23413 23822 26178 26381]
SMsplice 3SS: [  589 13008 13535 15738 15948 19841 21958 23314 23674 26038 26296 30955]
top_k =  100
Partition function (log Z): 3.949795295745698

Sorted 5' Splice Sites (High to Low Probability):
Position 13638: 0.9999999999999989
Position 712: 0.9833407081039162
Position 26381: 0.9780105107840271
Position 26178: 0.9774896929536643
Position 23822: 0.9768987549298014
Position 23413: 0.9671612481571563
Position 97: 0.9396285373378034
Position 15847: 0.9074034094211787
Position 19983: 0.8983741461195833
Position 16120: 0.8207430179193174
Position 22053: 0.7302420732135945
Position 8467: 0.35545423325244846
Position 16554: 0.3191374639888174
Position 25934: 0.22245207284193344
Position 26727: 0.21148943379098786
Position 28767: 0.08877162522462775
Position 19899: 0.06944233316401772
Position 28354: 0.04592607352958623
Position 16234: 0.03989794600855901
Position 16128: 0.03480892884038205
Position 61: 0.02728014384876026
Position 28738: 0.026611716191466565
Position 26852: 0.024716260299271722
Position 16512: 0.022549524819417816
Position 24768: 0.021777354967046872
Position 115: 0.018257132729771145
Position 1149: 0.01771441274208682
Position 25292: 0.015315527123689162
Position 28349: 0.01280121097210079
Position 23394: 0.008842322957878929
Position 29291: 0.007092856712750812
Position 23445: 0.005827144828563382
Position 28654: 0.005657798094306217
Position 25513: 0.004948819788711134
Position 332: 0.004014708951278638
Position 237: 0.003774964175014461
Position 101: 0.003480314513836083
Position 23916: 0.002439448723333753
Position 25542: 0.001897155228542476
Position 255: 0.0013038007490785656
Position 131: 0.0008554133668752743
Position 417: 0.00019390555349357172
Position 397: 0.00015595792808479773

Sorted 3' Splice Sites (High to Low Probability):
Position 13535: 0.9999999999999991
Position 26038: 0.9939752868395174
Position 23314: 0.9818307159435988
Position 23674: 0.9793160819947376
Position 19841: 0.9678164792836011
Position 26296: 0.9573667243932056
Position 589: 0.9314036220426095
Position 15738: 0.9074034094211787
Position 30955: 0.7739510243429143
Position 21958: 0.7302420732135945
Position 15948: 0.4918638412374791
Position 8246: 0.35545423325244857
Position 16300: 0.34168698880823545
Position 15975: 0.3207395919538566
Position 28514: 0.20546706179245672
Position 25766: 0.14050426009692513
Position 33252: 0.08304409812886483
Position 26613: 0.06882394788001345
Position 16066: 0.06257243736207488
Position 26597: 0.04771744169743012
Position 25688: 0.04730225068639798
Position 29605: 0.038427423695966204
Position 28228: 0.03736813853799936
Position 25789: 0.034645562058610316
Position 26643: 0.03420965302419035
Position 26647: 0.028909409552930976
Position 28178: 0.027172845437583255
Position 613: 0.025906831608011337
Position 26681: 0.022286912156924108
Position 15978: 0.020274022214847923
Position 524: 0.01846767800840241
Position 24669: 0.018289385781530762
Position 26810: 0.015129961823045771
Position 987: 0.015086225860890366
Position 29208: 0.012017513272370425
Position 25148: 0.009372551823591035
Position 26600: 0.009330203854911633
Position 26532: 0.007299708884286659
Position 25431: 0.00684597501725361
Position 595: 0.006507455598889384
Position 25192: 0.005942975300098122
Position 29439: 0.0045198015146326025
Position 26342: 0.003935714301250832
Position 28541: 0.0039141260944874435
Position 24692: 0.0034879691855161034
Position 964: 0.002628186881196453
Position 26847: 0.001959479103038608
Position 26663: 0.0014246604196471806
Position 26199: 0.00025360578204654586
Position 26683: 6.243602307530262e-05
Position 23633: 1.3225543338614223e-05
Position 23719: 4.548866454679274e-06
Position 23593: 4.347248604191144e-06
