Gene = HES3
index = 648
Annotated 5SS: [ 50 255 438]
Annotated 3SS: [158 355 917]
SMsplice 5SS: [ 50 255 438]
SMsplice 3SS: [158 355 917]
top_k =  100
Partition function (log Z): 2.9729350228847307

Sorted 5' Splice Sites (High to Low Probability):
Position 255: 0.9953633677101628
Position 438: 0.9803559444140226
Position 50: 0.819859373725321
Position 95: 0.017839125448509373
Position 616: 0.01356027443836549
Position 607: 0.010821603687335498
Position 1010: 0.010464784566978708
Position 697: 0.007357441816179342
Position 1078: 0.004544228895501283
Position 277: 0.0020638487932519993
Position 57: 0.001422626570585389
Position 281: 0.0006015645370723014
Position 1037: 0.00043323707285597136
Position 271: 0.0003408965317329744
Position 406: 0.00016070982782289767
Position 980: 0.00011041680698825798
Position 224: 1.316698618939166e-05
Position 285: 2.332053234668998e-06
Position 701: 4.541166538989231e-07
Position 105: 4.117340364994423e-07
Position 394: 3.8942752320562686e-07
Position 612: 1.857980935718989e-07
Position 659: 1.3503651761397222e-07
Position 97: 7.295717762497654e-08
Position 122: 3.764215604804897e-09
Position 401: 1.3436985429393318e-09
Position 147: 3.114693831004053e-10
Position 128: 3.5242071745988505e-11
Position 204: 2.16172394820474e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 917: 0.973135348274842
Position 355: 0.9372425960209748
Position 158: 0.808680374473629
Position 335: 0.0299267649867753
Position 143: 0.025962061476190807
Position 936: 0.015883016196025817
Position 322: 0.015519280352877828
Position 550: 0.01202719036710848
Position 525: 0.009752283239818797
Position 1191: 0.009171800226598657
Position 966: 0.007399308581380571
Position 555: 0.005868130898054142
Position 1228: 0.0040960057599431915
Position 1212: 0.0037820049864291092
Position 117: 0.0015406497866364219
Position 167: 0.0014746299756487134
Position 511: 0.0008065334784732428
Position 1345: 0.0006752272493575412
Position 179: 0.0006388697440207591
Position 1232: 0.0004596347816283009
Position 500: 0.00032738115765074973
Position 185: 0.0002756556403699974
Position 364: 0.00021210735799425277
Position 1004: 0.00010097120313632458
Position 700: 8.157871429851186e-05
Position 1358: 6.63082823104285e-05
Position 218: 6.26764287949158e-05
Position 112: 5.1552064896079535e-05
Position 606: 3.066217131594055e-05
Position 633: 1.9040343046689495e-05
Position 128: 1.6246983887430773e-05
Position 379: 1.1485208753095301e-05
Position 215: 9.855375040908925e-06
Position 120: 9.250782589023178e-06
Position 376: 5.99103348302802e-08
Position 224: 5.506056587991262e-08
Position 236: 8.655551108575305e-10
