Gene = CPTP
index = 406
Annotated 5SS: [ 336 2266]
Annotated 3SS: [2068 2473]
SMsplice 5SS: [336]
SMsplice 3SS: [2473]
top_k =  100
Partition function (log Z): -6.3576138727937135

Sorted 5' Splice Sites (High to Low Probability):
Position 336: 0.8573624142539852
Position 2266: 0.45483864725876044
Position 2673: 0.166113499852174
Position 1197: 0.1608030317110434
Position 3060: 0.09995219062458978
Position 221: 0.08993434603328967
Position 111: 0.061248025496290326
Position 3269: 0.04123765084274074
Position 2186: 0.03557065025992053
Position 829: 0.02948330633221235
Position 1926: 0.015845223568087027
Position 1726: 0.014278517222702162
Position 2293: 0.010987090534598105
Position 62: 0.006398935916893108
Position 3120: 0.0038271983820549723
Position 3162: 0.003445495924438417
Position 2222: 0.0029316513941118373
Position 2163: 0.002317764568527336
Position 2859: 0.0019384034361905774
Position 1686: 0.0018814570408442323
Position 1844: 0.00024620936707203244
Position 682: 0.0001773920731029837
Position 23: 2.973719286994917e-05
Position 364: 2.3926001743682755e-05
Position 119: 2.105562783168988e-05
Position 516: 4.653925601970208e-06
Position 1183: 4.467158244155102e-06
Position 311: 1.7323981883227544e-06
Position 149: 1.04807974416476e-08
Position 295: 1.4568470123474398e-09
Position 274: 2.848957714319498e-10
Position 369: 1.0892436973961771e-10
Position 345: 6.249259468404061e-11
Position 306: 3.7813101335436934e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2473: 0.6555125043899994
Position 2068: 0.4493092824716651
Position 3861: 0.26485638779093834
Position 3035: 0.20646972079002285
Position 3590: 0.09871366246427016
Position 1081: 0.08596590906958083
Position 2162: 0.05895647908938657
Position 1595: 0.04945492376150523
Position 2516: 0.03534958940603759
Position 1090: 0.03237868074234162
Position 2376: 0.029623790965798855
Position 1033: 0.024405294393583035
Position 202: 0.019623556942774484
Position 565: 0.014506138630022392
Position 1142: 0.006797387988765612
Position 455: 0.006457835601193493
Position 656: 0.005344428628951551
Position 306: 0.004771865933178955
Position 1132: 0.0045550830351275716
Position 424: 0.002928889566810147
Position 2357: 0.0015202762353919946
Position 1703: 0.0009973480625028654
Position 591: 0.0005894194294597685
Position 282: 0.000545172948912275
Position 1160: 0.000391316097035565
Position 898: 0.0003604919270608932
Position 799: 0.000324839889702641
Position 693: 4.6824941862976166e-05
Position 624: 3.533160423867832e-05
Position 598: 2.5302177575446734e-05
Position 220: 1.497451705058178e-05
Position 824: 1.4256849513398244e-05
Position 604: 1.413195772698958e-05
Position 793: 1.3328473849369305e-05
Position 726: 1.1786305751891479e-05
Position 279: 8.433659912877148e-06
Position 703: 7.359533577510914e-06
Position 158: 2.680556800433387e-06
