Gene = SHISA4
index = 1253
Annotated 5SS: [ 360  909 1880 2861]
Annotated 3SS: [ 736 1745 2692 3091]
SMsplice 5SS: [ 360  909 2861]
SMsplice 3SS: [ 736 2692 3091]
top_k =  100
Partition function (log Z): -2.7234831498761074

Sorted 5' Splice Sites (High to Low Probability):
Position 2861: 0.8897896475962882
Position 360: 0.8756585545300919
Position 909: 0.5638316724459816
Position 843: 0.4308982200591019
Position 1880: 0.2285590561735307
Position 1719: 0.1119220808791062
Position 559: 0.04901930560397152
Position 2865: 0.038292813950479974
Position 46: 0.025954481116666973
Position 87: 0.023025502456253937
Position 74: 0.014723933623620655
Position 129: 0.011648782132736566
Position 1280: 0.007416150262840331
Position 341: 0.0028226390692933177
Position 337: 0.001924672980653783
Position 552: 0.0015455808155381244
Position 233: 0.0002568761697702355
Position 633: 0.0002061864759421256
Position 491: 0.00020441592754275316
Position 241: 0.00019683340822716352
Position 481: 9.184328886597343e-05
Position 608: 2.516470214614379e-05
Position 91: 5.377620696255415e-06
Position 34: 2.9782794600126585e-08
Position 80: 2.2126563478484304e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 736: 0.9921828678711233
Position 3091: 0.7541270031900962
Position 2692: 0.6600761068585138
Position 1745: 0.21152320109536163
Position 2944: 0.15565914503510905
Position 2748: 0.13740497922750378
Position 2778: 0.12730021114286222
Position 1607: 0.06109469249276163
Position 1550: 0.05026617864587725
Position 3169: 0.04211530304928483
Position 3117: 0.01752487779647629
Position 1671: 0.010493363003448861
Position 1179: 0.0076197174858225235
Position 2632: 0.006317247896509194
Position 3029: 0.00569596332187257
Position 453: 0.005584669140443203
Position 2975: 0.005553496613411164
Position 2833: 0.003428484732038586
Position 2958: 0.003417421497223813
Position 1490: 0.0027815605664504132
Position 3229: 0.002500666854867774
Position 3573: 0.0023398991077537095
Position 1645: 0.0018144810071119867
Position 1279: 0.001491765114240407
Position 163: 0.0014275592242527226
Position 214: 0.0010751381815432867
Position 1496: 0.0008844687497354088
Position 958: 0.0008686970687637815
Position 3422: 0.0007403537611770386
Position 1462: 0.000737933531281673
Position 220: 0.0006802171133564799
Position 474: 0.0006755546896456382
Position 2989: 0.00047839553597396384
Position 3133: 0.00044859275743156
Position 1145: 0.00044367588847402887
Position 1860: 0.00038211603286403425
Position 278: 0.00022504428899519066
Position 1020: 0.00012746952328595516
Position 854: 0.00012314022963476836
Position 499: 9.323134407718486e-05
Position 502: 8.282725907257248e-05
Position 427: 5.227294470078226e-05
Position 151: 4.6030047880958074e-05
Position 256: 2.9575099976181912e-05
Position 168: 2.632069001838371e-05
Position 165: 2.6264476067652525e-05
Position 133: 2.1531551936624044e-05
Position 557: 8.87646853387406e-06
Position 631: 1.1145599786173009e-06
Position 606: 5.754563429339906e-08
Position 648: 4.723981434324718e-08
Position 750: 1.1439009635051655e-08
Position 881: 1.0850717643015741e-09
