Gene = PODXL
index = 1047
Annotated 5SS: [  348 45780 46372 47243 47657 50029 50348 50740]
Annotated 3SS: [45173 46275 47021 47578 49880 50285 50571 52098]
SMsplice 5SS: [  348 10610 22541 50029 50348 50740]
SMsplice 3SS: [10377 22390 49880 50285 50571 52101]
top_k =  100
Partition function (log Z): -29.23690605545478

Sorted 5' Splice Sites (High to Low Probability):
Position 348: 0.9944757371616652
Position 10610: 0.5021269188113862
Position 2731: 0.4931974901911146
Position 916: 0.20887753554234798
Position 926: 0.15638389202470765
Position 7054: 0.122184616710166
Position 6848: 0.050623555441052015
Position 862: 0.01200911855390596
Position 2131: 0.01011513036144654
Position 1304: 0.0071866993245042615
Position 1023: 0.006863685245592979
Position 534: 0.004934598026041896
Position 1411: 0.0012771321328393023
Position 628: 0.00027076205313305635
Position 632: 8.249583839380656e-05
Position 621: 7.46942956268017e-05
Position 557: 4.242738407092551e-05
Position 807: 2.942385087190274e-05
Position 842: 9.792028421527502e-06
Position 873: 6.6937641253854825e-06
Position 588: 3.131010467555155e-07
Position 365: 8.841977845086701e-10
Position 581: 5.172074418282181e-10
Position 440: 4.983843887753158e-10
Position 393: 4.0375530972652717e-10
Position 352: 6.109739649242997e-12
Position 437: 1.1870313463621667e-12
Position 286: 5.365902049911517e-13
Position 289: 3.452661116417092e-13
Position 313: 2.3966406988741013e-13
Position 385: 1.8456047862329846e-13
Position 325: 1.709983407009603e-13
Position 331: 1.4703011334823365e-13
Position 319: 1.3788838318809188e-13
Position 310: 1.179196170276238e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 10377: 0.8399636915540651
Position 2600: 0.47904547063817243
Position 762: 0.38755075831378727
Position 12885: 0.3494752405642626
Position 6753: 0.24317842125830488
Position 10959: 0.1526516782471225
Position 6471: 0.016748880332995777
Position 2440: 0.016427876655105197
Position 4294: 0.016384650626368635
Position 1189: 0.01300914189683281
Position 1509: 0.010985560024410024
Position 1965: 0.010836473314856222
Position 2571: 0.007124329258200059
Position 5441: 0.006606900939425559
Position 4105: 0.005461248201382888
Position 1222: 0.003082126210743125
Position 859: 0.002643117291873003
Position 4673: 0.002451093325570636
Position 2841: 0.0022667864772581633
Position 4387: 0.0020781498071697022
Position 1089: 0.0012923053901127486
Position 2401: 0.000881291688227038
Position 525: 0.00032416448917421697
Position 1007: 0.00025244551717306697
Position 1348: 2.417970001234665e-05
Position 610: 1.134829029101965e-05
Position 915: 4.9631480489873005e-06
Position 768: 4.216108225804907e-06
Position 944: 1.9021644050238939e-06
Position 455: 1.6069764271151179e-06
Position 418: 1.160779409730815e-06
Position 885: 6.380999861505943e-07
Position 806: 4.272317470622565e-07
Position 452: 3.536123086455579e-07
Position 803: 7.071341667758818e-08
Position 725: 3.98265727788515e-08
Position 921: 3.1891644893369917e-09
Position 950: 2.2924542034640057e-09
