Gene = RP11-350O14.18
index = 1169
Annotated 5SS: [ 98 571]
Annotated 3SS: [ 540 2798]
SMsplice 5SS: [103 344 571]
SMsplice 3SS: [207 513 819]
top_k =  100
Partition function (log Z): -3.6340944615067716

Sorted 5' Splice Sites (High to Low Probability):
Position 344: 0.9437074909663491
Position 571: 0.9008224215737003
Position 103: 0.846475873080928
Position 1637: 0.428916499177389
Position 1429: 0.3721745406546953
Position 820: 0.21968682184612826
Position 45: 0.09678396026784573
Position 1707: 0.0693898046638962
Position 908: 0.05303758917873218
Position 1260: 0.05227194906330013
Position 2714: 0.016056924319162
Position 377: 0.01254517098977867
Position 917: 0.005471588071496456
Position 1006: 0.00255404480215891
Position 126: 0.0016186776199459724
Position 348: 0.0016172182468600237
Position 115: 0.0009254140052016
Position 436: 0.0009087249204597318
Position 710: 0.0005510911242663627
Position 171: 0.0005036331333669594
Position 453: 0.0003255126459474981
Position 325: 0.0002957464453920937
Position 117: 1.7881967154255737e-05
Position 19: 1.9786273595158026e-07
Position 270: 3.788153343809407e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 207: 0.9039718871225817
Position 2798: 0.44653634516184215
Position 1299: 0.431066214351574
Position 513: 0.4094727746463907
Position 1521: 0.4009594980756779
Position 819: 0.23066383689585127
Position 472: 0.18254915038483857
Position 1538: 0.16696821199239306
Position 540: 0.12697778163171794
Position 1147: 0.1075404772810622
Position 456: 0.0846671953045437
Position 2305: 0.07897962525136439
Position 755: 0.06729675543991677
Position 724: 0.06583256223191479
Position 781: 0.062223878224517394
Position 1729: 0.06218304843266159
Position 502: 0.04098755933522227
Position 166: 0.031627205105699885
Position 2121: 0.029532169905080848
Position 680: 0.017027157043040017
Position 1077: 0.014912840865507117
Position 1329: 0.013441957897654944
Position 417: 0.013103799930640647
Position 2877: 0.008803930816066207
Position 420: 0.007247725165598629
Position 229: 0.005037999920266399
Position 704: 0.004354724428950857
Position 728: 0.0029494443015505877
Position 709: 0.0022500164944647912
Position 170: 0.0016933952520572105
Position 643: 0.0016842864710088857
Position 683: 0.0015521997327205329
Position 686: 0.0012542081991361415
Position 241: 0.0007422132132586431
Position 488: 0.0002733374585126317
Position 136: 0.0001633404417810199
Position 248: 5.0956783260393486e-05
Position 560: 3.2165711316220214e-05
Position 286: 2.6393457361332864e-05
Position 762: 1.4597958246446216e-05
Position 141: 4.239034074629178e-06
Position 292: 8.302959929688283e-07
Position 341: 8.288760854433653e-07
Position 147: 1.3891639662542116e-08
