Gene = QARS
index = 1105
Annotated 5SS: [ 455  748 1209 1441 1727 2653 2867 3244 3452 3717 4497 4692 4882 5111
 5311 5562 5728 5962 6187 6472 6719 6880 7080]
Annotated 3SS: [ 599 1098 1364 1661 2598 2805 3171 3365 3629 4396 4612 4772 4979 5217
 5423 5639 5817 6081 6378 6590 6812 6953 8991]
SMsplice 5SS: [ 163  455 1209 1441 1727 2690 2867 3244 3452 3717 4497 4692 4882 5111
 5311 5562 5728 5962 6187 6522 6719 6880 7080]
SMsplice 3SS: [ 372 1098 1364 1639 2598 2805 3171 3365 3629 4396 4612 4772 4979 5217
 5423 5639 5817 6081 6378 6590 6812 6953 8991]
top_k =  100
Partition function (log Z): 51.47480149252638

Sorted 5' Splice Sites (High to Low Probability):
Position 1727: 0.9944499521122209
Position 3717: 0.9919157211081652
Position 5311: 0.9878444739785595
Position 4692: 0.9869572555128538
Position 5111: 0.9774933358961839
Position 1209: 0.967479469607508
Position 5962: 0.9643671228727637
Position 6187: 0.9499608775067906
Position 2867: 0.9314092641430002
Position 3244: 0.8873933753968223
Position 6880: 0.8854269036044086
Position 5562: 0.8783465039802036
Position 6719: 0.8448187885632521
Position 1441: 0.8428606512294375
Position 455: 0.8401524866274394
Position 7080: 0.8275194905445564
Position 3452: 0.8082132910997204
Position 4497: 0.7544559236881685
Position 6522: 0.7482036510857875
Position 163: 0.6912357696808952
Position 4882: 0.6719259542380496
Position 5728: 0.6454246396458763
Position 2690: 0.30502882835728395
Position 5742: 0.3009101413475868
Position 2653: 0.26786694735901995
Position 6472: 0.2273975897094277
Position 2695: 0.19616046609220283
Position 748: 0.15509603770289207
Position 2477: 0.11597904055059642
Position 5566: 0.11146616611723922
Position 2700: 0.10310987452390179
Position 6699: 0.09755314108664426
Position 2685: 0.07131393759160952
Position 6847: 0.06667311124292441
Position 6312: 0.06425039869038629
Position 699: 0.06132182236923539
Position 67: 0.05345983544660233
Position 715: 0.04906730343250756
Position 892: 0.038085262205051935
Position 1516: 0.03617716134872363
Position 6748: 0.03569957606367435
Position 3366: 0.034666681803681855
Position 4530: 0.031558868395808834
Position 3472: 0.029762250432251298
Position 1505: 0.0279643305329429
Position 272: 0.02480750798632994
Position 3444: 0.023978894582376765
Position 4912: 0.020885108976895547
Position 5980: 0.020051864240813632
Position 4484: 0.01944166348448033
Position 5747: 0.018249963333987543
Position 5078: 0.015090229696892322
Position 5336: 0.011028686306334228
Position 6909: 0.008762508041320328
Position 3821: 0.00808427889183773
Position 5991: 0.006628426816278748
Position 1170: 0.006500620000325099
Position 4906: 0.003925639439106321
Position 280: 0.0031303369892218035
Position 6694: 0.0026020343805980223
Position 1109: 0.0024498480491842796
Position 6900: 0.0014245459082904701
Position 5127: 0.0013141148019461244
Position 481: 0.0010040072940930797
Position 6229: 0.0005525383590259982
Position 5552: 0.0005480008247495035
Position 5061: 0.0004950819188731373
Position 6139: 0.0004740786277119021
Position 1578: 0.0004356988855271904
Position 5557: 0.0004080654944646956
Position 2119: 0.00032353863451716787
Position 4922: 0.00031578116859464037
Position 167: 0.0002789600945740421
Position 5115: 0.0002723221979089653
Position 517: 0.0002182292791112406
Position 5034: 0.0002098546091348333
Position 5135: 0.00014792353125915722
Position 6: 2.924566493007495e-05
Position 4887: 1.710480161552532e-05
Position 118: 1.2919356802991142e-05
Position 310: 7.50705164068979e-06
Position 178: 6.557707080836825e-06
Position 176: 3.440618691157927e-06
Position 5324: 9.053218124368677e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5217: 0.9993627637893214
Position 6590: 0.9902595863132456
Position 4612: 0.9858124852735882
Position 4979: 0.9851603273514444
Position 5639: 0.9739623261545416
Position 3629: 0.9699144472764549
Position 3171: 0.9484323508194622
Position 2598: 0.9400750662870431
Position 6812: 0.9245585567747217
Position 5817: 0.9080201864837931
Position 6081: 0.8967688374404993
Position 1364: 0.8774724811054144
Position 2805: 0.8748856143075029
Position 6953: 0.8673324283789823
Position 8991: 0.8570723401771515
Position 5423: 0.8349116338205481
Position 3365: 0.8024183258056438
Position 1098: 0.735991876509272
Position 6378: 0.7111787370884786
Position 4772: 0.6965501939959339
Position 1639: 0.6749181022146559
Position 4396: 0.5786704283456038
Position 372: 0.5735673884459288
Position 1661: 0.31863888545683455
Position 599: 0.2407202985895126
Position 1064: 0.1792509880427705
Position 6284: 0.144128323620837
Position 4378: 0.13388096401529914
Position 6346: 0.12237125087339985
Position 2383: 0.10944636743297831
Position 5478: 0.08775659014163326
Position 5388: 0.06782099960176878
Position 4330: 0.05788186664558152
Position 6263: 0.05731457745507323
Position 972: 0.05585425137260887
Position 6096: 0.05325486927459896
Position 5863: 0.050497709662944014
Position 2786: 0.04860899593684474
Position 6978: 0.037748182810354275
