Gene = NCDN
index = 917
Annotated 5SS: [  92  432 1456 3503 4842 5635 6118]
Annotated 3SS: [ 363 1314 2533 4599 5409 5974 7434]
SMsplice 5SS: [  92 1169 1456 4842 5089 5635 6118]
SMsplice 3SS: [1023 1314 4599 4999 5409 5974 8915]
top_k =  100
Partition function (log Z): 4.572948624111333

Sorted 5' Splice Sites (High to Low Probability):
Position 6118: 0.9908886340959769
Position 92: 0.9686251251706691
Position 1456: 0.8593137316140046
Position 4842: 0.7832535860658547
Position 1169: 0.7369014166761877
Position 5635: 0.7256192264025976
Position 5089: 0.5583058191707554
Position 1092: 0.19525637368305146
Position 1482: 0.10129195023901535
Position 8209: 0.07435406822514144
Position 5136: 0.06882958905687933
Position 5653: 0.06254252921738507
Position 4780: 0.062313166427964146
Position 8128: 0.05421988735584806
Position 4215: 0.041501158861536776
Position 1412: 0.03939431814698138
Position 5816: 0.03821666473840356
Position 894: 0.029082498247173846
Position 432: 0.02780158141762364
Position 581: 0.018682445261393624
Position 4688: 0.014048038921261429
Position 1031: 0.013118074956577854
Position 5336: 0.012981305474374469
Position 5549: 0.010785858425364576
Position 5500: 0.010131311581611303
Position 6146: 0.005712923034265736
Position 8465: 0.0025951581287636145
Position 4696: 0.0024043621717377834
Position 735: 0.0022808347562791333
Position 435: 0.0021153746140002887
Position 8308: 0.0019421616746366675
Position 6423: 0.0016346570570084102
Position 1108: 0.0010319643680107976
Position 1068: 0.0005658141501097025
Position 620: 0.00021459414091804454
Position 800: 0.00017056869091685803
Position 401: 5.5668900071675086e-05
Position 22: 4.45694043341599e-05
Position 4642: 2.238526527366837e-05
Position 409: 7.538461700910783e-06
Position 406: 3.340322103428063e-06
Position 387: 2.9579253663996115e-06
Position 219: 1.3515352526087633e-06
Position 363: 1.2488283365999603e-06
Position 365: 6.500488193353019e-07
Position 226: 6.315464041141963e-07
Position 328: 9.563908169267262e-08
Position 242: 2.6813839039291856e-08
Position 8: 5.090278450581776e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5974: 0.9999613773996945
Position 1023: 0.9192167561480228
Position 4599: 0.8080658369684586
Position 5409: 0.7785495419869761
Position 1314: 0.7675317128185717
Position 4999: 0.5576217204045573
Position 8915: 0.43999589264277783
Position 1284: 0.23246828718143028
Position 7434: 0.1440427045155005
Position 8064: 0.12974786012086603
Position 8307: 0.11037014680866825
Position 7968: 0.07306485234117575
Position 8193: 0.058474743895339014
Position 5036: 0.055237908103373874
Position 8558: 0.039194812873091574
Position 4030: 0.03725353438536552
Position 5562: 0.03564199741125677
Position 7607: 0.03349062391488875
Position 4813: 0.03139536401843229
Position 6701: 0.024693288005057067
Position 7676: 0.024564859438828912
Position 5512: 0.023631533080173222
Position 4581: 0.022580337865201465
Position 7583: 0.014483170612772796
Position 5016: 0.01427577971970363
Position 5215: 0.012981305474374472
Position 479: 0.011878486890352714
Position 6312: 0.009837965986481099
Position 8714: 0.008047664605023245
Position 817: 0.008034066382631906
Position 363: 0.007841447351406306
Position 6589: 0.007542930748770142
Position 981: 0.007291523731328561
Position 798: 0.007087966057034532
Position 863: 0.0068397506393230835
Position 1026: 0.006567420917908773
Position 5745: 0.006164075662902907
Position 482: 0.005348624561575258
Position 557: 0.004873233119007649
Position 1127: 0.004517492346388423
Position 4137: 0.0042476244761712545
Position 7144: 0.004128376633541855
Position 6563: 0.0033476795980751724
Position 5447: 0.0033084422240538436
Position 1091: 0.0027391542552646945
Position 8117: 0.002407230984524971
Position 576: 0.001961954754647318
Position 7496: 0.0016876695096252608
Position 7362: 0.0015205032908820687
Position 820: 0.0008612756345170891
Position 6360: 0.0007045130457512652
Position 662: 0.0005230643355375711
Position 749: 0.00015567783056508736
Position 248: 6.816355721481557e-05
Position 1056: 6.230776703381335e-05
Position 431: 5.086926770172119e-05
Position 1136: 4.550973531099157e-05
Position 5859: 3.283020413701018e-05
Position 5934: 3.603700065413448e-06
Position 5913: 2.1886961029680684e-06
Position 445: 5.3657237046778796e-09
