Gene = PRRC1
index = 1080
Annotated 5SS: [  168  5974  7312  9170 12788 16178 21535 30313]
Annotated 3SS: [ 5850  6921  9008 12684 16013 21430 30209 34097]
SMsplice 5SS: [  168  7126  7312  9170 12833 16178 21535 27078 30313]
SMsplice 3SS: [ 6921  7212  9008 12684 16013 21430 26871 30209 30512]
top_k =  100
Partition function (log Z): 3.3725533561583316

Sorted 5' Splice Sites (High to Low Probability):
Position 21535: 1.000000000000001
Position 9170: 0.99930144832256
Position 16178: 0.9975925162974191
Position 30313: 0.9885503990037584
Position 7312: 0.974307018593785
Position 168: 0.93953320691601
Position 7126: 0.7297717813193949
Position 12833: 0.7127299766473966
Position 27078: 0.6940725899273888
Position 22451: 0.5922442215114517
Position 27264: 0.4123042564602394
Position 26303: 0.32092292353075186
Position 30526: 0.23498914856061098
Position 30819: 0.21075707620866044
Position 26657: 0.20747684609168957
Position 18649: 0.19964886423033787
Position 31107: 0.1403297666091875
Position 8644: 0.1281739799588993
Position 5974: 0.12577281825349512
Position 14343: 0.08630603490453075
Position 17795: 0.07260227305690717
Position 15692: 0.0722448439547656
Position 14270: 0.0721318378047647
Position 391: 0.07154606263022906
Position 18616: 0.05646902564967228
Position 18162: 0.05345044282416699
Position 12788: 0.05259914026699193
Position 32466: 0.04551471879860676
Position 11471: 0.036369767604987426
Position 8871: 0.03543323643876932
Position 23912: 0.03209206365880285
Position 56: 0.03200489224562115
Position 9376: 0.03124903762012279
Position 12809: 0.029998712589257973
Position 11235: 0.02756517493767221
Position 14295: 0.02465048644231617
Position 17380: 0.022842069990185575
Position 10558: 0.022302961270600493
Position 32438: 0.02113389708798604
Position 4425: 0.010607735587967107
Position 23398: 0.002379343620689093
Position 7953: 0.0014569822553201967
Position 16094: 0.0012631679028687827
Position 9126: 0.000698551677441818
Position 179: 0.00034759389863814756
Position 68: 0.00013646619558414308
Position 196: 5.305429448597854e-05
Position 160: 4.239051102565308e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 21430: 1.000000000000001
Position 16013: 0.9988556842002884
Position 30209: 0.988550399003759
Position 6921: 0.9723715456449533
Position 12684: 0.7953278295036467
Position 9008: 0.74347037543781
Position 7212: 0.7091300035764736
Position 26871: 0.694072589927389
Position 30512: 0.5905412451323574
Position 34097: 0.5279781727217513
Position 27192: 0.4146387863220212
Position 26222: 0.2834739503581264
Position 32325: 0.27709625401573323
Position 22362: 0.20591422909050286
Position 14038: 0.18308835915161162
Position 22335: 0.17531444005774766
Position 26502: 0.1689699942885542
Position 30990: 0.16807363085209084
Position 18489: 0.15608056515151508
Position 9061: 0.142284482058034
Position 8498: 0.12817397995889931
Position 5850: 0.12577281825349512
Position 18509: 0.10003732472849505
Position 22312: 0.09658887286758842
Position 22293: 0.09353235951910702
Position 30426: 0.0851976658398605
Position 17709: 0.0726022730569072
Position 15613: 0.0722448439547656
Position 9034: 0.064092511134406
Position 18062: 0.05345044282416699
Position 8956: 0.050131555886675144
Position 26468: 0.03850685180313537
Position 26045: 0.03744897317262531
Position 271: 0.03566534063767698
Position 8684: 0.03545431192184625
Position 23605: 0.024878484214319666
Position 11192: 0.023805441312781485
Position 17263: 0.022842069990185575
Position 7056: 0.02257725069175306
Position 22131: 0.02089292018925654
Position 10455: 0.020057397282460494
Position 9287: 0.018951534659795804
Position 11121: 0.01604864013900069
Position 11330: 0.015353665171826564
Position 4358: 0.010607735587967107
Position 9290: 0.009750809178896883
Position 232: 0.007960174593992139
Position 23868: 0.007213579444483155
Position 11303: 0.005449296278250371
Position 11333: 0.003277899640800508
Position 23281: 0.002689327163025683
Position 9251: 0.0025466937814301142
Position 10381: 0.002245563988139999
Position 7884: 0.0014569822553201959
Position 30611: 0.0011931252991403958
Position 21998: 9.402180589159528e-07
Position 22209: 4.5956919040275226e-07
