Gene = DNTTIP2
index = 460
Annotated 5SS: [ 130 2939 3562 6088 7135 8524]
Annotated 3SS: [1343 3422 5991 6969 8413 9261]
SMsplice 5SS: [ 130 2939 3562 6088 7135 8524]
SMsplice 3SS: [2790 3422 5991 6969 8413 9261]
top_k =  100
Partition function (log Z): 4.763501466177548

Sorted 5' Splice Sites (High to Low Probability):
Position 6088: 0.9999999999999994
Position 8524: 0.9971234994547462
Position 7135: 0.9704093834901653
Position 130: 0.758370918757953
Position 659: 0.5083063724862508
Position 1587: 0.35144702650168347
Position 1717: 0.14752693185590954
Position 8306: 0.09952502461840673
Position 3980: 0.0810636801261567
Position 1028: 0.06209768308409277
Position 8073: 0.04157155992724303
Position 846: 0.03669137707087555
Position 214: 0.028274842287586824
Position 1162: 0.027597674443231704
Position 649: 0.0170192864185653
Position 9148: 0.01432909482692972
Position 6439: 0.011336430267518922
Position 9614: 0.010388349477912357
Position 8785: 0.006480639165026295
Position 744: 0.006114346871438837
Position 1241: 0.004705419984559238
Position 857: 0.00470305460809055
Position 426: 0.0023921569301803107
Position 347: 0.002089122013868164
Position 207: 0.0019736772109877642
Position 748: 0.0013864290790257152
Position 9325: 0.0004388889866110314
Position 10117: 0.0001136408147067029
Position 653: 3.117791612315495e-05
Position 202: 2.567564924348276e-05
Position 571: 4.608323774667259e-06
Position 9493: 9.687845798058538e-07
Position 438: 8.872920210683632e-08
Position 586: 8.626720611577951e-08
Position 61: 8.508106059933707e-09
Position 105: 3.9454206470399664e-09
Position 260: 1.7892669688549665e-09
Position 116: 1.5693476663084632e-09
Position 297: 1.125599102891653e-09
Position 29: 4.6259992177542955e-12
Position 35: 2.486715873775419e-12
Position 64: 2.3513440294296603e-12
Position 38: 1.234067432175147e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5991: 0.9999999999999998
Position 9261: 0.9937244797372803
Position 6969: 0.8420583259052637
Position 8413: 0.7295939860196917
Position 1343: 0.48319473424392706
Position 8438: 0.23360868178125466
Position 613: 0.11866122968936767
Position 8160: 0.1110541723136562
Position 743: 0.10764709479292545
Position 6933: 0.0974539818096105
Position 581: 0.08350834117107622
Position 3843: 0.0810636801261567
Position 540: 0.07292566910571524
Position 387: 0.03089598188864591
Position 6904: 0.03084402013521469
Position 929: 0.026732499398286914
Position 8346: 0.02211853567619837
Position 7871: 0.020232188713511467
Position 7798: 0.017257861305739083
Position 1626: 0.015779224113665898
Position 472: 0.010658358591012036
Position 9126: 0.010604662222346347
Position 8731: 0.009189673904783983
Position 6279: 0.006341666988903596
Position 6361: 0.0049947632786153245
Position 9783: 0.0043989850213034575
Position 7992: 0.0040815099079924795
Position 323: 0.003859067867542799
Position 8997: 0.003396011385690245
Position 10465: 0.002258808231269569
Position 11628: 0.0019332647503069243
Position 788: 0.0016901625691671778
Position 10752: 0.0016653921936761133
Position 9473: 0.00163788934199876
Position 11135: 0.0014809175823415916
Position 509: 0.0013529509411584074
Position 517: 0.001228891300365532
Position 1069: 0.0011118815094959672
Position 547: 0.0007903069776684825
Position 8672: 0.0005561861433915697
Position 8184: 0.00027314828235163374
Position 11246: 0.0002639340775138934
Position 10225: 0.0002617881644628611
Position 10168: 0.0002287516756543805
Position 590: 0.00016074424907551753
Position 390: 0.00015452691270640735
Position 10044: 0.00012318666709950713
Position 268: 0.00010592181081582898
Position 462: 9.446207814522631e-05
Position 433: 8.733777098919616e-05
Position 621: 5.7304938716981546e-05
Position 6701: 5.305564007644057e-05
Position 658: 3.421588769085357e-05
Position 9950: 2.5027621764598164e-05
Position 302: 1.000086713282674e-05
Position 231: 9.18592876250885e-06
Position 334: 7.878834230869197e-06
Position 8709: 1.3440943979659647e-06
Position 8705: 1.2792404840588055e-06
