Gene = LRWD1
index = 799
Annotated 5SS: [ 232 1123 1342 2551 2895 3259 3449 3726 4134 4718 4954 7381 7681 7876]
Annotated 3SS: [ 887 1224 2409 2789 3132 3333 3624 3925 4644 4812 7288 7524 7762 7979]
SMsplice 5SS: [ 250 1123 1342 2551 2895 3259 3449 4134 4730 4954 5637 5818 7381 7681
 7876]
SMsplice 3SS: [ 887 1224 2409 2789 3132 3333 3970 4644 4812 5446 5746 7288 7524 7762
 7979]
top_k =  100
Partition function (log Z): 33.33801179403372

Sorted 5' Splice Sites (High to Low Probability):
Position 4954: 0.9996344485058949
Position 7876: 0.9983806441912751
Position 7681: 0.9910286875619341
Position 1342: 0.9899633030850339
Position 1123: 0.9671072084273632
Position 2551: 0.939955082372182
Position 3449: 0.9379039190188603
Position 7381: 0.8998299605587669
Position 250: 0.8920147747897097
Position 5818: 0.8670740906155731
Position 4134: 0.7475594100149029
Position 2895: 0.733588298085661
Position 3259: 0.719331426690417
Position 5320: 0.6632643170853684
Position 4730: 0.6253183050313398
Position 3726: 0.4779383356304042
Position 5637: 0.4001280880169464
Position 4466: 0.38331802108293156
Position 4718: 0.37288867020813343
Position 5582: 0.3310689900682253
Position 7209: 0.1236151306635375
Position 232: 0.0721741965459663
Position 4040: 0.06697666661102077
Position 1767: 0.06056101404746923
Position 2650: 0.021463442339311765
Position 7385: 0.019368570990285897
Position 2142: 0.01926453273770822
Position 2790: 0.017750417844727324
Position 5532: 0.017178641476028638
Position 3220: 0.014877858274149336
Position 2835: 0.011943577873809426
Position 819: 0.009339828163254054
Position 1309: 0.008074721458642303
Position 7228: 0.0077065342440763365
Position 4367: 0.007160907197297459
Position 801: 0.0062218542724877274
Position 753: 0.0036494721864737444
Position 126: 0.0031179658738267786
Position 2190: 0.003113192112010104
Position 699: 0.002995676580667827
Position 1268: 0.0019037796536575222
Position 7377: 0.0018995715564373659
Position 338: 0.0017807588837126373
Position 277: 0.0015018925485818947
Position 8117: 0.0009335270150419804
Position 2998: 0.0006475904699431883
Position 785: 0.0005006056873044561
Position 439: 0.0004977227376984192
Position 7637: 0.0003931999886779348
Position 550: 0.00024214481582801218
Position 258: 0.0001528719630183719
Position 1022: 2.5746522566661767e-05
Position 1273: 8.645618887611368e-06
Position 464: 1.3020887061744848e-07
Position 225: 7.338316823418308e-09
Position 114: 6.571189664482229e-09
Position 11: 6.689585408003932e-10
Position 260: 3.2368872517210496e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1224: 0.9988602532292371
Position 4644: 0.9980321383859471
Position 7762: 0.9975385305553371
Position 7524: 0.9918132398007532
Position 4812: 0.9873551014631939
Position 3333: 0.9765216349667759
Position 7979: 0.9648009136666702
Position 2409: 0.9338183646390521
Position 7288: 0.9166729166539981
Position 5446: 0.8643269206509349
Position 5746: 0.7511228895258376
Position 3132: 0.648761712361127
Position 887: 0.5959965258485471
Position 3970: 0.4871111577811805
Position 2789: 0.4396663832271908
Position 2735: 0.2668410818315595
Position 5109: 0.24694117376690344
Position 4270: 0.24343026780556207
Position 951: 0.23541909583057782
Position 3624: 0.2120272033683013
Position 5154: 0.19272998322660712
Position 4010: 0.1823062843961273
Position 7121: 0.1357468513591054
Position 3925: 0.12681033878175968
Position 5200: 0.12360149234028309
Position 3638: 0.11557799677179471
Position 4315: 0.1151403389864676
Position 957: 0.08869935638334409
Position 3686: 0.08508569502456742
Position 5226: 0.06384570342777766
Position 2705: 0.03710600279630785
Position 3016: 0.036745491053291564
Position 8015: 0.030084028170022797
Position 4371: 0.028736908190707743
Position 3369: 0.023445032406400602
Position 1580: 0.02323808990694095
Position 2763: 0.020109705565514863
Position 3053: 0.02008003589340425
Position 3219: 0.017961120352671934
Position 1506: 0.017161454044185325
Position 2062: 0.015292135608021737
Position 5250: 0.013783873808550626
Position 5247: 0.0136252720485885
Position 3856: 0.013498256519419794
Position 4816: 0.011848631841201655
Position 2294: 0.010977611297431265
Position 602: 0.010439920539815652
Position 1670: 0.008891836352301915
Position 1047: 0.008375609444273586
Position 1074: 0.007883426707470258
Position 2307: 0.007773661596164148
Position 2036: 0.006228872548846212
Position 987: 0.00532311318760874
Position 3176: 0.005012463676818873
Position 1673: 0.00498928428342239
Position 3887: 0.004810039147436366
Position 867: 0.004799309776502434
Position 5082: 0.004768453167122372
Position 2416: 0.004460848587051129
Position 4249: 0.0037769653525149805
Position 7944: 0.0034412578182591207
Position 3188: 0.003399607852627632
Position 5068: 0.003382426241490121
Position 3545: 0.0031513594845990855
Position 2460: 0.0024413402138827277
Position 895: 0.0022065121351941453
Position 1530: 0.0018328046746601495
Position 1724: 0.0017942149971883373
Position 2985: 0.0015527839031615252
Position 1461: 0.001509153817334489
Position 8204: 0.0012129946069087858
Position 1870: 0.0010720709955369789
Position 2321: 0.0010539932614568174
Position 7794: 0.0010273523328535985
Position 346: 0.0007649076573773328
Position 2827: 0.0006630965214023248
Position 1272: 0.0006082815476162335
Position 2574: 0.0005859805948718346
Position 5056: 0.0005859390580454268
Position 1604: 0.0005070990705396049
