Gene = RARRES2
index = 1116
Annotated 5SS: [  97 1239 1575 2689 3060]
Annotated 3SS: [1044 1469 2592 2932 3234]
SMsplice 5SS: [  65 1239 1575 2689]
SMsplice 3SS: [1157 1469 2592 3234]
top_k =  100
Partition function (log Z): -1.2394697753777137

Sorted 5' Splice Sites (High to Low Probability):
Position 1239: 0.9758465334213031
Position 1575: 0.962563484903925
Position 2689: 0.8017741841599803
Position 65: 0.790399628036241
Position 3060: 0.15439396219815668
Position 97: 0.14949962062993827
Position 3155: 0.08331564503407596
Position 277: 0.03813325957517387
Position 2982: 0.03370641097255592
Position 1615: 0.020154536227915965
Position 2652: 0.019832614924440013
Position 1394: 0.0040288437953379845
Position 2713: 0.0026198473802377113
Position 1961: 0.0022743560647427667
Position 1589: 0.0017139704608866925
Position 2171: 0.0016155794135266658
Position 1102: 0.0015182141874877423
Position 1912: 0.0013376725266899254
Position 1587: 0.0013118376403844772
Position 1052: 0.0011556792777015394
Position 1107: 0.0009557610796663412
Position 1560: 0.000786238640906988
Position 1613: 0.0005592752650563118
Position 1158: 0.0002654963780230657
Position 883: 0.00022791804615564972
Position 765: 0.00019457717698785325
Position 531: 1.940761737998103e-06
Position 709: 1.8423000386871649e-06
Position 649: 9.384037713354842e-07
Position 290: 3.4922379368880496e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1469: 0.95757998846358
Position 2592: 0.8666302043483252
Position 1157: 0.7327294014138882
Position 3234: 0.6173616750488098
Position 3016: 0.18715187247427023
Position 2841: 0.1359671495221262
Position 977: 0.1164318145396349
Position 1044: 0.06205873730928407
Position 2932: 0.060310028458797744
Position 2916: 0.05451872221422559
Position 2423: 0.05270870837685351
Position 3045: 0.026188802145707436
Position 3236: 0.022881199071116395
Position 1050: 0.018379371317071666
Position 1429: 0.017899391050776023
Position 2063: 0.013093567032398296
Position 1479: 0.012186351357130969
Position 3320: 0.011931468582749018
Position 982: 0.011184964298039
Position 2594: 0.011106466886999518
Position 2540: 0.01032679654817446
Position 1196: 0.010239221469934032
Position 3253: 0.006702998726802082
Position 2997: 0.006331947463528194
Position 2671: 0.004972884553552382
Position 1840: 0.0038547596579110812
Position 930: 0.002452579779882396
Position 940: 0.0019112684381436343
Position 3031: 0.0017691508770767026
Position 3346: 0.0016383345607442945
Position 1208: 0.0016120686895891383
Position 1932: 0.0015538581578890957
Position 178: 0.00153680334450606
Position 1353: 0.0014015730455817503
Position 1306: 0.0013092385793519869
Position 3275: 0.0010292515010664983
Position 1338: 0.0008677211686803327
Position 1845: 0.0006825402678322361
Position 979: 0.00041265029350684304
Position 194: 0.00030124040870507514
Position 245: 0.00029752671290797896
Position 898: 0.00015278655090687155
Position 882: 0.00011840987631878644
Position 2512: 0.00011800987200801331
Position 1876: 0.00010721948436450001
Position 822: 9.019575960254495e-05
Position 2478: 7.984301708419874e-05
Position 1409: 1.2267023315947998e-05
Position 1882: 2.9545145117205943e-06
Position 142: 2.5423771294587437e-06
Position 1508: 1.4112715138877505e-06
Position 1517: 2.155862721510956e-07
Position 1365: 6.461666177682956e-08
