Gene = NSMF
index = 965
Annotated 5SS: [ 303  847 1928 2924 4096 4944 5604 6279 6599 6782 6970 9159 9412 9736]
Annotated 3SS: [ 784 1432 2847 4026 4890 5513 6153 6514 6747 6898 9078 9308 9659 9842]
SMsplice 5SS: [ 303  847 2924 3889 4944 5604 6279 6599 6782 6970 9412 9736]
SMsplice 3SS: [ 784 2847 3777 4890 5513 6153 6514 6747 6898 9308 9659 9842]
top_k =  100
Partition function (log Z): 22.051800586523818

Sorted 5' Splice Sites (High to Low Probability):
Position 2924: 0.9943914810136042
Position 9412: 0.9887229924470574
Position 9736: 0.9716037703240517
Position 303: 0.954070433318704
Position 6279: 0.9445932906424045
Position 5604: 0.9375615520606125
Position 847: 0.9308693606208969
Position 6782: 0.919921173767355
Position 3889: 0.9127309122164291
Position 6970: 0.8785734536838606
Position 6599: 0.8759632693420049
Position 4944: 0.651218375288035
Position 9937: 0.21677111901559437
Position 3706: 0.18678373873858017
Position 1928: 0.1679581685018377
Position 9159: 0.07067047368744407
Position 4096: 0.0580872656037787
Position 5608: 0.05026507755522594
Position 2660: 0.049360928192711345
Position 153: 0.048546942431017835
Position 7070: 0.04629789067859284
Position 4613: 0.03542970093637014
Position 6273: 0.03409983933570697
Position 4589: 0.03271487376854849
Position 6674: 0.020786406875425628
Position 3590: 0.01999656817490317
Position 582: 0.019649364135606542
Position 6840: 0.017485405744845636
Position 4931: 0.015297065367868547
Position 6026: 0.0140635580917052
Position 638: 0.012261405353575507
Position 2459: 0.01124932107126651
Position 4965: 0.010637192944939197
Position 4136: 0.010501542486727335
Position 7012: 0.010134886891957875
Position 1217: 0.007753095448264403
Position 6437: 0.007406983799272843
Position 4954: 0.006156710090982514
Position 9171: 0.0060516498425826305
Position 1935: 0.005422430920027659
Position 5370: 0.004717251483903338
Position 7155: 0.0029623331977358083
Position 48: 0.0027593480230017724
Position 3611: 0.002504658129543924
Position 3574: 0.002334202309051699
Position 9555: 0.002108221361954652
Position 2949: 0.001960628154913209
Position 3622: 0.0018655893329802167
Position 928: 0.0017808804865379192
Position 6031: 0.0014892661134697134
Position 298: 0.001357975271255873
Position 518: 0.0009404043718261884
Position 1957: 0.0009253404104387072
Position 1919: 0.0009127689615721866
Position 1339: 0.0007469435882554153
