Gene = MEAF6
index = 826
Annotated 5SS: [  107  1341  5309  5486 12960 18057 18879]
Annotated 3SS: [ 1224  5220  5439 12766 18026 18844 20655]
SMsplice 5SS: [  107  1341  5309  5486 12960 13838]
SMsplice 3SS: [ 1224  5220  5439 12766 13745 20655]
top_k =  100
Partition function (log Z): 0.49654553861925343

Sorted 5' Splice Sites (High to Low Probability):
Position 12960: 0.9987710970843243
Position 5309: 0.9981407653203738
Position 107: 0.9927760497352358
Position 1341: 0.9751454082922472
Position 13838: 0.7847901666523138
Position 5486: 0.6185522718059987
Position 9631: 0.5008738428244794
Position 15256: 0.24170526679266036
Position 18879: 0.18812629517080984
Position 2716: 0.11395718349809843
Position 13540: 0.08736477448279556
Position 9649: 0.07787365946617854
Position 7389: 0.05697407027375975
Position 18057: 0.024626820564223197
Position 13905: 0.024458899463743636
Position 1323: 0.023778212055536443
Position 5443: 0.01494442647662994
Position 6750: 0.013982474112692992
Position 2136: 0.0073153198352017
Position 417: 0.005204407693949522
Position 988: 0.0034477640369114625
Position 879: 0.0027774906346210186
Position 970: 0.0026759759103950707
Position 990: 0.0019755048220976524
Position 13346: 0.0016557320660234042
Position 14250: 0.0012747393918973186
Position 956: 0.001264911038586994
Position 247: 0.0011700995080621756
Position 1048: 0.0011004817840712248
Position 894: 0.0009693018383670247
Position 413: 0.0008891544148444761
Position 430: 0.0008767818804733216
Position 5322: 0.0007163570912646956
Position 1293: 0.0005638678589522675
Position 992: 0.000509391412600238
Position 374: 0.0003290382618012149
Position 5283: 0.00027325915838986685
Position 1086: 0.00024752372177865023
Position 5313: 0.00020238982014977904
Position 919: 0.00018064933447064908
Position 447: 0.0001688333289670967
Position 626: 0.00014926512719688292
Position 553: 3.16067826620703e-06
Position 272: 5.561692152037879e-08
Position 288: 5.47635574241772e-08
Position 126: 4.152988492782939e-09
Position 190: 2.2528435265310205e-09
Position 83: 3.96296665363053e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 12766: 0.994099227373904
Position 1224: 0.9750872961715732
Position 5220: 0.8462279535167272
Position 13745: 0.7818017524904184
Position 20655: 0.5963607289529135
Position 5439: 0.46454414902527263
Position 18844: 0.4096106531379175
Position 9541: 0.37291541034352643
Position 15217: 0.29206324998074706
Position 9544: 0.20583209194713142
Position 5417: 0.1688060097563311
Position 5092: 0.14209075092448087
Position 2581: 0.10493305959105693
Position 13472: 0.08628902534991134
Position 15165: 0.0542153475946069
Position 17820: 0.04841342701609779
Position 7200: 0.02311663610387336
Position 7148: 0.021834606264605858
Position 1106: 0.019429580609260227
Position 13821: 0.019325693666337494
Position 16861: 0.012891096683279927
Position 7163: 0.012044713524917833
Position 6656: 0.011427255938638156
Position 16674: 0.011368262196049328
Position 14473: 0.011169372350870349
Position 882: 0.010203073106555301
Position 17221: 0.00824056438065118
Position 13429: 0.007965496111712822
Position 5047: 0.007232020293557658
Position 12910: 0.00585373322606714
Position 2655: 0.004981814673961487
Position 13576: 0.004377368513692807
Position 2040: 0.004330118974300217
Position 777: 0.004291580312229095
Position 15001: 0.0038083404389000573
Position 1191: 0.0034631970943971445
Position 2066: 0.0029852008609014785
Position 2499: 0.002931189536463115
Position 5232: 0.002812411108880022
Position 14153: 0.0025749134001531613
Position 6652: 0.0025552181740548406
Position 13182: 0.0016557320660234042
Position 277: 0.001450756124563182
Position 1271: 0.0012821599455945945
Position 2629: 0.0011111196966169148
Position 5099: 0.0010516216604803156
Position 14495: 0.0006427673385096182
Position 622: 0.0003030668515769297
Position 241: 0.00022728081682510122
Position 1251: 0.0001410888005464594
Position 186: 8.780995757272231e-05
Position 787: 7.934707481475847e-05
Position 5443: 7.416515504110987e-05
Position 765: 7.294905658237629e-05
Position 1266: 5.10419814043739e-05
Position 1028: 2.9870905288119178e-05
Position 5397: 1.3806219498345907e-05
Position 5385: 1.735792927487156e-06
Position 1168: 1.586110856796131e-06
Position 591: 9.795275968029244e-07
Position 1047: 7.26104805016737e-07
