Gene = SDCCAG3
index = 1232
Annotated 5SS: [ 282  520 2784 3465 4705 5519 5979 6555]
Annotated 3SS: [ 369 2670 3047 4630 5406 5915 6414 7721]
SMsplice 5SS: [ 282 2784 6555]
SMsplice 3SS: [2670 6414 7662]
top_k =  100
Partition function (log Z): -0.806662616848896

Sorted 5' Splice Sites (High to Low Probability):
Position 2784: 0.990436036441453
Position 282: 0.9730097639344921
Position 6555: 0.9656051284946416
Position 520: 0.5566367450532412
Position 3465: 0.40206252758975913
Position 6954: 0.3252190491889303
Position 5979: 0.1759301091862108
Position 4705: 0.1587186747006088
Position 736: 0.04031068332601869
Position 1728: 0.02833118950026954
Position 316: 0.02266443236519236
Position 2602: 0.009696569660259275
Position 3664: 0.009462687058323711
Position 1611: 0.006039161355283008
Position 415: 0.004683010350194026
Position 3107: 0.003465472826706735
Position 4709: 0.0020431819798205917
Position 5492: 0.001088981477293029
Position 3469: 6.452510535471734e-05
Position 187: 5.704014004201885e-05
Position 342: 3.1330697211059645e-05
Position 875: 1.7601366144704812e-05
Position 921: 1.4365021188027916e-05
Position 39: 1.251048170634151e-05
Position 214: 6.785658137377384e-06
Position 302: 5.750770783721318e-06
Position 310: 1.08496869791356e-06
Position 495: 7.52001535572421e-07
Position 397: 2.3139512280484418e-07
Position 392: 8.095154662615594e-08
Position 617: 2.5690695888332388e-08
Position 250: 8.295941318981435e-10
Position 20: 2.061607143328167e-10
Position 190: 2.759760625646884e-12
Position 347: 1.0900518938347503e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 6414: 0.8996755502349999
Position 2670: 0.8666007503479004
Position 7662: 0.7199629987768944
Position 407: 0.4041404507319913
Position 3381: 0.4025167455269142
Position 6759: 0.30726586427937785
Position 5915: 0.17593010918621071
Position 369: 0.14376058155367785
Position 7337: 0.133212926031519
Position 2716: 0.12179563137696939
Position 4630: 0.08686472959352956
Position 6396: 0.06592957825964205
Position 4499: 0.061910808402409506
Position 7478: 0.04923325107695862
Position 7721: 0.03639894534886879
Position 1541: 0.030382840090793027
Position 6884: 0.017919877827061028
Position 7170: 0.017469185226325196
Position 7384: 0.017215145603958645
Position 589: 0.013794672030885729
Position 4545: 0.012572879813363913
Position 490: 0.011345528761185351
Position 6731: 0.009183916927199123
Position 7122: 0.009102861815324005
Position 433: 0.008732694138336232
Position 3571: 0.007367338830849325
Position 519: 0.007133996218605692
Position 8313: 0.0069188159552961955
Position 2528: 0.005375319959084572
Position 2509: 0.004853572307894203
Position 375: 0.004438942532314318
Position 3047: 0.004070656537945515
Position 557: 0.004063484125351631
Position 1656: 0.003987510764759508
Position 2638: 0.001507332109863827
Position 5406: 0.0010889814772930284
Position 3496: 0.000961780786554733
Position 2942: 0.0007173326754787455
Position 3150: 0.0001535905477275859
Position 854: 3.1966387332732753e-05
Position 622: 9.745138209456062e-06
Position 3271: 8.628358247780456e-06
Position 3449: 7.838507699493611e-06
Position 641: 1.144302680008521e-07
Position 513: 7.1761677545794255e-09
Position 386: 7.097823208239441e-09
Position 419: 2.7236055666689013e-09
Position 347: 2.164721870618638e-09
