Gene = TMCO1
index = 1406
Annotated 5SS: [  221   711  9378 14675 16801 25736]
Annotated 3SS: [  632  9317 14627 16732 25590 40780]
SMsplice 5SS: [  221   711  9378 14675 25736]
SMsplice 3SS: [  632  9317 14627 25590 40780]
top_k =  100
Partition function (log Z): -18.504559505810356

Sorted 5' Splice Sites (High to Low Probability):
Position 711: 0.9999278796252621
Position 9378: 0.9988713694354396
Position 14675: 0.7702393305327029
Position 221: 0.3888555673674683
Position 13120: 0.2683472883944756
Position 124: 0.24670557601255017
Position 16801: 0.23944458293897214
Position 144: 0.1632295476097604
Position 421: 0.13565352108319784
Position 231: 0.028892292330027484
Position 523: 0.022185920061849992
Position 11642: 0.0074014334884154945
Position 436: 0.005125934157498086
Position 41: 0.0033275417479960616
Position 565: 0.0028256937287075546
Position 385: 0.0022913930695043763
Position 486: 0.0005501224689869595
Position 37: 0.0003288306633061861
Position 196: 0.0002910772383603052
Position 6282: 0.0001081131737620846
Position 1560: 2.439800440487439e-05
Position 1424: 2.4359849372139566e-05
Position 1335: 7.861699194685483e-06
Position 414: 1.9102734855974153e-07
Position 15: 6.647811455180573e-08
Position 53: 5.229652466242256e-08
Position 198: 1.8925086838753988e-08
Position 31: 6.803232176536255e-09
Position 101: 3.032013328259371e-10
Position 162: 1.9652818756266664e-10
Position 130: 7.915932626876671e-11
Position 56: 5.0449364947114575e-11
Position 64: 9.49091523853139e-12
Position 45: 1.7077928993787025e-12
Position 77: 1.5666802165663614e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 9317: 0.9988713694354396
Position 632: 0.8900916418719295
Position 14627: 0.7830132467555903
Position 18363: 0.5157505673728656
Position 16732: 0.2562541555946283
Position 13025: 0.22512969579317532
Position 15092: 0.20302160635273034
Position 657: 0.10990491694609905
Position 15436: 0.06909780606522029
Position 19160: 0.05516215783851364
Position 12970: 0.047161904303243914
Position 14766: 0.041432635883319316
Position 13911: 0.02795891661251999
Position 10011: 0.011915389936262502
Position 13915: 0.011733812540892983
Position 11518: 0.007676352550845031
Position 13250: 0.006123618096060955
Position 14919: 0.005598767958433157
Position 11497: 0.0032101385778295663
Position 13591: 0.002693528294579893
Position 10373: 0.002566211412777082
Position 12656: 0.002502100851287898
Position 12214: 0.0018985866537355955
Position 12317: 0.001675899335466418
Position 10352: 0.0015422794225912635
Position 6960: 0.0005089513946129646
Position 9589: 0.0004070032690499861
Position 9954: 0.00040475191492213866
Position 9990: 0.0003728714034634429
Position 293: 0.0001788930139472418
Position 1698: 0.00016425333874645802
Position 4159: 0.00011419112312829465
Position 6174: 0.0001081131737620846
Position 6281: 7.981714706539113e-05
Position 345: 5.4574028789888086e-05
Position 2150: 5.3911411216749175e-05
Position 5356: 4.6731401871667614e-05
Position 2173: 4.636930557101219e-05
Position 1382: 4.4693391211287866e-05
Position 1789: 2.6289810956214455e-05
Position 217: 1.7199165283272446e-05
Position 1277: 1.3158429073098693e-05
Position 1905: 9.059934140892829e-06
Position 420: 4.150545772301101e-06
Position 1188: 3.6994723503738547e-06
Position 595: 2.3277638688422224e-06
Position 325: 2.269422955247286e-06
Position 300: 1.724105083097077e-06
Position 1213: 1.3840355873658437e-06
Position 241: 1.246067998614137e-06
Position 1423: 9.326215530705746e-07
Position 424: 8.789187891721147e-07
Position 253: 8.609584801592848e-07
Position 371: 8.138859303268333e-07
Position 104: 3.913350478118021e-07
Position 565: 3.4032562765239234e-07
Position 969: 2.8742159226079485e-07
Position 323: 2.4446010271792316e-07
Position 1291: 1.5420507979621223e-07
Position 219: 1.2600773407483614e-07
Position 267: 1.7701507557947443e-10
Position 263: 8.657172903979814e-12
