Gene = HMGCR
index = 655
Annotated 5SS: [  289  6442  7636  8004  9330 10981 13820 14046 14621 14987 15274 18369
 18886 19194 20120 22499 22982 23228 23811]
Annotated 3SS: [ 6253  7523  7915  9244 10874 13712 13928 14459 14738 15094 18173 18726
 19035 20013 22327 22840 23068 23655 23958]
SMsplice 5SS: [  972  1737  5308  6442  7636  8004  9330 10981 13820 14046 14621 14987
 18369 18886 19194 20120 22499 22982 23228 23811]
SMsplice 3SS: [ 1645  5229  6253  7523  7915  9244 10874 13712 13928 14459 14738 18173
 18726 19069 20013 22327 22840 23068 23655 23958]
top_k =  100
Partition function (log Z): 27.28381557130229

Sorted 5' Splice Sites (High to Low Probability):
Position 18369: 1.0000000000000018
Position 23811: 0.9954983248054478
Position 20120: 0.9914168175910494
Position 14987: 0.9896260136036296
Position 22982: 0.9812097629668741
Position 7636: 0.969004993481491
Position 13820: 0.966647203729926
Position 1737: 0.9421772635118327
Position 9330: 0.9277295516503992
Position 14621: 0.9254307732668221
Position 22499: 0.898898046416553
Position 14046: 0.8341178605696827
Position 18886: 0.8232531223339439
Position 23228: 0.8206000622834367
Position 8004: 0.8176362826678222
Position 10981: 0.7621765663718572
Position 19194: 0.6717400568564539
Position 6442: 0.6513665553278325
Position 5308: 0.5858942814170356
Position 15274: 0.4746467858305345
Position 972: 0.4035863408635992
Position 882: 0.3056268501400904
Position 4360: 0.2728567019365696
Position 19198: 0.26743905949552654
Position 289: 0.2327950409151083
Position 11015: 0.22225237795599626
Position 23183: 0.16882608374661515
Position 21974: 0.1617023729056487
Position 1975: 0.1548462243715118
Position 6392: 0.1215296414507584
Position 360: 0.11317843195539104
Position 2230: 0.09435351690095466
Position 118: 0.09371538192384375
Position 164: 0.08188076761641606
Position 12497: 0.060503215223859555
Position 8078: 0.05887616253100111
Position 5274: 0.04943038138089014
Position 21443: 0.04707291536342573
Position 3393: 0.04388744756043858
Position 16424: 0.04040035274638886
Position 315: 0.036843322534467565
Position 9128: 0.033630793490152036
Position 877: 0.028885900278171384
Position 14676: 0.02744648770415693
Position 14351: 0.026610067592409928
Position 14074: 0.02192827768790736
Position 367: 0.02130909000134763
Position 22487: 0.02028209928409469
Position 250: 0.018949055160782192
Position 4274: 0.014124318753949476
Position 873: 0.009947948139311312
Position 1556: 0.009859045423591152
Position 16224: 0.009751813945543525
Position 558: 0.009455603458861308
Position 23506: 0.008996250775054495
Position 13856: 0.008977696038106452
Position 8942: 0.008634337661716264
Position 24051: 0.008021635642421124
Position 10466: 0.007691332305061065
Position 708: 0.004691256608404623
Position 15904: 0.004603714377299324
Position 23451: 0.003942906450555304
Position 5378: 0.0034675388590212582
Position 10250: 0.003242625204407424
Position 15872: 0.003133451237259569
Position 1348: 0.002680907227866125
Position 3831: 0.0025889653395816323
Position 2261: 0.002430636840199494
Position 3369: 0.002423329262751138
Position 718: 0.002422617821746343
Position 23529: 0.001981370013354719
Position 24282: 0.001617025705160204
Position 24076: 0.001172332920665236
Position 23489: 0.0009093584507986605
Position 136: 0.0006373347076942367
Position 24260: 0.0005235818800533635
Position 23190: 0.00028360605343229884
Position 2828: 0.0002779698987665018
Position 22395: 1.3616828275429727e-05
Position 24025: 1.1499004711630266e-05
Position 62: 1.0366080037488764e-05
Position 23734: 6.692001614407935e-07
Position 23722: 2.433448776419929e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 18173: 1.0000000000000029
Position 23958: 0.9949568534401335
Position 23655: 0.9924171064360079
Position 20013: 0.9914168175910495
Position 23068: 0.9858157026448159
Position 10874: 0.9844289443278538
Position 7523: 0.9691019801605958
Position 22840: 0.9513897154481156
Position 1645: 0.9366273377564671
Position 13712: 0.8935968412968568
Position 14738: 0.8777781104621573
Position 7915: 0.87404799468686
Position 9244: 0.8653798792531183
Position 18726: 0.8232531223339439
Position 13928: 0.8231912352902525
Position 19069: 0.8130275590440218
Position 6253: 0.7728961967785927
Position 22327: 0.7342230040869232
Position 14459: 0.6670304459598078
Position 5229: 0.6387922016569483
Position 15094: 0.38115730691852295
Position 744: 0.32148892672603924
