Gene = HDAC11
index = 641
Annotated 5SS: [  185  1230  3400 16688 18391 20625 21769 22816 24108]
Annotated 3SS: [ 1080  3298 16570 18347 20547 21705 22718 23928 24302]
SMsplice 5SS: [  185  1230  3400 16688 18391 20625 21769 22816 24108 24383]
SMsplice 3SS: [ 1080  3298 16570 18347 20547 21674 22718 23928 24302 25884]
top_k =  100
Partition function (log Z): 15.947208244309673

Sorted 5' Splice Sites (High to Low Probability):
Position 15831: 0.9999999999999982
Position 16688: 0.9999999999999982
Position 3400: 0.9999999999999964
Position 1230: 0.9972445762824608
Position 22816: 0.981926836150786
Position 20625: 0.9554737719938197
Position 24108: 0.9509964298796829
Position 18391: 0.9352323187045829
Position 21769: 0.9282457607060446
Position 185: 0.9190194917322667
Position 24383: 0.8216256368003778
Position 13404: 0.4415407286711301
Position 25046: 0.2578310073802575
Position 1489: 0.2480092165577332
Position 25118: 0.13840874773781117
Position 996: 0.1196740168377881
Position 19776: 0.08951677179332157
Position 21065: 0.08496286462444964
Position 25070: 0.07903343828050297
Position 23341: 0.07760899535115452
Position 22647: 0.06844433466706192
Position 20318: 0.06749634516367747
Position 1000: 0.052784785921754916
Position 22651: 0.05146413701995212
Position 24369: 0.04588537974947868
Position 282: 0.044611362898978296
Position 1518: 0.03929192027591907
Position 2047: 0.03488968182889206
Position 20641: 0.032634318128562
Position 25772: 0.028918248335580873
Position 24171: 0.02728215667928591
Position 18387: 0.025118108784444586
Position 22054: 0.021202287256589347
Position 855: 0.0186374874974324
Position 1564: 0.017887523845595332
Position 22845: 0.01625901506028337
Position 24611: 0.013066102241612138
Position 24042: 0.010017810605398794
Position 559: 0.009334857738700651
Position 23514: 0.008631414597021386
Position 25339: 0.00860335098025204
Position 2073: 0.008026771642685008
Position 19772: 0.007891213191484685
Position 887: 0.006012516565307455
Position 211: 0.004869095925272107
Position 231: 0.004784570486287404
Position 1677: 0.004769940426099637
Position 24339: 0.004756758327984447
Position 302: 0.00461147651763692
Position 1734: 0.004176914484085164
Position 25198: 0.004029929707558653
Position 1547: 0.004012908927354109
Position 25158: 0.003441190626185457
Position 25091: 0.0030190271605515964
Position 440: 0.0030066300311813875
Position 2162: 0.002832116590013567
Position 23187: 0.0026948271632015164
Position 749: 0.002678925465531043
Position 22265: 0.002167802255338387
Position 609: 0.0021146855564271546
Position 309: 0.0015127360327975214
Position 545: 0.0014575713376891325
