Gene = HEMGN
index = 645
Annotated 5SS: [ 336 2223 8359]
Annotated 3SS: [ 2128  7171 10914]
SMsplice 5SS: [ 336 7254]
SMsplice 3SS: [ 7171 10914]
top_k =  100
Partition function (log Z): -7.877609207526085

Sorted 5' Splice Sites (High to Low Probability):
Position 336: 0.9766497062696585
Position 7254: 0.6199518194933912
Position 2223: 0.421551122358476
Position 5159: 0.09768903273989896
Position 2385: 0.07415014085569888
Position 6016: 0.016633334909336175
Position 384: 0.014155833058912284
Position 2522: 0.013104598775221386
Position 2424: 0.013016542888904891
Position 569: 0.012099374733599058
Position 4336: 0.011631568479718284
Position 2228: 0.00843040140399995
Position 1207: 0.006733175017555402
Position 5081: 0.004575516974068763
Position 1256: 0.001152038867870046
Position 948: 0.001076931363953169
Position 244: 0.0010382296199563925
Position 1611: 0.000938894948056262
Position 491: 5.307868520649353e-07
Position 151: 4.481673057398853e-07
Position 361: 4.366288857470157e-07
Position 367: 3.8684313916023994e-07
Position 149: 2.2146633032675626e-07
Position 134: 1.235284541021953e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 7171: 0.7965908502896044
Position 10914: 0.7884424206620669
Position 2128: 0.4150487965287912
Position 4986: 0.10495023926317257
Position 2362: 0.061527327413417
Position 1970: 0.037651084933283986
Position 5953: 0.017959125897424245
Position 2067: 0.017091382964257277
Position 4053: 0.012595048817522922
Position 1071: 0.005729424971846562
Position 2131: 0.0053953329076256926
Position 7136: 0.004514621658605304
Position 10047: 0.004139138209320751
Position 524: 0.003829138171789376
Position 6502: 0.003139721119546607
Position 7509: 0.002847883012859829
Position 997: 0.0027406362388650717
Position 5596: 0.0022111227979227967
Position 6522: 0.00133971526106444
Position 873: 0.001072207688143685
Position 3270: 0.0008704279213992215
Position 1430: 0.0006651817801644669
Position 2939: 0.0006512087668471311
Position 2967: 0.0005276080186794156
Position 3175: 0.0004814391028935978
Position 1291: 0.0004208781581073851
Position 3391: 0.00032879129976179735
Position 1381: 0.00031964998237681664
Position 4908: 0.000299855969454547
Position 666: 0.00023632568939355823
Position 2722: 0.00022023754851751163
Position 1474: 0.00018605754646727928
Position 3354: 0.00014823711851413883
Position 2023: 0.0001041462011418007
Position 447: 7.593324413034168e-05
Position 1349: 5.0985771512374746e-05
Position 500: 4.563189906361591e-05
Position 460: 4.4609359982245773e-05
Position 433: 4.416614897307459e-05
Position 1092: 4.3819844734697334e-05
