Gene = SWI5
index = 1362
Annotated 5SS: [ 257  610 8486 9888]
Annotated 3SS: [  440  8363  9792 12505]
SMsplice 5SS: [ 257  610 8486 9888]
SMsplice 3SS: [  440  8363  9792 12505]
top_k =  100
Partition function (log Z): -5.106516316943429

Sorted 5' Splice Sites (High to Low Probability):
Position 610: 0.995195108949517
Position 8486: 0.9719754888340284
Position 9888: 0.9562278190972165
Position 257: 0.9461121687301605
Position 3279: 0.1495808028963515
Position 1112: 0.14737723432718375
Position 10621: 0.08981885457585237
Position 10769: 0.0584435531666715
Position 11950: 0.04945765474446452
Position 105: 0.04380067507156872
Position 10369: 0.0391437410541256
Position 9548: 0.02397409705792868
Position 9633: 0.021128489161530702
Position 11973: 0.012142088596680256
Position 10111: 0.008563636228254599
Position 144: 0.0047470997144351285
Position 11249: 0.00418655624120898
Position 751: 0.0032480804674524695
Position 175: 0.0030179285723312475
Position 522: 0.0019975797940159088
Position 123: 0.0009740215467130892
Position 162: 0.0003664934116561835
Position 399: 0.00033300410053073735
Position 280: 0.0001628533105762107
Position 526: 7.103507772555709e-06
Position 499: 5.243142154650829e-06
Position 9218: 3.047659262774244e-07
Position 355: 1.5686228327961567e-08
Position 131: 1.114247816978143e-11
Position 61: 8.63433208078887e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8363: 0.9719754888340284
Position 9792: 0.9592925843381903
Position 12505: 0.7821669949998196
Position 440: 0.7771461066840957
Position 10526: 0.1676302349442718
Position 12596: 0.15342638432623384
Position 3078: 0.13969084819617594
Position 499: 0.12406474493311144
Position 11847: 0.063794033299695
Position 1014: 0.06372701226143283
Position 9358: 0.0489327014828371
Position 560: 0.04886482251184508
Position 868: 0.03676233303271606
Position 1076: 0.028188913637960788
Position 515: 0.02543301171143039
Position 10264: 0.020024401366477932
Position 10067: 0.01880748117602555
Position 826: 0.013701530620353487
Position 395: 0.013027260035337392
Position 12485: 0.01090783423388349
Position 2980: 0.009889954700175556
Position 328: 0.00981213726948314
Position 10306: 0.00860332728353852
Position 9976: 0.006238991627665693
Position 691: 0.006082592431039748
Position 10181: 0.00571988212193586
Position 11052: 0.0053060306502545765
Position 11732: 0.0051645753441641115
Position 12019: 0.0029006263064383355
Position 10597: 0.0018357922388325973
Position 10043: 0.0015840309607322355
Position 10086: 0.000560347600747462
Position 379: 0.0002838974590581143
Position 355: 0.0001322575698112576
Position 535: 0.000109687299058632
Position 302: 5.442639426922406e-05
Position 694: 5.369406541053327e-05
Position 3359: 4.400622093289252e-05
Position 732: 3.229045055583219e-05
Position 343: 9.815121111093307e-06
Position 363: 3.0427187053942567e-06
Position 450: 4.182765972291493e-07
Position 397: 3.501539620026063e-07
Position 9196: 3.047659262774244e-07
Position 420: 2.95595788767062e-07
Position 418: 1.995201979310381e-07
