Gene = MUTYH
index = 900
Annotated 5SS: [ 170 5998 6976 7104 7292 7471 7626 7815 7998 8223 8366 8728 8969 9207
 9873]
Annotated 3SS: [ 5876  6793  7063  7217  7428  7553  7700  7899  8077  8301  8538  8831
  9053  9830 10950]
SMsplice 5SS: [ 170 1882 5998 6976 7292 7626 7998 8223 8366 8969 9873]
SMsplice 3SS: [ 1731  5876  6890  7217  7553  7899  8077  8301  8831  9830 10950]
top_k =  100
Partition function (log Z): 7.306571007824431

Sorted 5' Splice Sites (High to Low Probability):
Position 8969: 0.998736206726588
Position 5998: 0.9932199760856487
Position 7626: 0.976067658416963
Position 7998: 0.9043226101277683
Position 6976: 0.8556655607501479
Position 170: 0.8260818474557582
Position 1882: 0.6771486667201482
Position 8223: 0.6203351455846281
Position 9873: 0.6126215237997714
Position 8366: 0.4872490733015857
Position 7292: 0.4838114557563794
Position 8728: 0.4232564151324756
Position 5562: 0.2633053331144828
Position 7104: 0.24803434178657682
Position 7471: 0.24047625039984172
Position 9145: 0.23770049334664423
Position 7815: 0.13674021182625554
Position 413: 0.13480414686535183
Position 7172: 0.08218563250599735
Position 8445: 0.0818431163178849
Position 10079: 0.04214289249356045
Position 7356: 0.04171352656288707
Position 186: 0.034959553074912435
Position 4883: 0.028384957640046338
Position 10659: 0.028226681079967494
Position 7645: 0.01867210936576828
Position 7182: 0.0169172309273525
Position 166: 0.01676653133808898
Position 7488: 0.013820676087777924
Position 8011: 0.01075811726387248
Position 7324: 0.007229963793478995
Position 490: 0.006926755914016907
Position 533: 0.005496663313868916
Position 1862: 0.0052748996134326315
Position 1509: 0.004317690331110588
Position 622: 0.0035259785199007894
Position 1373: 0.0028528358849515246
Position 146: 0.002080837415201032
Position 727: 0.0018091143798559786
Position 710: 0.0016348449310314046
Position 1019: 0.0008315315183074249
Position 8973: 0.0006228016749560411
Position 203: 4.100940553219502e-05
Position 279: 3.625264620812109e-05
Position 162: 2.1420618097903723e-05
Position 190: 1.2808827101692274e-05
Position 831: 1.052420114061082e-05
Position 124: 6.7940630109710786e-06
Position 159: 3.1350986101313537e-06
Position 253: 1.7712418826985902e-06
Position 242: 1.1885336435640597e-06
Position 229: 7.499217146979068e-07
Position 264: 5.232867561973773e-07
Position 85: 3.272956424227914e-07
Position 118: 1.9674152376752902e-07
Position 212: 3.401418373069468e-08
Position 375: 2.9387352457344845e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7553: 0.9975464061838568
Position 5876: 0.9932199760856488
Position 8831: 0.9868408154616268
Position 7899: 0.8660053118847162
Position 7217: 0.729198256060329
Position 9830: 0.7243212538960518
Position 10950: 0.6882573135138049
Position 1731: 0.6588544668328216
Position 8077: 0.6581675128591548
Position 8301: 0.5484360319700248
Position 6890: 0.38256204826819273
Position 7063: 0.3801703457752658
Position 8538: 0.371630740165809
Position 9053: 0.3618114294496901
Position 5420: 0.2633053331144829
Position 6892: 0.2526619982156205
Position 6826: 0.1627810644875642
Position 7700: 0.12393086664072019
Position 6823: 0.05336362865646186
Position 10166: 0.03901217789425942
Position 10535: 0.03319249448328667
Position 7867: 0.03105622440940542
Position 9975: 0.028447362810342727
Position 344: 0.02583857078532783
Position 6770: 0.022341459852935567
Position 10032: 0.0185518757341635
Position 8515: 0.01776555543591973
Position 1748: 0.016507118295514624
Position 7872: 0.015645110069613524
Position 4581: 0.014665635297566395
Position 4607: 0.013719322342479943
Position 8843: 0.012518192939916975
Position 10985: 0.010957611453894992
Position 10162: 0.00922364871009839
Position 7737: 0.008352015300382985
Position 7428: 0.007584692328293548
Position 1823: 0.007061981205244235
Position 8678: 0.006958867893245857
Position 269: 0.005456577999784935
Position 9080: 0.004647646448972323
Position 7740: 0.004039971626367961
Position 8168: 0.0033048156676783427
Position 1243: 0.0032999183089331436
Position 477: 0.0018022896377153203
Position 9144: 0.0016822981858207811
Position 8085: 0.001602900912087076
Position 7852: 0.001553851942582787
Position 1363: 0.0013896051628976662
Position 1270: 0.0013759563360425371
Position 1316: 0.0011050464081887672
Position 7814: 0.0008786670153032925
Position 8058: 0.0008433147838843827
Position 8061: 0.0007174375022274829
Position 908: 0.0006632527595383195
Position 527: 0.0006467966461554083
Position 298: 0.0004788034214038927
Position 9910: 0.00044300934900210186
Position 780: 0.00016827875876910544
Position 9605: 0.00014346879055572053
