Gene = ZMYM6NB
index = 1605
Annotated 5SS: [ 156 1587]
Annotated 3SS: [1405 3233]
SMsplice 5SS: [ 156 1587]
SMsplice 3SS: [1405 3233]
top_k =  100
Partition function (log Z): -9.07738399562457

Sorted 5' Splice Sites (High to Low Probability):
Position 156: 0.916158971370082
Position 1587: 0.6984871948188898
Position 526: 0.0951407314685413
Position 933: 0.0609595307051337
Position 892: 0.03537117362658381
Position 308: 0.019912778678115212
Position 2065: 0.01465973508096697
Position 3100: 0.009249113171251044
Position 1448: 0.00785794550560336
Position 921: 0.002640885707278203
Position 461: 5.624395151915463e-05
Position 31: 4.943708514334588e-05
Position 141: 3.606124218076817e-05
Position 107: 2.279221046192445e-05
Position 66: 2.1569091874449312e-05
Position 421: 5.421038159554311e-06
Position 75: 4.635199352514734e-06
Position 390: 1.5640199082497207e-07
Position 102: 7.265128806487599e-08
Position 8: 1.1291177098130455e-08
Position 73: 1.7274449306676942e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1405: 0.5910982224194441
Position 3233: 0.5484529399556525
Position 2212: 0.09972457932481726
Position 1447: 0.09538705954963012
Position 3557: 0.06909718468494179
Position 1423: 0.05863554377930873
Position 3203: 0.050199357666134065
Position 777: 0.049712571170560854
Position 1777: 0.03680676882983252
Position 827: 0.03160996875352105
Position 3065: 0.025618145402917968
Position 1718: 0.025412612199057414
Position 382: 0.021664728047021516
Position 239: 0.020746479280942972
Position 3254: 0.019195908468401367
Position 3736: 0.014754294588096142
Position 2997: 0.013168655681835962
Position 350: 0.012192724780792029
Position 1487: 0.012014731803495732
Position 2489: 0.010722157575213746
Position 2351: 0.010007427400575662
Position 3437: 0.009685078031179087
Position 728: 0.004801659808397035
Position 515: 0.004625249090879988
Position 1940: 0.004343403825650335
Position 563: 0.0036394116152712254
Position 1943: 0.0029239415291518393
Position 2260: 0.002729526775894024
Position 788: 0.002586754013759808
Position 399: 0.0020572726817282005
Position 1696: 0.0020128742876990135
Position 1227: 0.0014129835787876552
Position 1037: 0.0014091985897271553
Position 662: 0.0005763525248782103
Position 734: 0.0005564860885916854
Position 876: 0.0003997599285592972
Position 845: 0.0002894092139869027
Position 716: 0.00017139066107544403
Position 1801: 0.0001064642895530927
Position 1260: 8.518412607610874e-05
