Gene = PHF24
index = 1022
Annotated 5SS: [   78 13353 14208 17907 18417 18920 19318]
Annotated 3SS: [12970 14021 17827 18210 18758 19221 19690]
SMsplice 5SS: [   78 13087 14208 17907 18417 18920 19318 21929]
SMsplice 3SS: [12970 14021 17827 18210 18758 19218 21835 24117]
top_k =  100
Partition function (log Z): 0.25787507783534513

Sorted 5' Splice Sites (High to Low Probability):
Position 78: 1.0000000000000004
Position 19318: 0.9969831704253581
Position 17907: 0.968868850674979
Position 14208: 0.9094143029757314
Position 13087: 0.8788080075504303
Position 18417: 0.8604611165802873
Position 21929: 0.6765717810136396
Position 18920: 0.6133204084921458
Position 22316: 0.4858720857781114
Position 18840: 0.14452983341634498
Position 13023: 0.12119199244957002
Position 22068: 0.08943449705140785
Position 19807: 0.07069528151536858
Position 22784: 0.053154092931416076
Position 14160: 0.05117253201033486
Position 7425: 0.05098421872004896
Position 18844: 0.04355774903417173
Position 13425: 0.034899104367937805
Position 13353: 0.031146214838862575
Position 17912: 0.020494334560680068
Position 16198: 0.020249527400347966
Position 16593: 0.01876398966269649
Position 23157: 0.018712207317345866
Position 22642: 0.015256628647726724
Position 22750: 0.012357697061062732
Position 18680: 0.008253241128313691
Position 19520: 0.00569689421086373
Position 18677: 0.002418197966435448
Position 18289: 0.0015933451148177
Position 19484: 0.00046265050807983764
Position 19377: 0.00032718114709744627
Position 21323: 0.00022159239553479117
Position 19497: 4.767826796206302e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 12970: 1.0000000000000004
Position 17827: 0.9516120448567706
Position 14021: 0.817856100507403
Position 18758: 0.8033265249671795
Position 18210: 0.7772559468750802
Position 24117: 0.6454556597811884
Position 19218: 0.4763858020783052
Position 22187: 0.4588289487159129
Position 21835: 0.4084368240094443
Position 19221: 0.33456860727198284
Position 22590: 0.2999555164197103
Position 21878: 0.2837619958228068
Position 14086: 0.14273073447866336
Position 19247: 0.12043437995360495
Position 19690: 0.10449097983984551
Position 13304: 0.06604531920680039
Position 22050: 0.05920364969152522
Position 7104: 0.05098421872004896
Position 19016: 0.044960347337807446
Position 22869: 0.038499013871235915
Position 17761: 0.03775114037888813
Position 23102: 0.034944477617535885
Position 18230: 0.03479787672686431
Position 21975: 0.0318219215108285
Position 22012: 0.025439908152235447
Position 18255: 0.023002194110150267
Position 16064: 0.020249527400347973
Position 18258: 0.020173673340632567
Position 24056: 0.019793703914738982
Position 16403: 0.01876398966269649
Position 19043: 0.015651239010452993
Position 18574: 0.007991061747064829
Position 19413: 0.007778850994735608
Position 18071: 0.006824770642377736
Position 20616: 0.006193831759676271
Position 18979: 0.004772081216050912
Position 18516: 0.002680377347684318
Position 20786: 0.0015243639783069755
Position 19756: 0.0007512089029913091
Position 21219: 0.00014944817138673794
Position 21192: 7.214422414805322e-05
