Gene = ZNF593
index = 1615
Annotated 5SS: [313 610]
Annotated 3SS: [546 703]
SMsplice 5SS: [313 610]
SMsplice 3SS: [546 703]
top_k =  100
Partition function (log Z): -1.3979185173324067

Sorted 5' Splice Sites (High to Low Probability):
Position 313: 0.9686109570177575
Position 610: 0.9356699698126518
Position 760: 0.5064807875141578
Position 620: 0.061005960541790596
Position 1298: 0.024723923238221895
Position 1495: 0.020551226002860787
Position 357: 0.015334427961931244
Position 1692: 0.013366071385559147
Position 1517: 0.012545214244911307
Position 1471: 0.011205288534979613
Position 819: 0.008654226507290367
Position 1482: 0.00492767397953562
Position 288: 0.0029197765024059105
Position 350: 0.002817479685962941
Position 420: 0.0027101577631246103
Position 424: 0.0013571897520484918
Position 262: 0.00041454655994928704
Position 60: 0.00018421717668313807
Position 373: 0.0001767894216013173
Position 807: 0.00014122907979226761
Position 887: 0.00010091885800165446
Position 939: 8.653383525835153e-05
Position 1133: 3.285253700418987e-05
Position 378: 3.0278048677962252e-05
Position 317: 2.5873753828291043e-05
Position 550: 1.5193820474168444e-05
Position 50: 1.356276578909028e-05
Position 462: 1.1724654310432138e-05
Position 117: 9.227827346350382e-06
Position 300: 6.98556155788714e-06
Position 62: 1.5984435914376616e-06
Position 670: 1.5469015709051065e-06
Position 401: 1.103578892283253e-06
Position 492: 4.0910542890560636e-07
Position 643: 2.3583654227103784e-08
Position 31: 3.3992085321300994e-09
Position 103: 3.777815290728904e-11
Position 21: 1.650423681243691e-11
Position 439: 3.863825902077308e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 546: 0.9844505454796372
Position 703: 0.9540861412304769
Position 1226: 0.3328828146651802
Position 1360: 0.08419645909589013
Position 1585: 0.07510696033549447
Position 1824: 0.058793951159299807
Position 1957: 0.04692692148452105
Position 1026: 0.013187949478644732
Position 985: 0.010321724525365233
Position 784: 0.008441811983038165
Position 447: 0.005712468102351759
Position 2027: 0.004629077511763417
Position 1290: 0.004156757371759145
Position 1132: 0.003230732275624677
Position 1083: 0.0028162754717530503
Position 1446: 0.002132031256286349
Position 549: 0.001610780112721365
Position 577: 0.0008363618917502431
Position 596: 0.00021572011091582988
Position 674: 0.0001197697346882414
Position 466: 5.591226425242643e-05
Position 710: 5.069050730309874e-05
Position 1160: 4.6131965055011e-05
Position 733: 3.355195893737107e-05
Position 713: 2.7489995670028915e-05
Position 1139: 1.841535323610925e-05
Position 1228: 1.7462502736266662e-05
Position 1240: 1.3110701829395147e-05
Position 390: 7.08556079086407e-06
Position 473: 3.5981585621983573e-06
Position 504: 1.8616976920949363e-06
Position 378: 9.042224794530057e-07
Position 158: 8.753905033731858e-07
Position 394: 8.228355479144315e-07
Position 399: 8.226393740490677e-07
Position 384: 4.247483590489914e-07
Position 604: 2.4389603384841273e-07
Position 134: 1.592804974010507e-07
Position 166: 1.3245993436388327e-07
