Gene = EIF2D
index = 492
Annotated 5SS: [  173  1276  3084  4224  7060  9508 10123 12196 12726 12996 13456 15363
 16746 18845]
Annotated 3SS: [ 1084  2999  4132  6951  9253 10004 12149 12621 12845 13365 15266 16624
 18669 20634]
SMsplice 5SS: [  173  1276  3084  4224 10123 12196 12726 12996 13456 15363 16746]
SMsplice 3SS: [ 1084  2999  4132 10004 12149 12621 12845 13365 15266 16624 18669]
top_k =  100
Partition function (log Z): 12.231604430963856

Sorted 5' Splice Sites (High to Low Probability):
Position 12726: 0.9922382761576924
Position 16746: 0.9787719346261617
Position 12996: 0.955150059929113
Position 10123: 0.9224429591365068
Position 3084: 0.9133939086278263
Position 13456: 0.8902127504512245
Position 15363: 0.8704068003933018
Position 12196: 0.8642053028720524
Position 173: 0.7974169455021237
Position 4224: 0.7838180764018882
Position 1276: 0.4296461954363096
Position 18845: 0.39785998230837594
Position 1221: 0.3748621548484947
Position 18796: 0.2604521182720021
Position 4180: 0.1780510199318302
Position 7060: 0.13685296799354568
Position 285: 0.1279024527833992
Position 1217: 0.07345552537219505
Position 5744: 0.055313104386146145
Position 15216: 0.05101822540238551
Position 338: 0.04542482140578079
Position 7064: 0.04331860714566723
Position 4684: 0.032993279863705774
Position 16912: 0.031961060872767226
Position 18254: 0.027593341719923444
Position 18310: 0.022520439442141008
Position 3071: 0.02228351217404562
Position 7607: 0.02139674601092178
Position 5160: 0.02067073775598139
Position 18817: 0.02062652523596343
Position 13292: 0.018548895898376223
Position 317: 0.014860702177043762
Position 18348: 0.012602315622699926
Position 5642: 0.011836639006354982
Position 5759: 0.011253045250314588
Position 13175: 0.009728947280539002
Position 620: 0.009006048233475238
Position 18157: 0.007549805778629814
Position 19127: 0.006291902620499959
Position 17196: 0.0033976157864494937
Position 12667: 0.003349491365116236
Position 379: 0.002834050510173901
Position 15745: 0.00207031636973357
Position 18325: 0.001879784997658369
Position 1231: 0.0016121740625360556
Position 596: 0.0015011870539535666
Position 321: 0.0013887901644917167
Position 1312: 0.0013869456713333143
Position 164: 0.0012484616241482443
Position 17879: 0.0009419458174821468
Position 1148: 0.0006966447999256052
Position 271: 0.0004862479752587284
Position 12749: 0.00018986067910182504
Position 536: 0.00013574893172166913
Position 948: 0.00010783298575530821
Position 4213: 7.988351086793648e-05
Position 12902: 2.649376107578909e-05
Position 138: 2.7367553272417457e-07
Position 143: 3.800213406745101e-08
Position 119: 2.197069177535845e-08
Position 12570: 2.4924507567027713e-09
Position 86: 1.541593196758855e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 16624: 0.9729567861192495
Position 18669: 0.9684952075617964
Position 4132: 0.9603221751637485
Position 12621: 0.9543100252797784
Position 12845: 0.9325961331555461
Position 10004: 0.9224429591365064
Position 12149: 0.8642053028720525
Position 1084: 0.8630953321456968
Position 13365: 0.8421052059287156
Position 15266: 0.7643193343535577
Position 2999: 0.45945380188608304
Position 19250: 0.38253266143786824
Position 2954: 0.24955423862614434
Position 2951: 0.22231578387604176
Position 6951: 0.1317103428231475
Position 15091: 0.09674534002231797
Position 19019: 0.09307461657957834
Position 5642: 0.06656614963646075
Position 20236: 0.06609226744815268
Position 18156: 0.0657583166417211
Position 19942: 0.06311246496287201
Position 6912: 0.048461232316065306
Position 12471: 0.04146883523657601
Position 15121: 0.03554590745640405
Position 19881: 0.03301008768210954
Position 4488: 0.03298128250034618
Position 19200: 0.030604774555709025
Position 13329: 0.0278259570541558
Position 7487: 0.021396746010921796
Position 15180: 0.019897156586151543
Position 20634: 0.019114323164074444
Position 13389: 0.0184434667805943
Position 12888: 0.016628020289882906
Position 5073: 0.016221965960273078
Position 16833: 0.015575917416307915
Position 13127: 0.015019452048094533
Position 1087: 0.013372808987046098
Position 18055: 0.01122393498741992
Position 19376: 0.010512987690903298
Position 12931: 0.00866376114697823
Position 16598: 0.008325531187151498
Position 16643: 0.0077474289409848185
Position 5567: 0.006495639718414687
Position 20155: 0.006360108328697579
Position 5539: 0.005340999287940296
Position 19915: 0.005125709272281305
Position 15307: 0.004917287377256504
Position 16825: 0.0048357783385516925
Position 4893: 0.004448771795708314
Position 2691: 0.004353596413602263
Position 1042: 0.004135792530234116
Position 17018: 0.004060183648025895
Position 12981: 0.003452482633371118
Position 12958: 0.0025912051497352898
Position 15502: 0.00207031636973357
Position 13369: 0.0018381206877586254
Position 13067: 0.0018237943576789603
Position 17065: 0.0016961878231314955
Position 4179: 0.0015677685517567531
Position 241: 0.0015461317902425644
Position 13152: 0.0012748508244786808
Position 16855: 0.0012454066835669174
Position 13231: 0.0010996269459121503
Position 1004: 0.0010557065278166942
Position 17800: 0.0009419458174821468
Position 13048: 0.00029890537856963395
Position 374: 0.0002876147544053945
Position 487: 0.00020298759848549688
Position 425: 0.00015741295598290864
Position 4023: 4.582395337824179e-05
Position 435: 4.415103294302406e-05
Position 574: 3.089325757785604e-05
Position 379: 2.743515315115042e-05
Position 16536: 2.1359910685547592e-05
Position 16510: 1.97858951203482e-05
Position 453: 1.6997994494128554e-05
Position 3989: 1.3212175702858914e-05
Position 4653: 1.1997363359587238e-05
Position 16477: 5.001007309219743e-06
Position 12962: 4.93511686419983e-06
