Gene = CARD19
index = 278
Annotated 5SS: [  135 11599 14504 15721 16072]
Annotated 3SS: [11455 14349 15660 15999 16773]
SMsplice 5SS: [  135 11610 14504 16072]
SMsplice 3SS: [11455 14349 15999 16773]
top_k =  100
Partition function (log Z): -11.23384235832047

Sorted 5' Splice Sites (High to Low Probability):
Position 901: 0.9117939191933749
Position 135: 0.7239930279056721
Position 3624: 0.349613802292121
Position 3566: 0.20813151363000038
Position 380: 0.18858734557220347
Position 3244: 0.07721970745932205
Position 305: 0.04852803693470617
Position 603: 0.016936504653379456
Position 4830: 0.013343894562332058
Position 279: 0.013052232161725423
Position 5365: 0.008365666771072679
Position 8254: 0.0038224290849673903
Position 118: 0.0034574725716365346
Position 637: 0.0027268514134465953
Position 746: 0.0019984787765104936
Position 146: 0.001377098178055126
Position 423: 0.001084050011661796
Position 4527: 0.0009302439958291438
Position 353: 0.0008673845130665441
Position 465: 0.0008091984321252324
Position 116: 1.9561763677520813e-06
Position 199: 3.353121943297875e-07
Position 469: 8.576737096055452e-08
Position 47: 4.0900728933987064e-09
Position 33: 2.3104625217326526e-09
Position 122: 8.440102028861027e-10
Position 183: 3.050985662390707e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 16773: 0.898435992396031
Position 3480: 0.558182549818925
Position 707: 0.5190323596750159
Position 792: 0.302845430355187
Position 841: 0.0700675398104139
Position 9087: 0.062242493946059595
Position 3142: 0.04796042086650151
Position 3010: 0.029507356065429126
Position 4698: 0.027155185672136033
Position 5184: 0.01923628420512826
Position 765: 0.016287105541266795
Position 8071: 0.009720717265907928
Position 598: 0.0030134196867470033
Position 226: 0.0027056021986075155
Position 5244: 0.0022967071344418624
Position 4119: 0.0016173530263327441
Position 745: 0.0015576385926372948
Position 4381: 0.0010547898736681409
Position 2464: 0.0008301334886660239
Position 2708: 0.0006400739080225801
Position 1313: 0.00037915895565984525
Position 1526: 0.0003459999428200001
Position 3728: 0.0003005740123524283
Position 4447: 0.0002674305691195425
Position 269: 0.00025142652620148024
Position 1082: 0.0002181293711647589
Position 1349: 0.00012750676948860139
Position 506: 0.00010250177410414981
Position 241: 9.598881508817254e-05
Position 987: 7.223386179728255e-05
Position 541: 5.624744500523361e-05
Position 344: 1.0042473562562638e-05
Position 501: 9.529138799231623e-06
Position 216: 8.812192784872172e-06
Position 453: 2.335959288586848e-06
Position 302: 1.9791980799653113e-06
Position 602: 1.617738574606335e-06
Position 879: 5.746477661287292e-07
