Gene = BNIP1
index = 137
Annotated 5SS: [  115  2444  9899 14331 15537]
Annotated 3SS: [ 2350  9806 14228 15417 19209]
SMsplice 5SS: [  115  9899 15537]
SMsplice 3SS: [ 9806 15417 19209]
top_k =  100
Partition function (log Z): -5.449712287471895

Sorted 5' Splice Sites (High to Low Probability):
Position 9899: 0.9915471960938136
Position 115: 0.9774905574058607
Position 15537: 0.9226029021893535
Position 10691: 0.29432510896036307
Position 7180: 0.2853263792623709
Position 2444: 0.2768640426090244
Position 17896: 0.22858404539512478
Position 17631: 0.12111793580047851
Position 16520: 0.07164862505502184
Position 11584: 0.061306247839282055
Position 10579: 0.052091934842208226
Position 15503: 0.02504073072430161
Position 97: 0.022509404927512675
Position 10560: 0.011768482879951714
Position 1681: 8.373424508539106e-06
Position 2072: 4.666678838727835e-06
Position 494: 2.8582522424965832e-06
Position 2213: 6.940671933001206e-07
Position 650: 2.2208331535587742e-07
Position 1737: 2.1967023152750575e-07
Position 631: 1.6637199393203366e-07
Position 668: 1.5741805744091938e-07
Position 1824: 1.3062854113721015e-07
Position 1903: 1.3036958820902776e-07
Position 1991: 1.2430013300905452e-07
Position 170: 1.6545890522345743e-08
Position 174: 1.2483090205089312e-08
Position 65: 4.291506791065632e-09
Position 280: 2.283990670556562e-09
Position 55: 9.170143897600413e-10
Position 309: 8.236722819892579e-10
Position 242: 2.8239927308659424e-10
Position 258: 1.9370420686074667e-11
Position 272: 1.1646915297664966e-11
Position 269: 8.010339062802404e-12
Position 410: 3.446065877843216e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 9806: 0.9915471960938134
Position 15417: 0.9579525808913386
Position 19209: 0.8628976070123165
Position 17796: 0.33641033408494625
Position 10495: 0.32284395243041564
Position 7104: 0.2853263792623709
Position 2350: 0.1462659131741477
Position 2210: 0.13061032031324832
Position 17557: 0.12111793580047851
Position 16378: 0.07491552502478738
Position 11451: 0.061306247839282055
Position 10513: 0.035698575307032854
Position 15739: 0.0096664084201943
Position 15764: 0.003063637755316619
Position 17832: 0.0017392338260672122
Position 15628: 0.0008117261374014463
Position 6728: 3.561897585604434e-05
Position 404: 5.741046401935546e-06
Position 1799: 5.017000007451863e-06
Position 1629: 4.8705526887277935e-06
Position 2590: 4.8062329854437355e-06
Position 1736: 3.0435823756948627e-06
Position 1632: 2.246010400896281e-06
Position 221: 1.9085242176435694e-06
Position 333: 9.30315604115077e-07
Position 1532: 9.203517104229039e-07
Position 1949: 8.378253038545813e-07
Position 1587: 5.45032463944517e-07
Position 907: 5.059801252993322e-07
Position 2133: 2.8282849516732e-07
Position 364: 1.6756788602136047e-07
Position 535: 1.357957858221239e-07
Position 2093: 1.0665672618324353e-07
Position 484: 1.0501489154130676e-07
Position 1406: 1.1147476075118166e-08
Position 552: 1.1013774646983113e-09
