Gene = HYI
index = 669
Annotated 5SS: [ 395  604 1785 2055 2192 2342 2580]
Annotated 3SS: [ 491 1669 1975 2141 2271 2444 2677]
SMsplice 5SS: [ 395  604 1785 2055 2192 2342 2580]
SMsplice 3SS: [ 491 1669 1975 2141 2271 2444 2677]
top_k =  100
Partition function (log Z): 7.650286459846596

Sorted 5' Splice Sites (High to Low Probability):
Position 395: 0.9989978312728695
Position 2192: 0.9113277667399109
Position 2342: 0.8665158543352285
Position 604: 0.8329563241003999
Position 1785: 0.810542632833894
Position 2055: 0.7499556150430902
Position 2580: 0.6191542971873503
Position 2562: 0.34443855980399213
Position 577: 0.16412655754334513
Position 1895: 0.06389502289871134
Position 1379: 0.04735950569550983
Position 2162: 0.04208929740447412
Position 1360: 0.02145802746561236
Position 1087: 0.014297357069998125
Position 959: 0.0093554842171521
Position 2338: 0.00863766184652075
Position 1459: 0.005415006796750867
Position 2206: 0.0038527142155570632
Position 741: 0.0032381749449268966
Position 916: 0.0019536795361130405
Position 1555: 0.0019089773709013566
Position 655: 0.0013898329142205035
Position 1864: 0.0010850622650417532
Position 1401: 0.0008877992496599979
Position 734: 0.0008792000185054777
Position 1794: 0.00043127949968441495
Position 1882: 0.00042707600495292623
Position 265: 0.00032912920326228347
Position 373: 0.0002772994745737865
Position 315: 0.00023810166134601084
Position 1620: 0.0001923290299294087
Position 2256: 0.00015417978692742164
Position 1824: 0.00011658789721306474
Position 304: 5.387007475326427e-05
Position 572: 5.2062100227371186e-05
Position 21: 4.9512172455207554e-05
Position 87: 4.849289435927773e-05
Position 399: 4.168061820568331e-06
Position 1828: 3.510211661192282e-06
Position 46: 1.490706913030023e-06
Position 432: 1.4586079362177745e-07
Position 81: 8.639799039404329e-09
Position 225: 7.24581553230147e-09
Position 91: 6.25605076616781e-09
Position 456: 3.3454174445861534e-10
Position 34: 3.2954288838231414e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2141: 0.9799816000727223
Position 491: 0.9797414248691257
Position 2444: 0.955027501341872
Position 2677: 0.8975544315343751
Position 1669: 0.882881278126997
Position 2271: 0.8564409971624574
Position 1975: 0.3945497519841901
Position 1957: 0.31250082019325587
Position 1213: 0.06509892984773116
Position 2780: 0.021507952202503292
Position 494: 0.018155532607278802
Position 2455: 0.014023521294179398
Position 654: 0.013886335544025904
Position 2029: 0.011900696448272949
Position 1881: 0.011469854881464132
Position 2914: 0.010765824818909859
Position 2680: 0.009453697842485656
Position 2289: 0.009098099223022394
Position 984: 0.008901193791573605
Position 1554: 0.007394141372800984
Position 1276: 0.007134117658229352
Position 2917: 0.006891933382416495
Position 2887: 0.005598350059085336
Position 2723: 0.004904495593810066
Position 2972: 0.004760427515623061
Position 1978: 0.004421585430024157
Position 942: 0.00435226592136396
Position 2818: 0.004216702645926492
Position 2397: 0.00415368762032552
Position 1501: 0.004147695981328172
Position 2256: 0.002398652287616545
Position 2158: 0.0021341482693346034
Position 2464: 0.002015441421058122
Position 1999: 0.0016865588543419337
Position 887: 0.0013214819778178614
Position 1067: 0.001140466294064414
Position 1283: 0.0011040952586156446
Position 1008: 0.0010975886077350743
Position 1784: 0.000977697411982997
Position 2109: 0.000960865128059492
Position 541: 0.0006203235892424943
Position 1525: 0.00039676131783189105
Position 898: 0.0002611371421538678
Position 1215: 0.00022302586152534877
Position 1030: 0.00015989096588553994
Position 834: 0.00015078679963153983
Position 1513: 0.00014093279289122753
Position 2311: 0.00013647104823726972
Position 2147: 0.00013216197288999233
Position 2161: 0.00010368714275030074
Position 537: 5.969709755342834e-06
Position 958: 4.28400207794388e-06
Position 847: 2.5786888340003836e-06
Position 660: 2.289275129613108e-06
Position 843: 1.1768903274731266e-06
Position 914: 1.083071411916262e-06
Position 869: 8.419321112167399e-07
Position 474: 7.289976849742814e-07
Position 500: 7.005191814043096e-07
Position 1132: 6.654639833270705e-07
Position 193: 2.9439739048893932e-08
Position 587: 2.883640828491905e-08
Position 568: 2.7210586302109456e-08
Position 281: 2.0237235967614427e-08
Position 505: 1.5832167223677856e-08
Position 502: 1.4718431701916346e-08
Position 98: 1.0819960474196342e-08
Position 554: 5.443049986135337e-09
Position 556: 4.325282237549824e-09
Position 243: 2.52772848261547e-09
Position 324: 8.379823871726168e-10
