Gene = TRMT13
index = 1488
Annotated 5SS: [  153  3766  3923  6549  7089  7352  7857 10047 10981 15164]
Annotated 3SS: [ 3718  3855  6485  7018  7244  7688  9973 10905 14730 15461]
SMsplice 5SS: [  153  3766  3923  7089  7352  7857 10047 10981 15164]
SMsplice 3SS: [ 3718  3855  7018  7244  7701  9973 10905 14929 15461]
top_k =  100
Partition function (log Z): 4.425908265688972

Sorted 5' Splice Sites (High to Low Probability):
Position 7352: 0.9999999999999984
Position 10981: 0.9991584378791346
Position 10047: 0.9717341830867098
Position 7089: 0.9222629584932179
Position 7857: 0.8777307317083703
Position 15164: 0.8582682803403061
Position 3923: 0.793771115429546
Position 3766: 0.5470891400837261
Position 153: 0.5256509337996138
Position 14372: 0.3814318803939027
Position 2715: 0.2963462949871195
Position 158: 0.23104789766501654
Position 3961: 0.20622888457045227
Position 12487: 0.20454871827216622
Position 208: 0.1520703783881879
Position 191: 0.07350045933023361
Position 15365: 0.061543221150394095
Position 2502: 0.040087509348344694
Position 7591: 0.033938741632379366
Position 14930: 0.027703828970565128
Position 10692: 0.022596042884047984
Position 8330: 0.020386627029755897
Position 411: 0.010265796946919549
Position 14423: 0.008031737429381316
Position 7839: 0.006626488541095779
Position 8022: 0.005010801812719033
Position 55: 0.003398748358943613
Position 89: 0.003006698888259763
Position 204: 0.002482493771107336
Position 10678: 0.0021289980381713875
Position 1572: 0.0013379635451170409
Position 8989: 0.0012592730819739324
Position 102: 0.0011313256539987326
Position 10969: 0.0008415621208633493
Position 130: 9.891570396802372e-06
Position 64: 1.3960894849056504e-06
Position 199: 6.186833119192959e-07
Position 105: 2.9800868937630494e-07
Position 155: 2.858862524333031e-07
Position 40: 3.617435734350952e-08
Position 127: 1.8897024536363224e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7018: 0.9288319482146989
Position 9973: 0.9126586476613782
Position 10905: 0.8864051099870436
Position 3855: 0.8362874253204702
Position 15461: 0.7841490454493897
Position 7244: 0.7743178332257568
Position 14929: 0.7207687382636174
Position 3718: 0.619223226138053
Position 7701: 0.5767634054304951
Position 14244: 0.3277261057519725
Position 2641: 0.2805369617634742
Position 14730: 0.21987704580791984
Position 7286: 0.21911317705276068
Position 12401: 0.15015137959287492
Position 7659: 0.1364476168466834
Position 10879: 0.10402468142552967
Position 15277: 0.07979948058325433
Position 16115: 0.07245396296331762
Position 3610: 0.06647737201060805
Position 14210: 0.06553227621496868
Position 7803: 0.05883318488070165
Position 12301: 0.05703523224576275
Position 9923: 0.0549297723123677
Position 7721: 0.049412259950749576
Position 2455: 0.04206805399376304
Position 10589: 0.030062699362206673
Position 7453: 0.029504426738457094
Position 3755: 0.025101116614593168
Position 7688: 0.022024002214959974
Position 7681: 0.021928170343817527
Position 15817: 0.020809843786270342
Position 8082: 0.018318156096984634
Position 16807: 0.016081516946170375
Position 16040: 0.01502562885058052
Position 7486: 0.010651882115160934
Position 2580: 0.010342624836144343
Position 7550: 0.007278658202762962
Position 7980: 0.00707927274549029
Position 7612: 0.005452355158056564
Position 9939: 0.0041457631129642025
Position 2397: 0.0034861637420826558
Position 16151: 0.0026403612354980966
Position 10808: 0.0023516746780370594
Position 12906: 0.0023395582484492957
Position 240: 0.0023212403872439986
Position 15643: 0.0021584251562224432
Position 15570: 0.0020781560979734035
Position 10849: 0.0018808754694010364
Position 13912: 0.0016194125875548808
Position 8850: 0.0012592730819739324
Position 13363: 0.000684442190144755
Position 1340: 0.0005258333169444449
Position 1468: 0.00047346677237787837
Position 11686: 0.000248815917483878
Position 1282: 0.00021732810250003274
Position 11052: 0.00017944858848636903
Position 11127: 0.00016879007880321874
Position 291: 0.0001393696832484627
Position 1266: 0.0001213353532946854
Position 270: 0.0001066680413062967
