Gene = PM20D1
index = 1044
Annotated 5SS: [  214  2233  4793  5307  6031  6451  7442  7964  8307  9866 17520 19838]
Annotated 3SS: [ 2145  4559  5219  5899  6330  7365  7901  8227  9793 17350 19737 21373]
SMsplice 5SS: [  214  2233  5307  6451  7442  8307  9401  9866 17520 17721 19838]
SMsplice 3SS: [ 2145  5219  6330  7365  8227  9332  9793 17433 17605 19737 20027]
top_k =  100
Partition function (log Z): 5.161359883005252

Sorted 5' Splice Sites (High to Low Probability):
Position 9866: 0.9996060574958215
Position 19838: 0.9799626830758466
Position 6451: 0.9788130808057763
Position 8307: 0.9346022970664626
Position 7442: 0.9317680729984531
Position 5307: 0.9311921478005893
Position 2233: 0.870508486908535
Position 9401: 0.8444036867574467
Position 214: 0.6503193722988643
Position 4715: 0.48353185649383906
Position 17721: 0.3437508016433341
Position 56: 0.33835060407254247
Position 20285: 0.20691004346437886
Position 6031: 0.15005991137294228
Position 13229: 0.12829144941209025
Position 7964: 0.11059127837736561
Position 21282: 0.10062839352081324
Position 9405: 0.09389572336930249
Position 2258: 0.047508213073025
Position 7512: 0.04634440445308255
Position 21291: 0.043751096854997146
Position 21278: 0.039307433572461636
Position 20101: 0.03868303636056455
Position 9581: 0.01740415628234874
Position 9009: 0.014350329195703703
Position 4793: 0.013856132094691512
Position 8563: 0.013148439143944094
Position 1557: 0.011158536345705827
Position 1548: 0.011056045936815735
Position 426: 0.00967456290070558
Position 15: 0.006138498740494558
Position 7500: 0.006061396334357112
Position 251: 0.005247133792096276
Position 7243: 0.004880411260032851
Position 7454: 0.0034964022866366645
Position 8158: 0.003136434656453869
Position 8154: 0.0026339470326778376
Position 4883: 0.0023423122050557532
Position 170: 0.0023091745651401766
Position 640: 0.0016609218700738239
Position 271: 0.0016181567645618157
Position 1378: 0.0015287245989117695
Position 6631: 0.0013451052140248697
Position 7615: 0.0013371882787761844
Position 1789: 0.0012701538756825612
Position 4870: 0.001097763727370892
Position 7868: 0.0008266027188818387
Position 4688: 0.0006892938002659592
Position 3055: 0.00018995818570190473
Position 3424: 0.00010412498168463748
Position 4400: 9.30087282449052e-05
Position 2601: 8.56934206906586e-05
Position 5351: 8.442469490583421e-05
Position 78: 4.954727643508941e-06
Position 224: 3.1331429872893578e-06
Position 108: 2.6109204068391513e-06
Position 189: 7.302942558521585e-07
Position 152: 4.266336536906476e-08
Position 66: 2.2068073662668877e-08
Position 60: 1.2566957742638794e-08
Position 96: 2.337991405513004e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 9793: 0.9825050680332033
Position 19737: 0.9799626830758466
Position 7365: 0.9606120988897058
Position 8227: 0.9359788902051638
Position 2145: 0.9131056420134531
Position 6330: 0.6692476768252641
Position 5219: 0.6507918010216059
Position 9332: 0.5793989822218336
Position 4559: 0.47042775468469933
Position 21373: 0.4427264091230503
Position 17605: 0.3486276839753842
Position 21144: 0.33805677517689153
Position 20027: 0.28957360721593817
Position 20215: 0.28098364741546356
Position 9292: 0.24392123906126864
Position 6244: 0.19393776173271743
Position 5899: 0.15005991137294233
Position 5035: 0.1456874733996133
Position 12998: 0.12829144941209025
Position 9254: 0.12158108948610238
Position 5064: 0.12116609469515188
Position 6199: 0.08581481880056273
Position 7901: 0.08561608301126557
Position 20258: 0.057902247917717836
Position 7310: 0.02839536546159934
Position 4571: 0.02582538438149784
Position 6218: 0.024617381722973782
Position 1451: 0.019311541344763376
Position 9812: 0.017493593461856097
Position 5099: 0.01363120337912411
Position 7711: 0.012872952579938285
Position 8409: 0.011761947342141341
Position 7758: 0.011038867026144646
Position 17808: 0.011012150921154698
Position 9563: 0.0070223411139396655
Position 8927: 0.00605790021206971
Position 8021: 0.005779960636955498
Position 4637: 0.005264219255026216
Position 6174: 0.005195441724258963
Position 7091: 0.004880411260032851
Position 170: 0.004704869808805482
Position 8694: 0.004558017459797169
Position 115: 0.004475568681213197
Position 270: 0.00397096834833236
Position 9503: 0.0037812530308934194
Position 8828: 0.0037344115238368216
Position 2176: 0.0035442380511379232
Position 303: 0.0023360683351893088
Position 7761: 0.001889978478898961
Position 1359: 0.0016923491999391868
Position 6549: 0.0013451052140248697
Position 12330: 0.0011830514675792204
Position 318: 0.0010426060707460242
Position 2156: 0.0009197687881966786
Position 1377: 0.000846168939684945
Position 12171: 0.0006921089684920145
Position 1616: 0.0006847983152967767
Position 13849: 0.0006681426117182414
Position 1652: 0.0005853555603857844
Position 1998: 0.00044705112877194586
Position 10437: 0.00043851569799850627
Position 12370: 0.00038737961263531464
Position 12510: 0.0003851428083470644
Position 1411: 0.00036452279813405206
Position 175: 0.00032857708078639047
Position 3371: 0.00010412498168463756
Position 4198: 9.30087282449052e-05
Position 2733: 6.791529588458169e-05
Position 2856: 4.8183598827060424e-05
Position 2546: 4.373026671204786e-05
Position 2353: 4.196315397861072e-05
Position 2659: 4.1808427945341026e-05
Position 3008: 3.205086304492154e-05
Position 8461: 2.0301407387270042e-07
Position 8489: 1.1670120356790469e-07
