Gene = BCL10
index = 129
Annotated 5SS: [ 795 6473]
Annotated 3SS: [6183 9107]
SMsplice 5SS: [ 795 5982 6473]
SMsplice 3SS: [5882 6183 7875]
top_k =  100
Partition function (log Z): -10.078248507535333

Sorted 5' Splice Sites (High to Low Probability):
Position 795: 0.9285793221365696
Position 6473: 0.8185200639994972
Position 5982: 0.461791167022236
Position 3902: 0.11394355242550101
Position 569: 0.10710488366773731
Position 160: 0.10044627121085835
Position 3952: 0.08818045347537087
Position 2147: 0.0355657083687006
Position 7616: 0.024734518781435743
Position 4001: 0.020305468564775015
Position 192: 0.016713321421792174
Position 1928: 0.00797225018283631
Position 6359: 0.005247413399304351
Position 359: 0.0036968696728121165
Position 2519: 0.002223576205970708
Position 1681: 0.0014737288618065312
Position 71: 0.0013435517342499396
Position 1291: 0.0012405130359219223
Position 2257: 0.001077979660941462
Position 57: 0.0008259301968663202
Position 896: 0.0005308472965075728
Position 2296: 0.00039808206825598
Position 1362: 0.00024113415306773917
Position 1870: 1.7049182402561e-05
Position 134: 5.910265139050331e-08
Position 47: 5.101178991881684e-08
Position 124: 4.933054819985824e-08
Position 95: 1.9656770008550094e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6183: 0.8529206668125716
Position 5882: 0.44226134112790366
Position 7875: 0.42072077613459435
Position 9107: 0.2809922194598202
Position 3761: 0.22540327717421893
Position 659: 0.1224882549799822
Position 9695: 0.08071662453968645
Position 8081: 0.043848386016186576
Position 2064: 0.043367120112915894
Position 7385: 0.04181652353597404
Position 2382: 0.04159557092879799
Position 8823: 0.037207233413661674
Position 714: 0.02674321264637653
Position 5731: 0.02411057446733807
Position 9140: 0.012219934176465965
Position 717: 0.010938080091551622
Position 3790: 0.009099627027450844
Position 8324: 0.007235416282929039
Position 1685: 0.006277594588921996
Position 1777: 0.004271423069220666
Position 6558: 0.0025868327075785134
Position 1502: 0.0024932246129184474
Position 1870: 0.0011423365657091651
Position 2191: 0.0004228017648910511
Position 2430: 0.0003875560465703171
Position 523: 0.00028079264991097365
Position 1414: 0.00021290123266940952
Position 1596: 0.00010598116465958451
Position 677: 9.506553159549554e-05
Position 692: 7.456220121728449e-05
Position 1727: 3.21858433170544e-05
Position 307: 1.781941302610564e-05
Position 673: 1.7304298269773506e-05
Position 599: 1.3709146245187152e-05
Position 1147: 1.1633967972017187e-05
Position 1169: 7.283980493935134e-06
Position 1115: 6.7742333996618216e-06
Position 1143: 6.076490761713765e-06
Position 1103: 5.504015589151232e-06
Position 993: 5.269089375150556e-06
Position 546: 3.9860638399782e-06
Position 666: 3.801220565688634e-06
Position 1543: 2.8833920614713206e-06
Position 767: 1.91659122316979e-06
Position 770: 1.7770167459280328e-06
