Gene = IZUMO3
index = 723
Annotated 5SS: [ 253  465  705 1476 2013]
Annotated 3SS: [ 389  614 1394 1921 2308]
SMsplice 5SS: [ 465  705 1476 2013]
SMsplice 3SS: [ 614 1394 1921 2308]
top_k =  100
Partition function (log Z): 5.890444511619474

Sorted 5' Splice Sites (High to Low Probability):
Position 705: 0.9916804785704312
Position 2013: 0.9106898334830599
Position 465: 0.6202797819206074
Position 1476: 0.5445484392643802
Position 253: 0.4940005773706073
Position 1491: 0.41278459935291995
Position 1129: 0.24921346905067657
Position 470: 0.2056366871346827
Position 1061: 0.08752301475419469
Position 219: 0.08713759448201426
Position 2195: 0.030407050676270617
Position 934: 0.02103205930073461
Position 1331: 0.014530727417591746
Position 349: 0.010113439028391858
Position 1450: 0.008518728495208443
Position 817: 0.0073657040015594165
Position 1987: 0.0029392507802309476
Position 401: 0.0026287762800294803
Position 490: 0.002025312865418825
Position 15: 0.0018900699345508693
Position 31: 0.001309789586126799
Position 2000: 0.0010181479404878673
Position 97: 0.00075470466580081
Position 1593: 0.000684523838514887
Position 835: 0.0005601478363370408
Position 246: 0.0004594969322264499
Position 709: 0.00029671553292919906
Position 41: 0.00026770464533852037
Position 325: 0.00022726333162515906
Position 2043: 0.0001943084060942801
Position 367: 0.00018277720704877893
Position 392: 0.0001603087181190808
Position 409: 9.36980911424112e-05
Position 229: 8.610441988881282e-05
Position 88: 7.755915290774413e-05
Position 248: 7.135963425143481e-05
Position 483: 5.886993473750236e-05
Position 494: 4.352990124692366e-05
Position 38: 3.574815396066677e-05
Position 278: 3.556286535061165e-05
Position 156: 2.3104211828772972e-05
Position 421: 1.958796632709907e-05
Position 404: 1.2976035462473699e-05
Position 120: 5.087915351520486e-06
Position 737: 7.518309496671889e-07
Position 78: 7.024844051880525e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 614: 0.9931216350694424
Position 2308: 0.9752445715104732
Position 1921: 0.9620504591481819
Position 1394: 0.9236995858330378
Position 389: 0.4050134917771524
Position 915: 0.3490011352423758
Position 346: 0.021307387847013026
Position 1256: 0.016176585005026643
Position 1449: 0.0143586508169254
Position 1212: 0.011080044093730767
Position 2335: 0.007178749766135484
Position 1406: 0.006548799023613126
Position 1174: 0.005545324785829641
Position 894: 0.004167741113158535
Position 632: 0.0034062015792678947
Position 400: 0.0031168130650248652
Position 1217: 0.0031049446422821403
Position 1043: 0.0031048163775049225
Position 927: 0.001616261815969143
Position 568: 0.000884620900569405
Position 2104: 0.0006449250364895693
Position 968: 0.0005357456145910014
Position 114: 0.0003153738747442761
Position 397: 0.00023516495647334942
Position 637: 3.601737635344227e-05
Position 793: 2.2313703726115532e-05
Position 188: 2.009526778801658e-05
Position 2345: 1.4856857148649587e-05
Position 300: 1.4667216534585439e-05
Position 409: 1.2611679074082576e-05
Position 153: 1.0097856081946541e-05
Position 729: 9.867670791491286e-06
Position 505: 9.774847978838364e-06
Position 934: 7.013990673348367e-06
Position 490: 5.94138351095734e-06
Position 1093: 2.380939282824783e-06
Position 875: 5.260825475358461e-07
Position 833: 2.2860184994996824e-07
Position 427: 7.574105685734545e-09
