Gene = ALG2
index = 73
Annotated 5SS: [410]
Annotated 3SS: [3119]
SMsplice 5SS: [410]
SMsplice 3SS: [3469]
top_k =  100
Partition function (log Z): -7.698906261782028

Sorted 5' Splice Sites (High to Low Probability):
Position 410: 0.9799270059462267
Position 3656: 0.2000505077683347
Position 978: 0.17340847911779306
Position 2976: 0.03703854983505406
Position 3574: 0.024444823099564996
Position 2969: 0.01721885853988902
Position 263: 0.015216114958866043
Position 3674: 0.009753799000118607
Position 4017: 0.00849857487547492
Position 3045: 0.005218760833492059
Position 33: 0.003974094658038645
Position 1218: 0.003487461302258071
Position 110: 0.0027544962029276946
Position 694: 0.00252124779056836
Position 635: 0.0023817217126219873
Position 544: 0.0013687913326481875
Position 645: 0.0009201746465655449
Position 505: 0.00042612931687453776
Position 400: 0.00036261488244613915
Position 395: 0.00029148389960945517
Position 439: 0.00020895788718439066
Position 106: 0.00016327956677652066
Position 95: 0.00012179452294404434
Position 683: 8.145727095613985e-05
Position 535: 8.089794454009384e-05
Position 392: 6.801653152945408e-05
Position 40: 5.273115868764757e-05
Position 726: 4.6372678219164555e-05
Position 45: 4.6089017430215513e-05
Position 237: 1.1954992271186561e-05
Position 115: 9.78860805042897e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3469: 0.497910651570831
Position 818: 0.3187577209220359
Position 4194: 0.20298117649761588
Position 3882: 0.11756990688818865
Position 2861: 0.09285524736016013
Position 3573: 0.0905165913958051
Position 3119: 0.05919119909289223
Position 3712: 0.01981937187928944
Position 3921: 0.015809895677227747
Position 1182: 0.014911801512273627
Position 3192: 0.009275319033594659
Position 3138: 0.009057642656958109
Position 2457: 0.0074941516549496745
Position 184: 0.005372802935183479
Position 1217: 0.004797255518018438
Position 1831: 0.0040142640081308675
Position 573: 0.00383659213972841
Position 1147: 0.0033110206239161666
Position 1344: 0.0031684587960143042
Position 855: 0.002107341164491811
Position 3238: 0.00207326873866444
Position 619: 0.0016174649577003737
Position 128: 0.001399319833123129
Position 1009: 0.0009275198288853937
Position 514: 0.0005902204995373576
Position 681: 0.0004316574478569521
Position 596: 0.00015359747107014847
Position 385: 7.219649348581745e-05
Position 590: 3.565204740464432e-05
Position 488: 1.61084225644984e-05
Position 634: 1.4960257992130774e-05
Position 851: 1.4103959103892013e-05
Position 198: 1.0888263276796905e-05
Position 205: 9.369543711273283e-06
Position 103: 6.393729761866091e-06
Position 249: 5.728039291644346e-06
Position 382: 4.903007912555321e-06
Position 874: 4.034464282109885e-06
Position 871: 4.218177867000545e-07
