Gene = MOBP
index = 853
Annotated 5SS: [   61 12444 34596 35197]
Annotated 3SS: [12359 34385 34782 45702]
SMsplice 5SS: [   61 12444 32388 34596]
SMsplice 3SS: [12359 32329 34500 45702]
top_k =  100
Partition function (log Z): -24.725309338750513

Sorted 5' Splice Sites (High to Low Probability):
Position 61: 0.9999574033337916
Position 12444: 0.9119056159866114
Position 13536: 0.05768987054519799
Position 4170: 0.008206720033609524
Position 837: 0.007402603719671947
Position 2723: 0.005208134962531144
Position 2822: 0.004265223844773117
Position 6505: 0.00251001500318714
Position 375: 0.0017491620305769456
Position 841: 0.00037819483358193784
Position 247: 9.793764980135822e-05
Position 790: 4.090977113442664e-05
Position 172: 4.7015730743543295e-06
Position 17: 4.679171057989966e-06
Position 78: 3.722757157590423e-08
Position 124: 4.839495209131621e-09
Position 134: 4.265530004082297e-09
Position 34: 3.894220410549043e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 12359: 0.9236726960792405
Position 12659: 0.23189942934050461
Position 17128: 0.22159642848604993
Position 17954: 0.13728493431042035
Position 13837: 0.09200969269873424
Position 13438: 0.08789790205675034
Position 9244: 0.04640114374517097
Position 14258: 0.043986215135896296
Position 13076: 0.0375158705126564
Position 14014: 0.02958034424425658
Position 13474: 0.02786651231607891
Position 13640: 0.023702783848778813
Position 12616: 0.019052147457156946
Position 12954: 0.017203226124525725
Position 4051: 0.010229243535175818
Position 495: 0.007392002284907089
Position 2650: 0.006507221798798934
Position 159: 0.006036452109859137
Position 9912: 0.0037657619708374784
Position 472: 0.003549445489858733
Position 6269: 0.0031014883229987184
Position 2749: 0.002980861540415137
Position 8338: 0.002540561898960568
Position 4578: 0.0019708628885071276
Position 7581: 0.0017903160714212614
Position 1804: 0.0016282943384651933
Position 3427: 0.0013119313963675338
Position 612: 0.0010014231006905542
Position 763: 0.0009724933176908651
Position 5563: 0.0009278882013580045
Position 3915: 0.0006338306362916202
Position 1881: 0.000633069969123686
Position 2548: 0.0006242337476964653
Position 711: 0.0003986626174515704
Position 863: 0.000392988218489251
Position 817: 0.0003856921572771084
Position 566: 0.0003649177614754075
Position 683: 0.0001968430812941204
Position 329: 0.00018077665611547112
Position 181: 8.45424098218556e-05
Position 1767: 7.117154626000121e-05
Position 176: 4.007424559729793e-05
Position 254: 3.353210599081372e-05
Position 339: 4.091454007134514e-06
Position 304: 3.608697603145252e-07
Position 310: 3.222163686475457e-07
Position 367: 2.08533132465734e-07
Position 186: 8.220742842312949e-08
Position 219: 8.118233038736664e-08
Position 224: 7.402391405160184e-08
Position 211: 6.099052615583966e-08
Position 204: 9.66969144468561e-09
Position 363: 9.01908958875551e-09
Position 347: 8.853433248352911e-09
