Gene = YARS
index = 1583
Annotated 5SS: [  966  7243  7563 11672 20391 26992 31214 31792 35750 37106 38069 38772]
Annotated 3SS: [ 7095  7386 11541 20309 26898 31077 31705 35613 37007 37874 38629 42061]
SMsplice 5SS: [  429  7243  7563 11672 16734 20391 26992 31214 31792 35750 37106 38772]
SMsplice 3SS: [ 7095  7386 11541 16575 20309 26898 31077 31705 35613 37007 38629 38910]
top_k =  100
Partition function (log Z): 0.7855752293610079

Sorted 5' Splice Sites (High to Low Probability):
Position 20391: 0.9999950299174875
Position 31214: 0.9999656691726199
Position 35750: 0.9981429936907854
Position 7563: 0.9953334382138848
Position 7243: 0.9943331858047069
Position 11672: 0.9890538592267664
Position 31792: 0.9770077030841857
Position 38772: 0.9769717581038745
Position 16734: 0.6133206832103903
Position 37106: 0.5864109416194083
Position 429: 0.4549347907678126
Position 1340: 0.3716947143138272
Position 16738: 0.2816871811829283
Position 243: 0.2165654969951014
Position 20046: 0.17039827743078179
Position 37150: 0.15753242897950423
Position 20033: 0.14837218850021905
Position 966: 0.12922528785305928
Position 850: 0.0969924940674987
Position 11878: 0.07959202019304727
Position 1116: 0.05978327178486121
Position 7968: 0.05640039510225581
Position 16353: 0.05528520236897538
Position 11280: 0.055238788878858004
Position 1804: 0.054843724516168334
Position 9223: 0.050920122400482305
Position 38230: 0.039987172143718414
Position 5814: 0.0398019194549526
Position 11450: 0.028547744179574598
Position 775: 0.020609839950201526
Position 16890: 0.01935596936815989
Position 16839: 0.018472382513521735
Position 10537: 0.012154386193633293
Position 38069: 0.007059848289917412
Position 7236: 0.0026738249206767557
Position 11618: 0.0025751861970963624
Position 11627: 0.0017327893640406954
Position 7238: 0.0014015919092292039
Position 275: 0.0012227411461058306
Position 37941: 0.0005391869426347354
Position 16699: 0.0002741965156714609
Position 7: 0.0001209799147854126
Position 7462: 2.8414496487675424e-05
Position 57: 8.968763702247876e-06
Position 20434: 4.875717718978866e-06
Position 256: 1.8342881671480664e-06
Position 343: 9.08162044246157e-09
Position 559: 8.749268877357459e-09
Position 377: 7.055234571316165e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 20309: 0.9999999056352064
Position 31077: 0.9999656691726199
Position 7095: 0.9984086026791243
Position 11541: 0.9933618347879036
Position 31705: 0.9770077030841857
Position 35613: 0.9694509554785526
Position 7386: 0.9527411598938026
Position 16575: 0.9331104127906718
Position 37007: 0.6980864549337725
Position 38629: 0.5742099481101186
Position 38910: 0.5004801338674129
Position 38673: 0.4064207314600549
Position 19751: 0.3187705602957955
Position 42061: 0.17937362800804546
Position 1242: 0.11020020515743646
Position 42264: 0.08138449161221134
Position 1152: 0.07546732796476642
Position 11208: 0.07394984834153985
Position 42228: 0.06507313457723811
Position 16292: 0.05528520236897538
Position 1646: 0.05155928229533648
Position 36969: 0.04713656934475331
Position 9164: 0.0466768166638323
Position 38156: 0.046317262819562895
Position 7453: 0.04260701460991079
Position 1216: 0.04142422434104384
Position 339: 0.041352642361016406
Position 5699: 0.0398019194549526
Position 11790: 0.03903970081208284
Position 7821: 0.037757896568860826
Position 336: 0.03609977631204144
Position 42481: 0.034339015754870694
Position 35579: 0.03047401214222266
Position 11765: 0.027367781591333035
Position 1183: 0.024549704265128793
Position 42432: 0.019447395846975128
Position 7878: 0.018641691113452052
Position 311: 0.01740081873471084
Position 38927: 0.014420654173503418
Position 40380: 0.014288493094018471
Position 42596: 0.01286597169170055
Position 10429: 0.012154386193633293
Position 40142: 0.010787400193041476
Position 38977: 0.009860017686679816
Position 11082: 0.00983668471689277
Position 37874: 0.008561016808720609
Position 39031: 0.008314113558241633
Position 40016: 0.006917756708651625
Position 39067: 0.004978391480224772
Position 11813: 0.004692880319934717
Position 39147: 0.004457418861115993
Position 365: 0.00438123958496834
Position 11727: 0.00430797556113706
Position 9115: 0.004243305736650008
Position 11842: 0.004183681908559637
Position 41213: 0.004157327345406702
Position 41263: 0.0036933444401485633
Position 1672: 0.003284442220831829
Position 40036: 0.003041804106662962
Position 39916: 0.0027675219162886194
Position 40358: 0.0021687867811873603
Position 39480: 0.0018425414796118395
Position 39809: 0.001253003109621708
Position 965: 0.0002222900480861569
Position 32082: 4.0701551843763254e-05
Position 20514: 2.121041999958444e-05
Position 1004: 2.0811472124103224e-05
Position 769: 1.491702985616144e-05
Position 7524: 1.3678162147357532e-05
Position 24521: 1.2212427530273592e-05
Position 626: 8.61460324384886e-06
Position 761: 6.433259371077695e-06
Position 424: 5.922325942700464e-06
Position 646: 5.517271507741725e-06
Position 24478: 8.136150562524314e-07
Position 7736: 8.074199429157437e-07
