Gene = OGG1
index = 983
Annotated 5SS: [ 480 1249 2006 4942 6678 6873]
Annotated 3SS: [1000 1825 4759 6526 6822 7099]
SMsplice 5SS: [ 480 2006 4942 6678]
SMsplice 3SS: [1825 4759 6557 7099]
top_k =  100
Partition function (log Z): -0.09786177766361037

Sorted 5' Splice Sites (High to Low Probability):
Position 4942: 0.997456437734207
Position 480: 0.9328582247384127
Position 2006: 0.9316254312428819
Position 6678: 0.7246965218628255
Position 854: 0.3813572659604026
Position 6873: 0.28309170114651533
Position 1249: 0.15747508579290811
Position 2196: 0.0881137485036467
Position 812: 0.07509438358392583
Position 4553: 0.06798191024570227
Position 188: 0.054761812240601594
Position 1641: 0.053265668847537674
Position 2014: 0.053152297509219855
Position 305: 0.04962718427895731
Position 215: 0.0420218454074636
Position 4645: 0.01720089966476541
Position 741: 0.015351641828171154
Position 828: 0.015290158248846313
Position 2010: 0.01272564452501019
Position 4271: 0.00849002690072441
Position 1679: 0.00809855752877847
Position 613: 0.005964116417877915
Position 859: 0.0037386700215590986
Position 589: 0.0027583352136351966
Position 53: 0.0024591915233859803
Position 551: 0.0012161431388393658
Position 1157: 0.0006521878393025047
Position 201: 0.0005694353006021647
Position 656: 0.0005616365477190112
Position 233: 0.0005231057299315097
Position 251: 0.0001798695694123936
Position 20: 0.000128633112710296
Position 257: 0.00010015130728382559
Position 328: 7.862940906697792e-05
Position 298: 6.563955287546314e-05
Position 9: 6.0543419357910715e-05
Position 274: 4.856774977067874e-05
Position 12: 2.3583560376844023e-05
Position 231: 1.5435730476399797e-05
Position 254: 1.3606799230141968e-05
Position 642: 1.0383318403320415e-05
Position 263: 7.136089535240779e-06
Position 218: 5.6627372203472e-06
Position 670: 2.9472238038282466e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 4759: 0.9999920064082954
Position 1825: 0.995287459780802
Position 6557: 0.40623188651511566
Position 720: 0.40125793316230385
Position 7099: 0.3831031082737332
Position 7116: 0.302301705451492
Position 6526: 0.15881296539234338
Position 6503: 0.15022461218674374
Position 6950: 0.14009198850901733
Position 6822: 0.12489781391187253
Position 368: 0.10266274259160743
Position 4435: 0.08519080350217206
Position 6742: 0.08081874429089232
Position 6757: 0.06366908040021235
Position 1501: 0.05716933020098787
Position 2086: 0.05534088485813969
Position 1067: 0.05331233200642017
Position 740: 0.04930481583574753
Position 1000: 0.04837891037401819
Position 716: 0.04814895785106347
Position 6783: 0.04387098236498718
Position 2120: 0.03277286364550702
Position 6899: 0.030581327438732705
Position 6993: 0.030529647373719923
Position 5303: 0.026260411515012863
Position 6618: 0.020215580547471537
Position 1101: 0.01817266701115689
Position 6915: 0.011259590214251942
Position 6920: 0.011168913253446022
Position 391: 0.008571551624966893
Position 4167: 0.00849002690072441
Position 5541: 0.006504339880153114
Position 5330: 0.00537863005777497
Position 7027: 0.005050147528951822
Position 1104: 0.004516315162113788
Position 1539: 0.004194896175328278
Position 308: 0.0031407444580606536
Position 5144: 0.0027745236879694983
Position 647: 0.002284458776890905
Position 1790: 0.0021171718966262994
Position 1041: 0.0018945577371117625
Position 5480: 0.0014986619496540417
Position 438: 0.0011583184826372422
Position 787: 7.429684886043573e-05
Position 744: 6.70854293120339e-05
Position 292: 6.353491930513586e-05
Position 1787: 5.025551428896124e-05
Position 1749: 4.84860853942771e-05
Position 170: 6.968745417080923e-06
Position 558: 5.0221693167889875e-06
Position 121: 1.4680849086135874e-10
Position 226: 5.894674064108762e-11
