Gene = ICMT
index = 674
Annotated 5SS: [ 224 1055 2467 4039]
Annotated 3SS: [  965  2296  3820 10677]
SMsplice 5SS: [ 224  441 1055 4039]
SMsplice 3SS: [  314   965  3820 14017]
top_k =  100
Partition function (log Z): -9.936319566836765

Sorted 5' Splice Sites (High to Low Probability):
Position 4039: 0.9306941191336288
Position 224: 0.8220416504638262
Position 1055: 0.7970840293089642
Position 441: 0.6453311697917254
Position 3627: 0.3920384493509305
Position 1536: 0.15569985191165156
Position 2467: 0.11225836569692312
Position 1357: 0.08564681147123455
Position 901: 0.04063857142228935
Position 719: 0.016667843926141086
Position 493: 0.01252353985109134
Position 544: 0.0073313508832301665
Position 405: 0.006893752094098057
Position 353: 0.006835386516128391
Position 660: 0.005135996088504878
Position 457: 0.003710600263908034
Position 524: 0.00286685175150222
Position 804: 0.002094715812832936
Position 3978: 0.001862893348481699
Position 879: 0.0016520220502359826
Position 723: 0.0010586587824154318
Position 1109: 0.001036002991202518
Position 107: 0.00012211575799861402
Position 269: 6.44669117753497e-06
Position 12: 9.505493175209441e-07
Position 409: 6.349335596591055e-07
Position 72: 4.667769719148624e-07
Position 287: 3.074556168914457e-07
Position 347: 1.332062031070402e-07
Position 170: 1.0565953384675137e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3820: 0.9742663457011358
Position 965: 0.7626473801574196
Position 14017: 0.6718214075312015
Position 314: 0.5421480182779244
Position 3500: 0.3622195116122358
Position 10677: 0.1637892029193718
Position 1288: 0.14985669175703606
Position 2296: 0.11568209512660198
Position 1428: 0.053070403794146744
Position 854: 0.04579211406695931
Position 6200: 0.04257792063140395
Position 10460: 0.03666252768599781
Position 3516: 0.03469243111565751
Position 3741: 0.01537346985274958
Position 1203: 0.014585967600235944
Position 745: 0.013221453011715248
Position 1487: 0.01239162066193188
Position 523: 0.007486750818450398
Position 6196: 0.00728172271778455
Position 1452: 0.007101741277999198
Position 8753: 0.005903804317422219
Position 1257: 0.0027737774495751114
Position 1304: 0.002356944807493177
Position 4192: 0.0018269635158073012
Position 4283: 0.0017667183733259709
Position 352: 0.0011857083613493003
Position 4906: 0.0009267447897944169
Position 593: 0.0007812890003907756
Position 826: 0.0003908722631942693
Position 1218: 0.00023181224972975193
Position 1154: 0.00020379282070956742
Position 900: 0.00010592432902882725
Position 969: 9.732317564266774e-05
Position 423: 9.248006944004933e-06
Position 492: 3.709051225005722e-06
Position 347: 2.3612992468633685e-07
Position 432: 5.928028843347246e-08
Position 402: 5.2490670307442557e-08
Position 359: 2.283737298061244e-08
Position 437: 7.579915927478303e-09
Position 405: 6.793558921942842e-09
