Gene = MXRA8
index = 901
Annotated 5SS: [  80 1855 3086 3292 3854 4182 4343 4506 4688]
Annotated 3SS: [1830 2782 3189 3382 4025 4302 4428 4606 4905]
SMsplice 5SS: [  80 3086 3292 4182 4343 4506 4688]
SMsplice 3SS: [2782 3189 4025 4302 4428 4606 4905]
top_k =  100
Partition function (log Z): 2.106815395455041

Sorted 5' Splice Sites (High to Low Probability):
Position 80: 0.97074311916064
Position 4688: 0.9478054828974323
Position 3292: 0.9324755434575744
Position 4182: 0.9148673928150062
Position 3086: 0.7704782536824618
Position 4506: 0.7667468943928202
Position 4343: 0.5245882975660927
Position 2833: 0.14858614111064203
Position 3854: 0.10283533422841074
Position 3514: 0.07773228121396424
Position 1855: 0.06061051286224213
Position 4224: 0.04209948618947569
Position 3421: 0.02727341254433012
Position 1640: 0.022211128546455728
Position 105: 0.011605565255216022
Position 1411: 0.008303151726488985
Position 394: 0.007724054333080506
Position 5064: 0.006652802195401968
Position 186: 0.006565528427549562
Position 4286: 0.003694687731166085
Position 3662: 0.0036444318212875576
Position 208: 0.0031888453195489928
Position 4488: 0.002998727359484277
Position 5286: 0.0025245541976437126
Position 3463: 0.0015127897623149489
Position 3478: 0.0007423607130241104
Position 3279: 0.00019009395424741127
Position 1683: 9.166498666140294e-05
Position 1679: 8.629379207624102e-05
Position 133: 7.982953751344986e-05
Position 1715: 6.856703941550115e-05
Position 1119: 5.4289855824803076e-05
Position 541: 4.043501573002859e-05
Position 119: 5.6816202530700634e-08
Position 86: 5.3651110469404236e-08
Position 257: 3.050116787260212e-08
Position 127: 2.8258216751536772e-08
Position 84: 1.7200651211090246e-08
Position 337: 4.900695074295908e-09
Position 245: 1.484177335347948e-09
Position 67: 3.572259646412122e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4606: 0.9846964826155774
Position 4025: 0.9592143935055228
Position 3189: 0.9326776568693463
Position 2782: 0.7784610412011661
Position 4428: 0.5716948640569225
Position 4302: 0.5164808996797016
Position 4905: 0.3186229334337829
Position 3382: 0.2086904136605334
Position 5097: 0.19116169973995736
Position 5600: 0.17315144540032215
Position 4398: 0.16030262082215177
Position 5202: 0.13439052942400018
Position 1830: 0.060610512862242116
Position 2810: 0.04386763775253005
Position 2898: 0.04068297649966379
Position 5501: 0.039414241426558014
Position 5779: 0.038555484369701416
Position 5028: 0.0330562564963845
Position 4099: 0.022456775388302368
Position 4801: 0.021046684923221235
Position 4377: 0.019909333287196417
Position 1536: 0.017439637892122464
Position 2680: 0.017217332875419895
Position 2733: 0.01602630352686206
Position 2651: 0.010570461044252608
Position 2604: 0.009598780735238144
Position 5318: 0.006148769277055759
Position 3980: 0.0057708160860695835
Position 1498: 0.004826002232485739
Position 1228: 0.004527449377907321
Position 4432: 0.003969391140596098
Position 1244: 0.003674160727539377
Position 4096: 0.003537358753783433
Position 3936: 0.002425010465122837
Position 3513: 0.0022357218006808675
Position 5236: 0.0020620815996986053
Position 3534: 0.0019485541472789927
Position 2741: 0.0017784780438903228
Position 4170: 0.0017411227343122257
Position 2698: 0.0017152843313945141
Position 4290: 0.001620926956888929
Position 4325: 0.00031520739197740075
Position 3951: 0.00023299636971476072
Position 285: 7.029856061126329e-05
Position 1430: 5.7175795895418805e-05
Position 437: 4.0435015730028637e-05
Position 1540: 3.076928069511726e-05
Position 1036: 2.0146257346247427e-05
Position 1250: 1.845277873050858e-05
Position 946: 1.3737788444729102e-05
Position 974: 1.2484804359454522e-05
Position 361: 1.1900638434254754e-05
Position 893: 7.921005674372025e-06
Position 386: 6.644824492335725e-06
Position 257: 5.449185179435784e-06
