Gene = MEGF9
index = 833
Annotated 5SS: [   713  55097  91855 102075 106730]
Annotated 3SS: [ 54894  91714 101930 106459 108828]
SMsplice 5SS: [   713   1112  10077  16172  17584  36396  55097  69746  91855  97704
 102075 106631]
SMsplice 3SS: [   969  10003  16024  17486  36228  54894  69622  91714  97665 101930
 106459 108828]
top_k =  100
Partition function (log Z): -58.408281238492805

Sorted 5' Splice Sites (High to Low Probability):
Position 713: 0.9931111279302717
Position 1112: 0.9044241024747652
Position 10077: 0.08827670667746107
Position 3782: 0.0839124177087737
Position 8810: 0.0643655712314212
Position 7049: 0.052791085907182796
Position 8755: 0.038013217689826344
Position 262: 0.02832465102847614
Position 8802: 0.026468616724061013
Position 17: 0.008573357562035448
Position 239: 0.0009767544548587952
Position 850: 0.0008414093879585907
Position 823: 0.0006525939764801278
Position 285: 0.000604945038460134
Position 8: 0.00047704911538293113
Position 589: 0.0002730810135565824
Position 62: 0.0002007134408963438
Position 773: 0.0001719451214140411
Position 601: 0.00016257307703439696
Position 44: 0.00014835853434205012
Position 717: 8.08039993950616e-05
Position 904: 2.684671147096042e-05
Position 26: 2.486048173609628e-05
Position 171: 2.186781132703533e-05
Position 32: 1.1584230002232866e-05
Position 174: 5.780657299814611e-06
Position 232: 2.506719201197866e-06
Position 370: 2.052103632934274e-09
Position 270: 1.2126296231110328e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 969: 0.858586097451027
Position 10003: 0.6810441788543834
Position 8666: 0.15551731888885736
Position 11422: 0.12454053538453089
Position 6941: 0.052791085907182796
Position 989: 0.04882874071344223
Position 7368: 0.03657235832412612
Position 7642: 0.03646092257629889
Position 3534: 0.027791466399011925
Position 462: 0.027376368097741396
Position 5060: 0.02610962743333769
Position 6109: 0.025383256464464644
Position 3674: 0.022512220951095643
Position 3566: 0.018640770457508928
Position 2860: 0.01714556806904415
Position 2219: 0.016050610511369266
Position 9091: 0.014670590592757961
Position 9554: 0.013332738226607589
Position 8553: 0.011086886161331163
Position 3608: 0.0094773418442485
Position 3654: 0.009057587943114882
Position 7994: 0.00789212323000549
Position 3677: 0.00571629748481225
Position 3900: 0.004839003686155434
Position 6132: 0.004821058926448256
Position 4440: 0.004400583462238184
Position 813: 0.004091487885896157
Position 5029: 0.0027258189664811716
Position 2215: 0.002666429705699157
Position 525: 0.0022931327656011804
Position 4073: 0.002232039206752999
Position 5693: 0.001959283980717671
Position 647: 0.0019200637882865717
Position 3174: 0.0014849699123248876
Position 3924: 0.0014800590562007842
Position 592: 0.0014536130209782017
Position 4048: 0.0014391058874313484
Position 4465: 0.0011658724035277979
Position 3420: 0.0010116116497086442
Position 1364: 0.0008521288007098679
Position 1192: 0.000824091356596857
Position 2289: 0.0007613358023696986
Position 1469: 0.0005063392862291906
Position 2239: 0.0004760491493921958
Position 317: 0.00044035573496687644
Position 650: 0.00042587914142333424
Position 2078: 0.00036460989191488814
Position 339: 0.0003626166508303813
Position 1745: 0.00033424975598418005
Position 2049: 0.00033404949731264663
Position 1409: 0.000318148590798089
Position 991: 0.00021849932240155804
Position 653: 3.953950507639397e-05
Position 400: 3.2483840678894676e-05
Position 712: 2.7676766783532774e-05
Position 536: 1.8544778317939135e-05
Position 405: 1.7000003137537176e-05
Position 822: 1.3391691424632383e-05
Position 1034: 7.800239453886744e-06
Position 849: 4.944242803101515e-07
Position 946: 2.0679213419618977e-07
Position 890: 1.8535065827345843e-07
Position 1061: 2.906152622024434e-08
Position 690: 1.9741417608675106e-10
Position 347: 6.726537657762531e-11
