Gene = CIZ1
index = 373
Annotated 5SS: [  158   902  1261  3727  6043 10869 11175 12881 13221 14024 15239 21570
 22184 22538 24495 24831]
Annotated 3SS: [  726  1144  3654  5812 10774 11065 12173 13098 13825 15113 21481 22069
 22387 24424 24708 25182]
SMsplice 5SS: [  385   902  1261  6043 10869 11175 14024 15239 21570 22184 22538 24831]
SMsplice 3SS: [  726  1144  5812 10789 11065 13923 15113 21481 22069 22387 24708 25182]
top_k =  100
Partition function (log Z): 19.6282714976194

Sorted 5' Splice Sites (High to Low Probability):
Position 11175: 0.9995835635329303
Position 902: 0.9939048742737695
Position 1261: 0.9870456404477046
Position 21570: 0.9749297843473216
Position 10869: 0.9680244035260324
Position 22538: 0.9637766164461897
Position 6043: 0.9509695247962777
Position 15239: 0.879934939273453
Position 24831: 0.8309553511774749
Position 22184: 0.7510248400307228
Position 14024: 0.7435778068762624
Position 8127: 0.5854802834685876
Position 1073: 0.5098129873968633
Position 385: 0.44959608087568503
Position 24495: 0.44958577257374155
Position 21986: 0.44007832334427416
Position 19571: 0.26516268901071127
Position 158: 0.23142301091116813
Position 13221: 0.22333378257276987
Position 22222: 0.20390510780989973
Position 5548: 0.19215245341105225
Position 15274: 0.12006506072655007
Position 548: 0.10510210608650128
Position 369: 0.0929870223267573
Position 24051: 0.07227944408803524
Position 310: 0.05892743300096968
Position 8614: 0.057595327034863066
Position 6050: 0.049030475203728906
Position 12346: 0.03270502713423518
Position 318: 0.027481282646022932
Position 1544: 0.02385075069935466
Position 12517: 0.017496509108976807
Position 11503: 0.01664148450612162
Position 3727: 0.016521703541827967
Position 22514: 0.015973969129424385
Position 21967: 0.013395121564958432
Position 22253: 0.011949352803468634
Position 4400: 0.01154228908710724
Position 327: 0.011370726612348125
Position 265: 0.010595337520819377
Position 1462: 0.010422332846812075
Position 2094: 0.009724403169157752
Position 13486: 0.0087761445016703
Position 1099: 0.007569617944693015
Position 25333: 0.006738514639354681
Position 389: 0.006242397236404253
Position 22552: 0.004719200054087162
Position 235: 0.004418615170688027
Position 10930: 0.004287800483384107
Position 1895: 0.004191032583188554
Position 10938: 0.003494206366433813
Position 658: 0.0020365801109239884
Position 11582: 0.0016556735440008518
Position 429: 0.0014604693442553443
Position 271: 0.0008084799022587242
Position 363: 0.0007941770080178322
