Gene = PRRT4
index = 1082
Annotated 5SS: [ 125  380 2346 2537 3005]
Annotated 3SS: [ 262 1621 2431 2884 9006]
SMsplice 5SS: [ 125 1686 2537 3005]
SMsplice 3SS: [ 1621  2431  2884 10521]
top_k =  100
Partition function (log Z): -3.1911841527208615

Sorted 5' Splice Sites (High to Low Probability):
Position 3005: 0.9993296521164862
Position 2537: 0.9185767053501291
Position 1686: 0.8535958966539633
Position 2346: 0.5001074759622095
Position 125: 0.4852053601784147
Position 380: 0.3005997696636782
Position 10450: 0.23713994340969657
Position 1263: 0.06980892871359302
Position 10620: 0.06957341492019292
Position 272: 0.06648481006193599
Position 3521: 0.057914214554861766
Position 401: 0.046304647943856046
Position 734: 0.04264950380714182
Position 1821: 0.038162350845294526
Position 388: 0.03469071705365955
Position 1785: 0.025882937420915252
Position 2489: 0.023425127278806756
Position 407: 0.02174651254583137
Position 6035: 0.016741848330198605
Position 1958: 0.01317427806886449
Position 723: 0.00932050879128931
Position 481: 0.008764552319574185
Position 1453: 0.007930866124323813
Position 7663: 0.004375426268070942
Position 972: 0.003454808723154072
Position 2397: 0.0009643269293253071
Position 228: 0.00012731343205250685
Position 459: 6.11048154771043e-05
Position 94: 4.909616281533817e-05
Position 423: 4.890197388952382e-05
Position 3009: 4.8578672101870945e-05
Position 413: 4.2043573274637136e-05
Position 87: 3.518034006213417e-05
Position 508: 3.9647223053921045e-06
Position 191: 5.898364074664678e-07
Position 241: 1.4135791929853456e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2884: 0.9940165035047286
Position 2431: 0.9209216557796716
Position 1621: 0.8882562506780581
Position 10521: 0.5499760275119507
Position 10270: 0.4028677358584173
Position 2202: 0.23224695901952322
Position 10719: 0.16649580727797497
Position 9006: 0.14002176388894716
Position 2180: 0.13750214026648852
Position 1784: 0.05471856618546766
Position 2298: 0.04550003841196925
Position 1065: 0.02745420408688505
Position 5939: 0.027059920793539666
Position 3405: 0.024146662462694948
Position 2109: 0.022305175031919967
Position 2045: 0.021244118500667132
Position 2396: 0.0210801768492639
Position 3301: 0.020326922613068312
Position 1232: 0.01758828555025004
Position 203: 0.015337448780494787
Position 2012: 0.01506206118078727
Position 3437: 0.01387952412582894
Position 1937: 0.011393297633777937
Position 828: 0.011332567813529254
Position 6983: 0.007467841537980557
Position 6842: 0.006890195469329618
Position 1093: 0.006394207718171701
Position 2725: 0.005413148494263856
Position 7803: 0.004458719904334277
Position 7591: 0.00437542626807095
Position 335: 0.004205859811290028
Position 1452: 0.003595564687715976
Position 6949: 0.003233507009788071
Position 3331: 0.002713672699832899
Position 654: 0.0025024538079390377
Position 262: 0.0024622300904851464
Position 227: 0.002435394977498589
Position 926: 0.002238332258115482
Position 3778: 0.0019803694576212283
Position 1378: 0.001918150560574566
Position 5440: 0.001500225840803027
Position 1352: 0.0013752904853965731
Position 4995: 0.0013123534923212433
Position 6810: 0.001298031468592551
Position 241: 0.0011669728453836932
Position 4319: 0.0010806514815487446
Position 7128: 0.00098235943181834
Position 297: 0.0009808904167089981
Position 4527: 0.0009451293904732924
Position 4583: 0.0009427564988192568
Position 4567: 0.0007737673653367327
Position 2649: 0.0004142162945309143
Position 4013: 0.0002538464059041279
Position 3484: 0.0002518377480909805
Position 2831: 3.511155398479567e-05
Position 2730: 9.042421013946036e-06
