Gene = NOC2L
index = 948
Annotated 5SS: [   76   362  2192  2397  3196  3368  5287  5509  6116  6879  7291  8164
 10801 11160 12889 13118 13773 14234]
Annotated 3SS: [  208  2016  2264  3074  3276  5207  5397  6001  6689  7150  8051 10686
 11057 12744 13003 13636 14143 14489]
SMsplice 5SS: [   76   362  2192  2397  3196  3368  5509  6116  6879  7291  8164 10801
 11160 12889 13118 13773 14249]
SMsplice 3SS: [  208  2016  2264  3074  3276  5397  6001  6689  7150  8051 10686 11057
 12744 13003 13636 14143 14489]
top_k =  100
Partition function (log Z): 43.737941977715515

Sorted 5' Splice Sites (High to Low Probability):
Position 6879: 0.9999999999999969
Position 8164: 0.9999999999999934
Position 5509: 0.9996112867759535
Position 362: 0.9962658600976446
Position 10801: 0.9953398255408001
Position 11160: 0.984018888706495
Position 3368: 0.9765045034219624
Position 3196: 0.9272044081728149
Position 2397: 0.847263469374903
Position 7291: 0.7827787337919745
Position 14249: 0.7540331462517912
Position 2192: 0.7325442785271977
Position 6116: 0.7015902076578624
Position 13773: 0.6729819204783705
Position 12889: 0.5893240251466463
Position 76: 0.5782106898365648
Position 13118: 0.5309902887834548
Position 4874: 0.45949558947133173
Position 112: 0.4079264203804811
Position 9429: 0.30944447070464326
Position 570: 0.3079470539624524
Position 5287: 0.2520768312343921
Position 14618: 0.23899549917103832
Position 7962: 0.19963914643253938
Position 13144: 0.1908758965840437
Position 13263: 0.18064280394894838
Position 14234: 0.17241728624390476
Position 13968: 0.07176634962692378
Position 13804: 0.05920372209605849
Position 14267: 0.04729136727222317
Position 7572: 0.04063786905914115
Position 562: 0.03713541593610083
Position 12793: 0.03671208683483384
Position 645: 0.034599128679182425
Position 11476: 0.0332499091521966
Position 5738: 0.028547045818946962
Position 2462: 0.027633769878572627
Position 2979: 0.027540668693030144
Position 7878: 0.02725755010864439
Position 14257: 0.02504101600274767
Position 7873: 0.02439545465360001
Position 3180: 0.022570093637792905
Position 5298: 0.019175077622226054
Position 1146: 0.018224173723640588
Position 4827: 0.01809415790285382
Position 4905: 0.017726237761197507
Position 11232: 0.01559604510284778
Position 5791: 0.0129023299817974
Position 6122: 0.012338905613700695
Position 122: 0.00771384538151064
Position 14636: 0.0072634791941257925
Position 2985: 0.006966708066217097
Position 5881: 0.006849995503709437
Position 5189: 0.006796574861503103
Position 87: 0.00527427534055131
Position 6414: 0.005229085655126267
Position 810: 0.0049714805846953584
Position 378: 0.0034889955102077007
Position 12814: 0.0027702138858762384
Position 6284: 0.002340905935804077
Position 5743: 0.002055765810846163
Position 3405: 0.0013382537527892877
Position 14241: 0.001217184229330277
Position 14645: 0.0008025291124591704
Position 41: 0.0007271750811420265
Position 3653: 0.0006967869813671308
Position 3879: 0.00052190713394955
Position 14821: 0.0005096186569152159
Position 11254: 0.00028760481544045497
Position 328: 0.00018766139795016652
Position 11239: 9.74613752078602e-05
Position 118: 8.273217046235038e-05
Position 116: 5.811637017271888e-05
Position 2698: 4.769425952003837e-05
Position 414: 3.780953778004274e-05
Position 275: 8.636626655327722e-06
Position 366: 4.227040690255094e-06
Position 228: 3.8106810073901057e-06
Position 28: 3.1574549604830103e-06
Position 263: 2.9991080551288366e-06
Position 23: 2.9256647913612605e-06
Position 45: 6.623114028201279e-07
Position 47: 7.95238669926421e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 14143: 0.9999999999999936
Position 11057: 0.9999132193272114
Position 8051: 0.9905411797128502
Position 5397: 0.9897918402070637
Position 14489: 0.9748793338017869
Position 10686: 0.9718289048619878
Position 208: 0.9457583713014255
Position 3276: 0.9393880636665204
Position 3074: 0.8856041331987109
Position 2264: 0.7867774586291544
Position 6689: 0.7537058315255165
Position 13636: 0.72877114892131
Position 13003: 0.7100182326396076
Position 6001: 0.7092919283386037
Position 7150: 0.5515392174944677
Position 12744: 0.5436666343217414
Position 4766: 0.4953159851353811
Position 2016: 0.4250948163277837
Position 9317: 0.30944447070464326
Position 2068: 0.3042421659423325
Position 481: 0.2998876312275113
Position 14739: 0.26625832195623295
Position 6754: 0.24452492632705344
Position 5207: 0.2279063682750651
Position 7948: 0.20909796671968267
Position 7086: 0.11438460362317734
Position 13169: 0.09108227886517997
Position 12679: 0.08177676526771457
Position 7018: 0.08088230346640139
Position 13059: 0.0772682000238861
Position 2246: 0.0771609450646517
Position 13867: 0.07176634962692374
Position 153: 0.05309862365859468
Position 7719: 0.05165300476224436
Position 7377: 0.040637869059141164
Position 3028: 0.040372118933128226
Position 490: 0.03842935228616905
Position 2786: 0.038247068076201415
Position 444: 0.03582022922027683
Position 11408: 0.03324990915219653
Position 5105: 0.031720544791826566
Position 5686: 0.025883439053036836
Position 3092: 0.025837372641170427
Position 10712: 0.0235109206788156
Position 6987: 0.023149056668626312
Position 5054: 0.018430147360549286
Position 13007: 0.01687723926271442
Position 3307: 0.013323593428171784
Position 5592: 0.01225750479025448
Position 3261: 0.012092747464409465
Position 1090: 0.01177493884582128
Position 5709: 0.010965364649508218
Position 552: 0.008016274885565373
Position 6227: 0.007569991590930356
Position 7089: 0.007489065028920501
Position 12967: 0.007263038525058149
Position 3033: 0.007259538336290729
Position 14934: 0.005726192453847905
Position 5418: 0.005581397648987148
Position 991: 0.004829003422765278
Position 2268: 0.004682102283573409
Position 5355: 0.004618185434625633
Position 6066: 0.004617232334432074
Position 6970: 0.00450988323996457
Position 13591: 0.0034144936531173994
Position 12792: 0.003362926277902171
Position 601: 0.0029014518819153044
Position 2073: 0.0024484397921195034
Position 2180: 0.0022422622632050342
Position 1917: 0.001822062802993183
Position 6836: 0.0017692421474261246
Position 2048: 0.0015695763902176649
Position 2130: 0.0014016882846413779
Position 5634: 0.0008601153984571549
Position 7005: 0.0008246042704168176
Position 955: 0.0007724117213193065
Position 14857: 0.0007072779226689361
Position 184: 0.0006715062877414572
Position 3583: 0.0005173552043480794
Position 243: 0.00040221082920304684
Position 3761: 0.00031606830724007195
Position 774: 0.00023389778987435643
Position 3812: 0.0002058388267094781
Position 3450: 0.0001794317770190514
Position 451: 0.00011730329524043067
Position 733: 9.421258524182021e-05
Position 10921: 5.0932181276607955e-05
Position 2569: 4.769425952003844e-05
Position 10951: 3.584849150614966e-05
Position 294: 3.185975953995503e-05
Position 263: 2.0919331645785206e-05
Position 6069: 1.9952598527683248e-05
Position 221: 1.3147693699321767e-05
Position 236: 2.453914546945968e-06
Position 556: 5.457243707546002e-07
Position 275: 3.723141878136906e-07
Position 168: 3.3527629658679783e-07
Position 299: 1.6608568689118128e-07
Position 130: 3.00210006092458e-08
Position 338: 1.800442537777133e-09
Position 309: 1.7259844796556302e-09
