Gene = CORT
index = 398
Annotated 5SS: [604]
Annotated 3SS: [1657]
SMsplice 5SS: [604]
SMsplice 3SS: [1537]
top_k =  100
Partition function (log Z): -9.647536411421637

Sorted 5' Splice Sites (High to Low Probability):
Position 604: 0.9911168652287045
Position 1253: 0.034618374551511254
Position 758: 0.02513929766966373
Position 1438: 0.022907306313881402
Position 1380: 0.005392285548300553
Position 357: 0.004157008821994038
Position 1363: 0.0033083627957729736
Position 1021: 0.0028450558487793194
Position 674: 0.0012394629527591112
Position 858: 0.0010101801912669368
Position 971: 0.0008357010308120784
Position 1067: 0.0007998322986679216
Position 1568: 0.0007969153054615584
Position 348: 0.0005283881451190281
Position 3: 2.0378749661721995e-05
Position 259: 1.9706796375719094e-05
Position 285: 1.625096341552997e-05
Position 475: 1.4696786498966172e-05
Position 608: 1.1054590967257387e-05
Position 34: 5.301929469040802e-06
Position 312: 1.9106327074443464e-06
Position 13: 9.155659422277859e-07
Position 40: 4.2408603820010217e-07
Position 578: 3.6034800504068615e-07
Position 613: 3.4717353648447703e-07
Position 105: 2.8045053825344903e-07
Position 424: 2.4583094874958855e-07
Position 690: 1.6966694936832204e-07
Position 492: 1.010822896044884e-07
Position 676: 8.361092733547351e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1537: 0.563085790952151
Position 707: 0.19703008329794594
Position 1202: 0.06386022481561662
Position 1657: 0.0614587368210075
Position 1424: 0.04206346989896108
Position 1114: 0.02713579263228809
Position 1757: 0.023476546666508107
Position 898: 0.02296770031515285
Position 1967: 0.013044434755997808
Position 1350: 0.012142389032564021
Position 738: 0.010947018986292165
Position 1613: 0.006546936588421548
Position 1437: 0.006467619344053508
Position 1183: 0.005054712706017542
Position 1298: 0.00491580447361316
Position 445: 0.00472555232305499
Position 815: 0.004432674892244593
Position 1238: 0.0031002719703165306
Position 1568: 0.002874921967588468
Position 1144: 0.0027770449982741302
Position 1054: 0.002748028269053724
Position 1666: 0.0021165391692797362
Position 1216: 0.001771330978762276
Position 778: 0.001701315677585211
Position 835: 0.0016388485071435822
Position 1827: 0.0012669594517954812
Position 2062: 0.0010382355758515685
Position 757: 0.0009148416913938209
Position 903: 0.0009078723639718784
Position 2168: 0.0008186384432954216
Position 793: 0.0007934602932358733
Position 2044: 0.0006779192506196353
Position 1158: 0.0002219641155606215
Position 1141: 1.83275788252845e-05
Position 454: 1.2566684061979841e-05
Position 1125: 5.564712891579756e-06
Position 1050: 5.161850537817599e-06
Position 1167: 4.648567360730507e-06
Position 1129: 4.348554830181799e-06
Position 576: 3.968191069306117e-06
Position 716: 3.4253139604338764e-06
Position 870: 2.626597286788275e-06
Position 486: 7.922140740928803e-07
Position 599: 7.717774127352084e-07
Position 149: 2.9233913028799936e-07
Position 458: 2.540705698648354e-07
Position 467: 1.2398592024381836e-07
Position 492: 1.0649717842124886e-07
Position 504: 1.0648113633275345e-07
Position 473: 9.134761507025061e-08
Position 275: 8.492247076598993e-08
Position 304: 6.302259134165219e-08
Position 470: 5.539103678476473e-08
Position 595: 5.041809543063612e-08
Position 462: 3.007635064928122e-08
Position 424: 2.4612428595401035e-08
Position 231: 2.328467814463173e-08
