Gene = ZMYM1
index = 1604
Annotated 5SS: [  140 19434 34298 36106 37781 44684 44984 50662 52127 52345]
Annotated 3SS: [19207 34127 36032 37530 44508 44770 50507 51985 52300 53190]
SMsplice 5SS: [  140 34224 39662 44684 50662 52127 52345 53396]
SMsplice 3SS: [34127 39564 44508 50507 51985 52257 53190 54852]
top_k =  100
Partition function (log Z): -33.91280916727675

Sorted 5' Splice Sites (High to Low Probability):
Position 140: 0.9919829366215435
Position 105: 0.008013967249203615
Position 322: 0.0030829813243578056
Position 310: 0.0012350117134535747
Position 654: 0.0008231873930899974
Position 96: 1.3370466653102839e-06
Position 81: 1.5330944846733997e-07
Position 297: 1.3293012636729603e-07
Position 194: 7.851244866328779e-08
Position 238: 4.464185498542182e-08
Position 51: 4.05972436884063e-08
Position 15: 2.3357316034463514e-08
Position 124: 1.6257650764007906e-08
Position 147: 6.864003012874543e-10
Position 35: 2.5820185717716733e-10
Position 230: 4.1622963677793315e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 214: 0.24620323878493094
Position 12007: 0.16160966559573925
Position 10798: 0.1026712385103347
Position 9071: 0.10249220158047899
Position 861: 0.07512274565370386
Position 407: 0.042772421103735005
Position 9747: 0.033047784443312855
Position 428: 0.028746727816944533
Position 4929: 0.026134244932806507
Position 4685: 0.02188724295506578
Position 6456: 0.018122813231473328
Position 8779: 0.01557496226445986
Position 5375: 0.014424835869545485
Position 6431: 0.012298328382986883
Position 5607: 0.010699499512878916
Position 7217: 0.009605369351803122
Position 7546: 0.009284120465754669
Position 2425: 0.006998645886352382
Position 6975: 0.005829318998892582
Position 2513: 0.005336805820229355
Position 6151: 0.004759495660372624
Position 1029: 0.004627831769012268
Position 3190: 0.0037175457495335212
Position 2897: 0.003524168890678723
Position 2575: 0.0032539623623789524
Position 5456: 0.00309324919747834
Position 3230: 0.003023287955309497
Position 2230: 0.0026462182124969576
Position 4925: 0.0024492595260887204
Position 3359: 0.002371095017539923
Position 1742: 0.0018081237632702222
Position 3215: 0.00165692065796355
Position 479: 0.0016144366486462024
Position 3385: 0.0014042600593819055
Position 3148: 0.0011285426328258297
Position 888: 0.0011246671646641289
Position 1275: 0.0011213494931420257
Position 3770: 0.0011106084558344129
Position 2064: 0.0010905843614213947
Position 3540: 0.001046548988584282
Position 2138: 0.000991331046110433
Position 3241: 0.0009471090724014317
Position 2390: 0.0008797945860272988
Position 2691: 0.0008528883196119366
Position 1464: 0.0008292300421397351
Position 2743: 0.000768858289920545
Position 1181: 0.0007452714101683573
Position 403: 0.0007192290372489903
Position 584: 0.000591994221835833
Position 1108: 0.0004647207935683281
Position 555: 0.0004632880624787366
Position 558: 0.0004355920000589295
Position 1439: 0.0004271630358662553
Position 252: 0.0003037823719041553
Position 637: 0.0002830596541970836
Position 192: 2.1984859623527235e-06
Position 310: 1.2154111350686427e-08
Position 271: 9.536558869473584e-09
Position 230: 7.546041583567682e-09
Position 254: 4.50516224039726e-09
