Gene = ZC3HC1
index = 1595
Annotated 5SS: [  231  2419 10501 11988 22550 25294 27189 27941 29133]
Annotated 3SS: [ 2306 10349 11903 22421 25138 26944 27727 28925 32718]
SMsplice 5SS: [  231  7824 11988 22550 25294 27189 27941]
SMsplice 3SS: [ 7660 11903 22421 25138 27087 27727 28925]
top_k =  100
Partition function (log Z): -15.54764195995326

Sorted 5' Splice Sites (High to Low Probability):
Position 11988: 0.9811769848347873
Position 7824: 0.9776906847040572
Position 231: 0.9586422465829918
Position 6136: 0.41383039424518225
Position 2526: 0.25478645513432285
Position 1009: 0.137516766807918
Position 827: 0.06390169382831055
Position 2478: 0.04328364412641329
Position 98: 0.006218087146420679
Position 2667: 2.435351270833934e-05
Position 1537: 1.9418768149836683e-05
Position 1556: 1.8526054575706674e-05
Position 464: 2.6196565238125143e-06
Position 254: 1.9871631234369512e-06
Position 118: 1.533368239620398e-06
Position 299: 1.0556786494191698e-06
Position 319: 9.462057626737494e-10
Position 243: 4.711328774139189e-10
Position 309: 2.9050561480291897e-10
Position 235: 2.473775795279274e-10
Position 140: 1.9163678718005115e-10
Position 124: 6.181546840747835e-11
Position 292: 4.028077053091403e-11
Position 145: 3.9567107651498613e-11
Position 111: 2.8711682956605587e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11903: 0.9892379771581956
Position 7660: 0.9779481842073646
Position 21713: 0.6965852886066297
Position 5962: 0.414111747843076
Position 2306: 0.2327325912955436
Position 12109: 0.1360588671128227
Position 898: 0.05150600191756321
Position 12134: 0.048137723461290215
Position 930: 0.044514604604449025
Position 18832: 0.036388420126438156
Position 962: 0.03590822084123927
Position 2331: 0.02760552768501436
Position 12598: 0.02400255952442891
Position 2465: 0.022431798521891044
Position 14484: 0.022299753056706444
Position 699: 0.022016794054418462
Position 2432: 0.015477232748283082
Position 15405: 0.007142307149891729
Position 745: 0.0070756137310849015
Position 12531: 0.006136053476988864
Position 8019: 0.004928859548039881
Position 12594: 0.0044260123195888745
Position 748: 0.0018277132613136243
Position 715: 0.0014083969374007659
Position 7973: 0.0013735715455530989
Position 9155: 0.0011042878038060105
Position 874: 0.0010267409466992972
Position 2748: 0.000990855110493557
Position 416: 0.0009713960564325758
Position 9029: 0.0008668598121318357
Position 8181: 0.0005833445575671179
Position 2611: 0.0002047593393028823
Position 1385: 3.5619092611424076e-05
Position 1486: 1.0584873244712782e-05
Position 718: 9.579863172734033e-06
Position 611: 6.527716215650212e-06
Position 823: 6.060190565518526e-06
Position 430: 4.1312103005475425e-06
Position 599: 2.961337113413726e-06
Position 578: 2.4114536178394252e-06
Position 563: 2.074768778312427e-06
Position 762: 1.407098501081336e-06
Position 352: 1.3834309011963498e-06
Position 1530: 8.759247746248513e-07
Position 335: 7.186452991872559e-07
Position 560: 6.018765554079854e-07
Position 633: 4.3204893328114855e-07
Position 621: 4.3175452800507505e-07
Position 629: 2.7002103962914546e-07
Position 645: 2.0270432605665256e-07
Position 464: 1.1555747501724539e-07
