Gene = NCBP1
index = 916
Annotated 5SS: [  290  7257  8037  9735 11599 12107 13936 14598 16975 17748 20283 21319
 22139 22460 25118 27443 28519 29422 30818 33252 35349 36081]
Annotated 3SS: [ 7167  7935  9577 11490 11984 13865 14381 16876 17683 20171 21253 22075
 22384 25013 27319 28415 29327 30713 33136 35219 35966 37459]
SMsplice 5SS: [  290  1402  7257  8066 11599 12107 13936 14598 16975 20283 22139 22460
 25118 27443 30818 33252 35349 36081]
SMsplice 3SS: [ 1312  7167  7935 11490 11984 13865 14473 16876 20171 22075 22384 25013
 27355 30713 33136 35219 35966 37459]
top_k =  100
Partition function (log Z): 33.64966121423605

Sorted 5' Splice Sites (High to Low Probability):
Position 27443: 0.9999999999999971
Position 30818: 0.9999999999999968
Position 290: 0.9971903869753862
Position 35349: 0.9899125288679239
Position 22460: 0.9897856019613658
Position 14598: 0.9851340041175549
Position 36081: 0.9668661920209531
Position 11599: 0.9504640530781793
Position 33252: 0.9476565005348505
Position 22139: 0.9180100253284466
Position 7257: 0.9145977522246541
Position 20283: 0.9092760916626786
Position 13936: 0.9022253997853402
Position 25118: 0.8641599311576172
Position 16975: 0.8467895702908561
Position 12107: 0.7619320350215082
Position 24945: 0.6612605019608919
Position 8066: 0.6531426549374978
Position 1402: 0.600070655883491
Position 5842: 0.4603842881251469
Position 37598: 0.44291951829526915
Position 29422: 0.408966991951595
Position 24820: 0.3434507068354638
Position 24255: 0.3396341169947296
Position 8037: 0.3340171927687502
Position 21319: 0.3028807297956874
Position 9735: 0.2934112936615351
Position 7543: 0.266753394904548
Position 13759: 0.23569937630590043
Position 29769: 0.230064663755294
Position 13755: 0.19215319722204816
Position 35066: 0.1506397684283125
Position 25153: 0.13584006884238034
Position 1694: 0.09242229842899777
Position 14084: 0.08385041943901003
Position 37870: 0.08024915875186489
Position 17033: 0.080009569665238
Position 28355: 0.06963912280277162
Position 7582: 0.06824274827804432
Position 12143: 0.06456091955203302
Position 22149: 0.0541104061566962
Position 7379: 0.05096819714224613
Position 28519: 0.04838987187198129
Position 33271: 0.043100691015060116
Position 7741: 0.036924762477226106
Position 37576: 0.036576898777958125
Position 32989: 0.036528381884470544
Position 36103: 0.03062584858314123
Position 36741: 0.028322662260968346
Position 16992: 0.02823895667314021
Position 7817: 0.02242694788748474
Position 15887: 0.01922617245712343
Position 37232: 0.018869237983841533
Position 22292: 0.018654385970731185
Position 1377: 0.01636237402515776
