Gene = IPPK
index = 710
Annotated 5SS: [  358 11632 13810 17693 20813 22207 27514 29556 32265 35108 35880 50780]
Annotated 3SS: [11583 13713 17625 20690 22116 27454 29482 31984 34956 35776 50699 54207]
SMsplice 5SS: [  358  6204  6506 10966 11632 13810 15050 17030 17693 20854 22207 27514
 29556 35108 35880 42017 45715 50780 52586 54353 54625]
SMsplice 3SS: [ 6112  6464 10845 11583 13713 14903 16802 17625 20690 22116 27454 29482
 35018 35776 41895 45638 50699 52427 54207 54553 56534]
top_k =  100
Partition function (log Z): -16.759867768313846

Sorted 5' Splice Sites (High to Low Probability):
Position 13810: 0.9994980498982803
Position 11632: 0.9500698653559035
Position 6204: 0.9271126976534306
Position 358: 0.8937106185778539
Position 17693: 0.8413525911851113
Position 22207: 0.7962556257022437
Position 6506: 0.7820377686125277
Position 15050: 0.742463750436846
Position 17030: 0.6189112864281607
Position 1888: 0.6050932233700712
Position 20854: 0.5188082633689097
Position 20813: 0.28390425333445096
Position 6048: 0.27024324610068856
Position 7447: 0.20162000082187684
Position 8467: 0.13482680822361862
Position 21343: 0.10569625542271166
Position 20841: 0.09890187838963246
Position 15650: 0.07850001603509356
Position 982: 0.042208382017355314
Position 566: 0.0400405903976051
Position 11641: 0.03592738234332415
Position 15726: 0.031037055408974903
Position 14700: 0.02981748284311888
Position 382: 0.027548316040734586
Position 387: 0.02172420741145242
Position 12348: 0.020537758486596523
Position 20868: 0.019053253944260263
Position 1094: 0.01746053832658802
Position 1610: 0.01593806562625075
Position 444: 0.013227916365144464
Position 407: 0.012926162679338927
Position 12337: 0.0076486527583858235
Position 966: 0.0065625600205705854
Position 1014: 0.0049799914040899295
Position 548: 0.004892392846560141
Position 1004: 0.0029855734775624076
Position 15170: 0.0020819914982384137
Position 14075: 0.0012160417413853394
Position 14904: 0.0011250141522157887
Position 14952: 0.001005631660456374
Position 15344: 0.0007544447040599226
Position 840: 0.0005428165095933341
Position 15027: 0.00017950817366833448
Position 312: 0.00014682535453884016
Position 47: 0.00012739319106230886
Position 371: 8.109322503554644e-05
Position 603: 1.4164379375481278e-05
Position 49: 6.943028567796455e-06
Position 340: 4.511258598757552e-06
Position 149: 3.996733906300095e-06
Position 365: 1.071984213215264e-06
Position 135: 6.12406884935852e-08
Position 241: 4.837371679454784e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 11583: 0.985997247699227
Position 13713: 0.9387324570192065
Position 20690: 0.9374267911959395
Position 22116: 0.9340216983899083
Position 6112: 0.8643745741229485
Position 17625: 0.8413525911851109
Position 6464: 0.7130359303763331
Position 14903: 0.6689195518306823
Position 16802: 0.6189112864281606
Position 1718: 0.605093223370072
Position 5900: 0.3329813696311714
Position 26894: 0.2049578152337581
Position 24876: 0.19035683510137943
Position 8322: 0.13482680822361875
Position 26110: 0.12674648253515985
Position 21237: 0.11666470446442057
Position 15622: 0.10781705849640426
Position 23379: 0.0896953864851649
Position 24880: 0.08591939776242966
Position 7363: 0.08369953355910792
Position 14865: 0.07768877708630825
Position 7188: 0.07171585413151445
Position 13657: 0.060765592879072794
Position 912: 0.05775957923987838
Position 7225: 0.046204613131254436
Position 24495: 0.04221432667403038
Position 6391: 0.0372955089741305
Position 20968: 0.03494303178015523
Position 6411: 0.0317063292620651
Position 12210: 0.028186411244982345
Position 22887: 0.027251575964901933
Position 442: 0.02324623071891574
Position 14527: 0.021907345106046718
Position 24900: 0.02155469506379845
Position 1477: 0.009460466304056416
Position 22375: 0.007559110881619342
Position 891: 0.007079445956724448
Position 464: 0.00653987310322101
Position 14541: 0.0047862345815013465
Position 14562: 0.0033714701600069483
Position 15504: 0.0022585653452858834
Position 21140: 0.0017592816795276344
Position 13988: 0.0010471377309886594
Position 17819: 0.0010098445523952274
Position 15202: 0.0007544447040599249
Position 819: 0.0006045300120989311
Position 638: 0.00044411513550614745
Position 14036: 0.00016890401039668
