Gene = WRAP73
index = 1574
Annotated 5SS: [  143  2666  3408 11324 13079 14130 14914 15077 16676 17861 18608]
Annotated 3SS: [ 2512  3290 11250 12974 14042 14778 14998 16569 17734 18415 18955]
SMsplice 5SS: [  143  2666  3408  8982 11324 13079 15077 16676 17861 18608]
SMsplice 3SS: [ 2512  3290  8827 11250 12974 14998 16569 17734 18415 18955]
top_k =  100
Partition function (log Z): 16.236988071390073

Sorted 5' Splice Sites (High to Low Probability):
Position 13079: 1.0
Position 3408: 0.9969313532072583
Position 11324: 0.9958010805226808
Position 2666: 0.9873262262117918
Position 15077: 0.9576433432476849
Position 16676: 0.9272924591236689
Position 18608: 0.807333447423174
Position 17861: 0.7952143958835648
Position 14914: 0.6033526852051145
Position 143: 0.3545461991695144
Position 14130: 0.3535335279451346
Position 15776: 0.2877304798354183
Position 18051: 0.2633523408169363
Position 4234: 0.24895622396304423
Position 14146: 0.23546046980689989
Position 6993: 0.1834142879057562
Position 1591: 0.1607949963647882
Position 12111: 0.14551334550301193
Position 7185: 0.1381104159145725
Position 252: 0.12399913289798045
Position 286: 0.09991270714514579
Position 269: 0.08616088340458729
Position 6976: 0.07394352186671406
Position 12562: 0.07152093396193
Position 666: 0.06680500895230927
Position 329: 0.05991325856968841
Position 1276: 0.05929456253572144
Position 586: 0.0554314222686052
Position 17880: 0.05281441043387805
Position 495: 0.05099169934800193
Position 18595: 0.04598158543908058
Position 768: 0.04355377042244636
Position 3091: 0.039989650285989976
Position 16867: 0.039384629030891766
Position 389: 0.03423465849276757
Position 13621: 0.033821603375352755
Position 406: 0.024412163669688867
Position 525: 0.02186899614061122
Position 1521: 0.016569579794048966
Position 14999: 0.013562991483187216
Position 299: 0.01180308700382037
Position 89: 0.011358123856818073
Position 483: 0.010227300727942298
Position 1462: 0.009480515206223117
Position 14723: 0.009327125971115171
Position 436: 0.008104195909206304
Position 4230: 0.007369810578761196
Position 1405: 0.00647030933797252
Position 17681: 0.006210556619754556
Position 2914: 0.004478090435195612
Position 2644: 0.0036888947931644784
Position 17519: 0.0030729895589425077
Position 2635: 0.0029220099166513357
Position 13698: 0.0011729531851789937
Position 3637: 0.0010748000975135113
Position 3950: 0.0009673099161073318
Position 3993: 0.0008646742155239127
Position 4008: 0.000843768214957315
Position 419: 6.211392947873173e-05
Position 556: 5.9557998105373646e-05
Position 3489: 3.722383319336562e-05
Position 136: 2.947990913703306e-05
Position 183: 2.487908067212488e-05
Position 222: 1.4164926041604397e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 11250: 0.9958010805226825
Position 3290: 0.9878728018510713
Position 18415: 0.9850638409022877
Position 2512: 0.9828885720358986
Position 12974: 0.9522513482105749
Position 14998: 0.9267079595898142
Position 16569: 0.9042460367783497
Position 18955: 0.6939351962653866
Position 14042: 0.5520210358039049
Position 17734: 0.44615625431277933
Position 14828: 0.4060916295815877
Position 6897: 0.2966147535804543
Position 17630: 0.2634340039941106
Position 14778: 0.24175943076458603
Position 1368: 0.19331540070303277
Position 4092: 0.14079837482071492
Position 17988: 0.13787744051473622
Position 15673: 0.13460873035249393
Position 12035: 0.1305817436858898
Position 17766: 0.12704760857125239
Position 17916: 0.10533816420495241
Position 15736: 0.10320114011557086
Position 6915: 0.09885347210658846
Position 18992: 0.06154529010192828
Position 4132: 0.05968014649624099
Position 12953: 0.04773708573476291
Position 12443: 0.04692199707052621
Position 1153: 0.041965055393772
Position 15445: 0.0396349172348334
Position 16799: 0.039384629030891814
Position 4101: 0.0336254354751242
Position 14063: 0.029399761148139854
Position 19051: 0.026989102116131362
Position 585: 0.026282554123441666
Position 12246: 0.02459893689140382
Position 17991: 0.02389790184761035
Position 2962: 0.02378924228843129
Position 18882: 0.02023440165153863
Position 18706: 0.019882766316994982
Position 251: 0.019810595338756024
Position 18820: 0.01767567628491769
Position 17789: 0.01760149605905502
Position 16447: 0.01714542487289045
Position 11983: 0.014931601817122152
Position 13469: 0.014807779899765776
Position 4174: 0.013855090432884031
Position 1073: 0.01317961537288176
Position 634: 0.011799361565888388
Position 18967: 0.011506443717072058
Position 13466: 0.011503171015224552
Position 2563: 0.011048558885709844
Position 15424: 0.010082196146389298
Position 18863: 0.009341921199063605
Position 14624: 0.00932712597111517
Position 2924: 0.008474548314968168
Position 4056: 0.008366987316841473
Position 13489: 0.007177995713465224
Position 14109: 0.006919279905338498
Position 16450: 0.005900997472427975
Position 2747: 0.005755799105847801
Position 3005: 0.0052016571543885585
Position 3135: 0.004907451428241528
Position 268: 0.004605305107555021
Position 3303: 0.004179316537561032
Position 1109: 0.0041498917690677185
Position 17338: 0.0030729895589425077
Position 19047: 0.0018395877639983567
Position 3833: 0.0018230568146579782
Position 18341: 0.0015396407925715738
Position 2861: 0.0012474699512719804
Position 3525: 0.0010124532817103206
Position 13506: 0.0009128005943243991
Position 3776: 0.0008526955319305818
Position 14073: 0.000653920894651668
Position 494: 0.0005016053612130287
Position 13417: 0.00030917377719678717
Position 13434: 0.00028363556055500624
Position 465: 0.00021874004264110894
Position 15356: 0.00020349598613071847
Position 285: 0.00019882664246143337
Position 431: 8.306720717362874e-05
Position 3599: 6.234681580319156e-05
Position 12990: 1.156605466089863e-05
Position 3166: 7.773621809926404e-06
Position 3090: 2.575080458149792e-07
