Gene = AL589765.1
index = 60
Annotated 5SS: [  942  1565  3132  4097  9256 11730 17189 18461]
Annotated 3SS: [ 1404  3035  3986  9162 11652 17141 18332 19054]
SMsplice 5SS: [  382  3132  4097  9256 11188 11730 13806]
SMsplice 3SS: [ 3035  3986  9162 11099 11652 13705 19054]
top_k =  100
Partition function (log Z): -10.150967627025878

Sorted 5' Splice Sites (High to Low Probability):
Position 4097: 0.9949729081952914
Position 11730: 0.9380682681401794
Position 13806: 0.7102354838819
Position 382: 0.6974619785116403
Position 58: 0.5109731076359054
Position 1565: 0.2244692689002275
Position 95: 0.029595807970661813
Position 39: 0.02381542951634754
Position 607: 0.022840164094630126
Position 619: 0.02185458597862684
Position 634: 0.019214450452443688
Position 411: 0.018522192920894628
Position 1048: 0.011606679761618216
Position 312: 0.008654574209032415
Position 947: 0.008514239711851666
Position 4280: 0.003427164751650549
Position 81: 0.0029089956020210733
Position 46: 0.0005262815719676874
Position 34: 0.00033446779818134434
Position 208: 0.00028238674863711907
Position 4789: 0.0002297265429905608
Position 49: 0.00019798581231255798
Position 4054: 7.101078105616878e-05
Position 69: 5.5086709420251765e-05
Position 4067: 4.6819145943079535e-05
Position 4224: 1.5845529523051355e-05
Position 4527: 1.3066776905623157e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 3986: 0.9999647828652782
Position 11652: 0.9380682681401794
Position 13705: 0.7102354838819007
Position 19054: 0.66696507698635
Position 195: 0.28689012510535694
Position 14088: 0.12445417832048476
Position 15389: 0.10044753620727247
Position 312: 0.09207331671721734
Position 1404: 0.08821190417124433
Position 12133: 0.0462014766260707
Position 1460: 0.043341789417194194
Position 1248: 0.04190249299190124
Position 10619: 0.02013406127785205
Position 1382: 0.018019795211062686
Position 505: 0.014311338231014267
Position 10120: 0.006699204509650707
Position 1276: 0.006588444987425448
Position 10217: 0.0054050085166893035
Position 6259: 0.005015441813347345
Position 4752: 0.004287515376793929
Position 4187: 0.004274359985725483
Position 842: 0.003982992880349516
Position 903: 0.003597007748924936
Position 329: 0.0029236767039658813
Position 5452: 0.0026376260726646253
Position 7311: 0.0025382973039289915
Position 4916: 0.001995180107455511
Position 4671: 0.0019288854066480462
Position 6223: 0.0017570655315188382
Position 6540: 0.0012839075846191842
Position 4308: 0.0010601715206735474
Position 5478: 0.0008056712416949278
Position 4955: 0.0006561928192999668
Position 4205: 0.00021895011937103469
Position 276: 1.565458713672517e-05
Position 4130: 1.0734395249745137e-05
Position 227: 8.312520410970127e-07
Position 136: 6.761866451430601e-07
Position 197: 6.053966692239462e-07
Position 217: 5.351998784241653e-07
Position 158: 5.059637137416999e-07
Position 132: 3.711206658062492e-07
Position 144: 2.726585373296238e-07
Position 336: 2.412666560780826e-07
Position 149: 1.728794932849766e-07
Position 284: 1.133253854348375e-07
Position 230: 3.703866406120937e-08
