Gene = BLACE
index = 134
Annotated 5SS: [ 126 4831 5123 7007 8035]
Annotated 3SS: [4736 4983 6849 7890 9153]
SMsplice 5SS: [ 126 4141 4831 5123 6577 7007 8035]
SMsplice 3SS: [3977 4564 4983 6388 6913 7890 9667]
top_k =  100
Partition function (log Z): -4.555552731501798

Sorted 5' Splice Sites (High to Low Probability):
Position 6577: 0.9609749195921841
Position 5123: 0.8253763456526133
Position 4141: 0.816735632904605
Position 7007: 0.7886276646746398
Position 4831: 0.7584627809879452
Position 8035: 0.5176150309277079
Position 126: 0.45365514553450453
Position 3577: 0.4115985414509569
Position 4466: 0.3531367032038907
Position 8000: 0.34064195659681956
Position 7731: 0.2764563697807906
Position 9847: 0.2276928538841223
Position 350: 0.19659931036241884
Position 208: 0.11213194909374473
Position 80: 0.08955290583241751
Position 524: 0.07301308024206227
Position 4461: 0.053119313783292786
Position 699: 0.040505553793754666
Position 4002: 0.0340844730901884
Position 4016: 0.02699492971628493
Position 4900: 0.025452136470124308
Position 7223: 0.024201938537228466
Position 7738: 0.01977786402234105
Position 8260: 0.017519069844274655
Position 3469: 0.01695686003563569
Position 6967: 0.012194997738025213
Position 874: 0.010117305270192065
Position 163: 0.009650635813633882
Position 431: 0.00881466782504514
Position 606: 0.0059594462322261664
Position 8320: 0.004396017168783448
Position 3379: 0.004007332548202958

Sorted 3' Splice Sites (High to Low Probability):
Position 6388: 0.9609749195921837
Position 7890: 0.8729939808529099
Position 3977: 0.8228491164944864
Position 6913: 0.78854653656876
Position 4564: 0.715137131318211
Position 4983: 0.515628750023156
Position 3488: 0.3526370838311016
Position 4374: 0.33807385730614975
Position 9667: 0.33171175206041686
Position 9732: 0.31506224205206834
Position 4936: 0.3097475956294571
Position 7630: 0.24996039526812897
Position 8360: 0.1549514865811398
Position 8144: 0.1519349883956935
Position 10566: 0.14737839255779442
Position 10590: 0.08031446132632786
Position 6849: 0.07550231198033727
Position 4238: 0.06818215968103397
Position 3910: 0.054965919216591816
Position 3421: 0.05005574380158782
Position 4560: 0.040045155473723976
Position 7647: 0.030699222013059926
Position 4736: 0.02873263066613464
Position 7462: 0.025294944337735308
Position 3281: 0.021742610899312294
Position 3436: 0.008127295502793898
Position 7073: 0.0031525944692139853
Position 6864: 0.0015946362609436146
Position 7110: 2.5818450202742683e-05
